gridmet_id,fbfm40_code,evt_code,evc_code,evh_code,canopy_cover,fvt_code,fvc_code,fbfm40_group
fire_00330,144.0,7105.0,230.0,214.0,0.0,2105.0,113.0,shrub
fire_00331,144.0,7105.0,235.0,213.0,0.0,2105.0,113.0,shrub
fire_00332,145.0,7105.0,249.0,221.0,0.0,2105.0,114.0,shrub
fire_00333,122.0,9301.0,337.0,303.0,25.0,2114.0,102.0,grass_shrub
fire_00334,142.0,7080.0,228.0,214.0,0.0,2080.0,112.0,shrub
fire_00335,93.0,7961.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00336,144.0,7114.0,136.0,128.0,35.0,2114.0,103.0,shrub
fire_00337,102.0,7980.0,110.0,104.0,15.0,2960.0,101.0,grass
fire_00338,103.0,7105.0,238.0,205.0,0.0,2105.0,113.0,grass
fire_00339,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00340,122.0,7662.0,326.0,304.0,0.0,2662.0,122.0,grass_shrub
fire_00341,101.0,7913.0,16.0,16.0,0.0,2916.0,16.0,grass
fire_00342,102.0,9301.0,352.0,304.0,0.0,2270.0,125.0,grass
fire_00343,102.0,9301.0,324.0,304.0,0.0,2270.0,123.0,grass
fire_00344,102.0,9301.0,348.0,303.0,0.0,2270.0,124.0,grass
fire_00345,99.0,9246.0,31.0,31.0,0.0,31.0,31.0,nonburnable_or_other
fire_00346,91.0,7297.0,23.0,23.0,0.0,2903.0,23.0,nonburnable_or_other
fire_00347,102.0,9301.0,335.0,304.0,0.0,2270.0,123.0,grass
fire_00348,144.0,7114.0,133.0,125.0,35.0,2114.0,103.0,shrub
fire_00349,165.0,7028.0,164.0,133.0,65.0,2028.0,106.0,timber_understory
fire_00350,165.0,7114.0,141.0,126.0,45.0,2114.0,104.0,timber_understory
fire_00351,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00352,99.0,7295.0,32.0,32.0,0.0,32.0,32.0,nonburnable_or_other
fire_00353,122.0,7030.0,128.0,115.0,25.0,2030.0,102.0,grass_shrub
fire_00354,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00355,102.0,9301.0,344.0,304.0,0.0,2270.0,124.0,grass
fire_00356,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00357,162.0,7043.0,156.0,127.0,65.0,2043.0,107.0,timber_understory
fire_00358,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00359,145.0,7110.0,235.0,215.0,0.0,2110.0,113.0,shrub
fire_00360,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00361,165.0,7030.0,163.0,137.0,65.0,2030.0,106.0,timber_understory
fire_00362,144.0,7105.0,221.0,216.0,0.0,2105.0,114.0,shrub
fire_00363,102.0,9301.0,339.0,304.0,0.0,2270.0,123.0,grass
fire_00364,121.0,9301.0,327.0,303.0,0.0,2270.0,122.0,grass_shrub
fire_00365,102.0,7082.0,219.0,204.0,0.0,2082.0,111.0,grass
fire_00366,102.0,9301.0,346.0,302.0,0.0,2270.0,124.0,grass
fire_00367,184.0,7030.0,133.0,117.0,45.0,2030.0,104.0,timber_litter
fire_00368,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00369,188.0,9129.0,139.0,115.0,35.0,2152.0,103.0,timber_litter
fire_00370,141.0,7124.0,219.0,205.0,0.0,2124.0,113.0,shrub
fire_00371,102.0,9301.0,331.0,304.0,0.0,2270.0,123.0,grass
fire_00372,102.0,9301.0,358.0,304.0,0.0,2270.0,125.0,grass
fire_00373,185.0,7015.0,162.0,129.0,65.0,2015.0,106.0,timber_litter
fire_00374,142.0,7110.0,228.0,215.0,0.0,2110.0,114.0,shrub
fire_00375,121.0,7914.0,17.0,17.0,0.0,2917.0,17.0,grass_shrub
fire_00376,98.0,7292.0,11.0,11.0,0.0,11.0,11.0,nonburnable_or_other
fire_00377,102.0,9301.0,338.0,304.0,0.0,2270.0,123.0,grass
fire_00378,145.0,7105.0,250.0,224.0,0.0,2105.0,115.0,shrub
fire_00379,165.0,7043.0,152.0,131.0,55.0,2043.0,105.0,timber_understory
fire_00380,99.0,9246.0,100.0,100.0,0.0,2002.0,100.0,nonburnable_or_other
fire_00381,122.0,7118.0,131.0,115.0,35.0,2118.0,103.0,grass_shrub
fire_00382,102.0,9301.0,360.0,303.0,0.0,2270.0,126.0,grass
fire_00383,145.0,7105.0,251.0,218.0,0.0,2105.0,115.0,shrub
fire_00384,121.0,9301.0,325.0,303.0,0.0,2270.0,122.0,grass_shrub
fire_00385,122.0,9337.0,224.0,217.0,0.0,2270.0,112.0,grass_shrub
fire_00386,102.0,9336.0,226.0,214.0,0.0,2282.0,112.0,grass
fire_00387,122.0,7126.0,232.0,206.0,0.0,2126.0,113.0,grass_shrub
fire_00388,121.0,9308.0,344.0,302.0,0.0,2282.0,113.0,grass_shrub
fire_00389,145.0,7110.0,246.0,219.0,0.0,2110.0,114.0,shrub
fire_00390,102.0,9301.0,335.0,304.0,0.0,2270.0,123.0,grass
fire_00391,188.0,7043.0,154.0,116.0,65.0,2043.0,105.0,timber_litter
fire_00392,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00393,121.0,7914.0,17.0,17.0,0.0,2917.0,17.0,grass_shrub
fire_00394,144.0,7114.0,135.0,125.0,35.0,2114.0,103.0,shrub
fire_00395,188.0,7105.0,237.0,219.0,55.0,2027.0,105.0,timber_litter
fire_00396,122.0,7092.0,226.0,213.0,0.0,2092.0,112.0,grass_shrub
fire_00397,101.0,7662.0,325.0,304.0,0.0,2916.0,16.0,grass
fire_00398,165.0,7028.0,159.0,124.0,55.0,2028.0,105.0,timber_understory
fire_00399,122.0,7092.0,222.0,211.0,0.0,2092.0,112.0,grass_shrub
fire_00400,144.0,7114.0,138.0,135.0,35.0,2114.0,103.0,shrub
fire_00401,184.0,7098.0,230.0,212.0,25.0,2032.0,104.0,timber_litter
fire_00402,162.0,7105.0,239.0,214.0,25.0,2027.0,104.0,timber_understory
fire_00403,122.0,7110.0,224.0,206.0,0.0,2110.0,112.0,grass_shrub
fire_00404,122.0,7105.0,250.0,212.0,0.0,2105.0,115.0,grass_shrub
fire_00405,121.0,7092.0,228.0,211.0,0.0,2092.0,112.0,grass_shrub
fire_00406,102.0,9301.0,344.0,302.0,0.0,2270.0,124.0,grass
fire_00407,102.0,7027.0,139.0,111.0,0.0,2270.0,123.0,grass
fire_00408,183.0,9129.0,143.0,115.0,45.0,2914.0,14.0,timber_litter
fire_00409,121.0,7098.0,231.0,209.0,0.0,2098.0,113.0,grass_shrub
fire_00410,142.0,7110.0,227.0,208.0,0.0,2110.0,113.0,shrub
fire_00411,162.0,7028.0,151.0,116.0,35.0,2028.0,107.0,timber_understory
fire_00412,99.0,7733.0,100.0,100.0,0.0,2003.0,100.0,nonburnable_or_other
fire_00413,102.0,9301.0,336.0,303.0,0.0,2270.0,123.0,grass
fire_00414,121.0,9301.0,325.0,303.0,0.0,2270.0,122.0,grass_shrub
fire_00415,121.0,9310.0,228.0,212.0,0.0,2275.0,112.0,grass_shrub
fire_00416,122.0,7017.0,116.0,107.0,15.0,2017.0,101.0,grass_shrub
fire_00417,144.0,7105.0,242.0,209.0,0.0,2105.0,114.0,shrub
fire_00418,102.0,9301.0,348.0,304.0,0.0,2270.0,124.0,grass
fire_00419,145.0,7105.0,242.0,221.0,0.0,2105.0,114.0,shrub
fire_00420,102.0,7924.0,340.0,302.0,0.0,2911.0,124.0,grass
fire_00421,121.0,7110.0,355.0,303.0,0.0,2110.0,114.0,grass_shrub
fire_00422,122.0,9337.0,219.0,209.0,0.0,2270.0,111.0,grass_shrub
fire_00423,122.0,7029.0,150.0,121.0,55.0,2029.0,105.0,grass_shrub
fire_00424,144.0,7114.0,135.0,124.0,35.0,2114.0,103.0,shrub
fire_00425,144.0,7105.0,236.0,214.0,0.0,2105.0,113.0,shrub
fire_00426,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00427,183.0,7105.0,231.0,212.0,25.0,2030.0,104.0,timber_litter
fire_00428,165.0,7028.0,154.0,128.0,55.0,2028.0,105.0,timber_understory
fire_00429,122.0,9030.0,225.0,205.0,0.0,2154.0,112.0,grass_shrub
fire_00430,102.0,7967.0,356.0,305.0,0.0,2967.0,125.0,grass
fire_00431,102.0,9308.0,340.0,301.0,0.0,2273.0,124.0,grass
fire_00432,122.0,7017.0,126.0,109.0,25.0,2017.0,102.0,grass_shrub
fire_00433,145.0,7105.0,,221.0,0.0,2105.0,115.0,shrub
fire_00434,189.0,7027.0,136.0,119.0,35.0,2027.0,103.0,timber_litter
fire_00435,102.0,7980.0,125.0,106.0,25.0,2960.0,102.0,grass
fire_00436,165.0,7043.0,179.0,125.0,75.0,2043.0,107.0,timber_understory
fire_00437,187.0,7030.0,151.0,125.0,65.0,2030.0,107.0,timber_litter
fire_00438,121.0,9301.0,335.0,302.0,0.0,2092.0,111.0,grass_shrub
fire_00439,91.0,7297.0,23.0,23.0,0.0,2903.0,23.0,nonburnable_or_other
fire_00440,165.0,7028.0,129.0,112.0,35.0,2028.0,103.0,timber_understory
fire_00441,121.0,9301.0,327.0,302.0,0.0,2270.0,122.0,grass_shrub
fire_00442,121.0,7029.0,135.0,109.0,0.0,2098.0,114.0,grass_shrub
fire_00443,102.0,7924.0,350.0,305.0,0.0,2911.0,125.0,grass
fire_00444,144.0,7114.0,130.0,108.0,35.0,2114.0,103.0,shrub
fire_00445,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00446,162.0,7105.0,237.0,218.0,0.0,2105.0,115.0,timber_understory
fire_00447,122.0,9337.0,230.0,211.0,0.0,2270.0,113.0,grass_shrub
fire_00448,122.0,7092.0,222.0,223.0,0.0,2092.0,113.0,grass_shrub
fire_00449,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00450,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00451,188.0,7027.0,132.0,112.0,55.0,2027.0,106.0,timber_litter
fire_00452,144.0,7105.0,232.0,217.0,0.0,2105.0,115.0,shrub
fire_00453,122.0,7264.0,139.0,124.0,35.0,2264.0,103.0,grass_shrub
fire_00454,102.0,9308.0,344.0,301.0,0.0,2273.0,123.0,grass
fire_00455,122.0,9301.0,343.0,302.0,55.0,2118.0,105.0,grass_shrub
fire_00456,122.0,7261.0,136.0,113.0,35.0,2261.0,103.0,grass_shrub
fire_00457,188.0,7043.0,150.0,121.0,65.0,2043.0,106.0,timber_litter
fire_00458,102.0,9301.0,331.0,304.0,0.0,2270.0,123.0,grass
fire_00459,102.0,7110.0,229.0,214.0,0.0,2129.0,125.0,grass
fire_00460,93.0,7981.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00461,99.0,9062.0,31.0,31.0,0.0,31.0,31.0,nonburnable_or_other
fire_00462,184.0,7032.0,156.0,123.0,35.0,2032.0,104.0,timber_litter
fire_00463,161.0,7105.0,247.0,216.0,0.0,2027.0,105.0,timber_understory
fire_00464,144.0,7105.0,240.0,217.0,0.0,2105.0,115.0,shrub
fire_00465,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00466,185.0,7015.0,166.0,123.0,65.0,2015.0,106.0,timber_litter
fire_00467,102.0,7098.0,233.0,210.0,0.0,2270.0,125.0,grass
fire_00468,165.0,7043.0,177.0,126.0,75.0,2043.0,107.0,timber_understory
fire_00469,99.0,9062.0,31.0,31.0,0.0,31.0,31.0,nonburnable_or_other
fire_00470,145.0,7105.0,252.0,213.0,0.0,2105.0,115.0,shrub
fire_00471,165.0,7028.0,150.0,136.0,55.0,2028.0,106.0,timber_understory
fire_00472,145.0,7105.0,251.0,220.0,0.0,2105.0,115.0,shrub
fire_00473,102.0,9301.0,340.0,304.0,0.0,2270.0,124.0,grass
fire_00474,93.0,7961.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00475,101.0,9301.0,355.0,303.0,0.0,2270.0,125.0,grass
fire_00476,102.0,9301.0,338.0,303.0,0.0,2270.0,123.0,grass
fire_00477,102.0,9301.0,342.0,304.0,0.0,2270.0,124.0,grass
fire_00478,123.0,7113.0,136.0,131.0,35.0,2113.0,103.0,grass_shrub
fire_00479,165.0,7030.0,157.0,121.0,55.0,2030.0,105.0,timber_understory
fire_00480,121.0,7114.0,115.0,118.0,15.0,2114.0,103.0,grass_shrub
fire_00481,102.0,9301.0,336.0,304.0,0.0,2270.0,124.0,grass
fire_00482,102.0,7986.0,335.0,302.0,0.0,2966.0,123.0,grass
fire_00483,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00484,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00485,122.0,9337.0,240.0,224.0,45.0,2113.0,103.0,grass_shrub
fire_00486,122.0,7098.0,246.0,215.0,25.0,2028.0,102.0,grass_shrub
fire_00487,93.0,7984.0,64.0,64.0,0.0,2964.0,64.0,nonburnable_or_other
fire_00488,121.0,7105.0,325.0,308.0,0.0,2105.0,112.0,grass_shrub
fire_00489,122.0,7092.0,226.0,209.0,0.0,2092.0,112.0,grass_shrub
fire_00490,102.0,9301.0,362.0,304.0,0.0,2270.0,126.0,grass
fire_00491,144.0,7114.0,133.0,119.0,35.0,2114.0,103.0,shrub
fire_00492,102.0,9301.0,347.0,302.0,0.0,2270.0,124.0,grass
fire_00493,162.0,7105.0,234.0,219.0,35.0,2043.0,104.0,timber_understory
fire_00494,122.0,7114.0,135.0,124.0,35.0,2114.0,103.0,grass_shrub
fire_00495,102.0,9301.0,348.0,303.0,0.0,2270.0,124.0,grass
fire_00496,144.0,7114.0,135.0,115.0,35.0,2114.0,103.0,shrub
fire_00497,185.0,7015.0,165.0,112.0,65.0,2015.0,106.0,timber_litter
fire_00498,183.0,9129.0,138.0,119.0,35.0,2152.0,103.0,timber_litter
fire_00499,93.0,7961.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00500,102.0,9301.0,331.0,303.0,0.0,2270.0,123.0,grass
fire_00501,93.0,7961.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00502,102.0,9301.0,343.0,304.0,0.0,2270.0,125.0,grass
fire_00503,102.0,9301.0,349.0,303.0,0.0,2270.0,124.0,grass
fire_00504,102.0,9301.0,351.0,303.0,0.0,2270.0,124.0,grass
fire_00505,122.0,7260.0,148.0,134.0,45.0,2260.0,104.0,grass_shrub
fire_00506,102.0,9301.0,353.0,303.0,0.0,2270.0,125.0,grass
fire_00507,144.0,7105.0,238.0,220.0,0.0,2105.0,113.0,shrub
fire_00508,98.0,7668.0,358.0,303.0,0.0,2668.0,125.0,nonburnable_or_other
fire_00509,102.0,9301.0,351.0,304.0,0.0,2270.0,125.0,grass
fire_00510,102.0,7029.0,139.0,125.0,35.0,2029.0,103.0,grass
fire_00511,93.0,7961.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00512,187.0,7098.0,243.0,221.0,55.0,2030.0,105.0,timber_litter
fire_00513,102.0,7105.0,236.0,220.0,45.0,2029.0,105.0,grass
fire_00514,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00515,122.0,7118.0,143.0,128.0,45.0,2118.0,104.0,grass_shrub
fire_00516,122.0,7105.0,355.0,303.0,0.0,2105.0,112.0,grass_shrub
fire_00517,122.0,9629.0,252.0,224.0,0.0,2152.0,115.0,grass_shrub
fire_00518,184.0,7113.0,135.0,110.0,45.0,2113.0,105.0,timber_litter
fire_00519,185.0,7015.0,161.0,126.0,65.0,2015.0,106.0,timber_litter
fire_00520,188.0,7027.0,145.0,121.0,55.0,2027.0,106.0,timber_litter
fire_00521,102.0,7105.0,234.0,217.0,55.0,2029.0,104.0,grass
fire_00522,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00523,121.0,9310.0,223.0,210.0,0.0,2275.0,112.0,grass_shrub
fire_00524,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00525,165.0,7028.0,161.0,122.0,65.0,2028.0,106.0,timber_understory
fire_00526,93.0,7981.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00527,122.0,7092.0,221.0,206.0,0.0,2092.0,112.0,grass_shrub
fire_00528,91.0,7297.0,23.0,23.0,0.0,2903.0,23.0,nonburnable_or_other
fire_00529,121.0,9301.0,351.0,302.0,0.0,2092.0,112.0,grass_shrub
fire_00530,121.0,7914.0,17.0,17.0,0.0,2917.0,17.0,grass_shrub
fire_00531,122.0,7662.0,334.0,304.0,0.0,2662.0,123.0,grass_shrub
fire_00532,145.0,7105.0,244.0,221.0,0.0,2105.0,114.0,shrub
fire_00533,144.0,7098.0,245.0,210.0,0.0,2098.0,114.0,shrub
fire_00534,144.0,7105.0,225.0,225.0,0.0,2105.0,112.0,shrub
fire_00535,188.0,7128.0,239.0,218.0,65.0,2043.0,106.0,timber_litter
fire_00536,123.0,7113.0,136.0,108.0,35.0,2113.0,103.0,grass_shrub
fire_00537,102.0,9301.0,343.0,304.0,0.0,2270.0,124.0,grass
fire_00538,122.0,7092.0,229.0,220.0,0.0,2092.0,112.0,grass_shrub
fire_00539,102.0,7987.0,349.0,303.0,0.0,2967.0,124.0,grass
fire_00540,122.0,7092.0,226.0,221.0,0.0,2092.0,112.0,grass_shrub
fire_00541,142.0,7110.0,235.0,215.0,0.0,2110.0,113.0,shrub
fire_00542,142.0,7110.0,245.0,217.0,0.0,2110.0,114.0,shrub
fire_00543,145.0,7110.0,241.0,220.0,0.0,2110.0,114.0,shrub
fire_00544,163.0,9302.0,139.0,109.0,35.0,2271.0,103.0,timber_understory
fire_00545,122.0,7098.0,229.0,205.0,0.0,2098.0,112.0,grass_shrub
fire_00546,102.0,9301.0,353.0,302.0,0.0,2270.0,123.0,grass
fire_00547,142.0,7087.0,210.0,206.0,0.0,2087.0,111.0,shrub
fire_00548,186.0,7113.0,152.0,113.0,55.0,2113.0,105.0,timber_litter
fire_00549,121.0,9301.0,327.0,304.0,0.0,2270.0,122.0,grass_shrub
fire_00550,99.0,9062.0,31.0,31.0,0.0,31.0,31.0,nonburnable_or_other
fire_00551,145.0,7110.0,232.0,214.0,0.0,2110.0,113.0,shrub
fire_00552,102.0,7129.0,332.0,302.0,0.0,2129.0,123.0,grass
fire_00553,122.0,7092.0,236.0,216.0,0.0,2092.0,113.0,grass_shrub
fire_00554,122.0,7092.0,223.0,208.0,0.0,2092.0,112.0,grass_shrub
fire_00555,102.0,9301.0,332.0,303.0,0.0,2270.0,123.0,grass
fire_00556,145.0,7110.0,252.0,221.0,0.0,2110.0,115.0,shrub
fire_00557,123.0,7113.0,140.0,122.0,45.0,2113.0,104.0,grass_shrub
fire_00558,122.0,7092.0,242.0,216.0,0.0,2092.0,114.0,grass_shrub
fire_00559,122.0,9829.0,332.0,303.0,0.0,2280.0,123.0,grass_shrub
fire_00560,142.0,7126.0,222.0,202.0,0.0,2126.0,112.0,shrub
fire_00561,102.0,9301.0,334.0,304.0,0.0,2270.0,123.0,grass
fire_00562,102.0,9301.0,340.0,302.0,0.0,2270.0,123.0,grass
fire_00563,101.0,7081.0,221.0,202.0,0.0,2081.0,112.0,grass
fire_00564,102.0,9301.0,342.0,304.0,0.0,2270.0,124.0,grass
fire_00565,122.0,7092.0,225.0,216.0,0.0,2092.0,112.0,grass_shrub
fire_00566,93.0,7984.0,64.0,64.0,0.0,2964.0,64.0,nonburnable_or_other
fire_00567,122.0,7110.0,221.0,206.0,0.0,2110.0,112.0,grass_shrub
fire_00568,144.0,7105.0,225.0,211.0,0.0,2105.0,112.0,shrub
fire_00569,122.0,7092.0,215.0,208.0,0.0,2092.0,111.0,grass_shrub
fire_00570,165.0,7027.0,146.0,124.0,45.0,2027.0,104.0,timber_understory
fire_00571,102.0,7967.0,356.0,304.0,0.0,2967.0,125.0,grass
fire_00572,122.0,7092.0,220.0,208.0,0.0,2092.0,112.0,grass_shrub
fire_00573,99.0,9213.0,100.0,100.0,0.0,2002.0,100.0,nonburnable_or_other
fire_00574,122.0,7092.0,241.0,220.0,0.0,2092.0,114.0,grass_shrub
fire_00575,145.0,7110.0,238.0,218.0,0.0,2110.0,113.0,shrub
fire_00576,122.0,7092.0,231.0,212.0,0.0,2092.0,113.0,grass_shrub
fire_00577,121.0,9301.0,322.0,304.0,0.0,2270.0,122.0,grass_shrub
fire_00578,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00579,145.0,7110.0,232.0,215.0,0.0,2110.0,113.0,shrub
fire_00580,102.0,7082.0,219.0,204.0,0.0,2082.0,111.0,grass
fire_00581,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00582,102.0,9301.0,352.0,304.0,0.0,2270.0,125.0,grass
fire_00583,102.0,9301.0,330.0,304.0,0.0,2270.0,123.0,grass
fire_00584,102.0,7105.0,225.0,212.0,0.0,2105.0,112.0,grass
fire_00585,101.0,7913.0,16.0,16.0,0.0,2916.0,16.0,grass
fire_00586,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00587,102.0,7980.0,121.0,107.0,25.0,2960.0,102.0,grass
fire_00588,122.0,9337.0,219.0,212.0,0.0,2270.0,111.0,grass_shrub
fire_00589,121.0,9301.0,329.0,303.0,0.0,2270.0,122.0,grass_shrub
fire_00590,102.0,9301.0,334.0,304.0,0.0,2270.0,123.0,grass
fire_00591,91.0,7297.0,23.0,23.0,0.0,2903.0,23.0,nonburnable_or_other
fire_00592,141.0,7087.0,217.0,204.0,0.0,2087.0,111.0,shrub
fire_00593,103.0,7105.0,221.0,217.0,0.0,2105.0,114.0,grass
fire_00594,102.0,9301.0,333.0,303.0,0.0,2270.0,123.0,grass
fire_00595,93.0,7981.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00596,102.0,9301.0,340.0,304.0,0.0,2270.0,124.0,grass
fire_00597,93.0,7984.0,64.0,64.0,0.0,2964.0,64.0,nonburnable_or_other
fire_00598,145.0,7105.0,238.0,218.0,0.0,2105.0,115.0,shrub
fire_00599,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00600,91.0,7297.0,23.0,23.0,0.0,2903.0,23.0,nonburnable_or_other
fire_00601,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00602,93.0,7981.0,61.0,61.0,0.0,2961.0,61.0,nonburnable_or_other
fire_00603,102.0,9301.0,361.0,304.0,0.0,2270.0,126.0,grass
fire_00604,102.0,9301.0,346.0,304.0,0.0,2270.0,124.0,grass
fire_00605,145.0,7110.0,240.0,219.0,0.0,2110.0,114.0,shrub
fire_00606,102.0,9301.0,334.0,302.0,0.0,2270.0,123.0,grass
fire_00607,102.0,9301.0,344.0,304.0,0.0,2270.0,124.0,grass
fire_00608,145.0,7105.0,244.0,220.0,0.0,2105.0,114.0,shrub
fire_00609,102.0,7105.0,238.0,207.0,0.0,2105.0,113.0,grass
fire_00610,183.0,7911.0,14.0,14.0,45.0,2914.0,14.0,timber_litter
fire_00611,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00612,141.0,7110.0,217.0,212.0,0.0,2110.0,113.0,shrub
fire_00613,186.0,7008.0,138.0,112.0,35.0,2008.0,103.0,timber_litter
fire_00614,103.0,9301.0,333.0,303.0,0.0,2105.0,114.0,grass
fire_00615,144.0,7105.0,221.0,210.0,0.0,2105.0,112.0,shrub
fire_00616,144.0,7114.0,135.0,123.0,35.0,2114.0,103.0,shrub
fire_00617,144.0,7105.0,230.0,218.0,0.0,2105.0,113.0,shrub
fire_00618,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00619,142.0,7110.0,224.0,224.0,0.0,2110.0,114.0,shrub
fire_00620,145.0,7110.0,235.0,215.0,0.0,2110.0,113.0,shrub
fire_00621,102.0,7934.0,339.0,303.0,0.0,2911.0,123.0,grass
fire_00622,102.0,9301.0,348.0,304.0,0.0,2270.0,124.0,grass
fire_00623,102.0,7980.0,134.0,105.0,35.0,2960.0,103.0,grass
fire_00624,101.0,9301.0,336.0,303.0,0.0,2270.0,122.0,grass
fire_00625,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00626,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00627,102.0,9301.0,351.0,304.0,0.0,2270.0,125.0,grass
fire_00628,102.0,9301.0,340.0,304.0,0.0,2270.0,124.0,grass
fire_00629,102.0,9301.0,347.0,304.0,0.0,2270.0,124.0,grass
fire_00630,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00631,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00632,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00633,165.0,7114.0,145.0,126.0,45.0,2114.0,104.0,timber_understory
fire_00634,145.0,7110.0,231.0,212.0,0.0,2110.0,113.0,shrub
fire_00635,102.0,9301.0,346.0,304.0,0.0,2270.0,124.0,grass
fire_00636,102.0,7986.0,338.0,304.0,0.0,2966.0,123.0,grass
fire_00637,102.0,9336.0,226.0,203.0,0.0,2282.0,112.0,grass
fire_00638,98.0,7292.0,11.0,11.0,0.0,11.0,11.0,nonburnable_or_other
fire_00639,102.0,9301.0,347.0,304.0,0.0,2270.0,124.0,grass
fire_00640,165.0,7114.0,141.0,122.0,45.0,2114.0,104.0,timber_understory
fire_00641,101.0,9301.0,355.0,303.0,0.0,2270.0,126.0,grass
fire_00642,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00643,91.0,7296.0,22.0,22.0,0.0,2902.0,22.0,nonburnable_or_other
fire_00644,145.0,7105.0,252.0,221.0,0.0,2105.0,115.0,shrub
fire_00645,141.0,7079.0,220.0,203.0,0.0,2079.0,112.0,shrub
fire_00646,144.0,7105.0,236.0,224.0,0.0,2105.0,113.0,shrub
fire_00647,102.0,9301.0,332.0,304.0,0.0,2270.0,124.0,grass
fire_00648,145.0,7105.0,252.0,224.0,0.0,2105.0,115.0,shrub
fire_00649,102.0,9301.0,349.0,304.0,0.0,2270.0,124.0,grass
fire_00650,102.0,9301.0,343.0,304.0,0.0,2270.0,124.0,grass
fire_00651,102.0,9301.0,335.0,304.0,0.0,2270.0,123.0,grass
fire_00652,123.0,7113.0,133.0,109.0,35.0,2113.0,103.0,grass_shrub
fire_00653,122.0,9629.0,216.0,207.0,0.0,2152.0,111.0,grass_shrub
fire_00654,145.0,7105.0,249.0,218.0,0.0,2105.0,114.0,shrub
fire_00655,101.0,7913.0,16.0,16.0,0.0,2916.0,16.0,grass
fire_00656,102.0,9301.0,353.0,303.0,0.0,2270.0,125.0,grass
fire_00657,91.0,7299.0,25.0,25.0,0.0,2905.0,25.0,nonburnable_or_other
fire_00658,122.0,7092.0,222.0,218.0,0.0,2092.0,112.0,grass_shrub
fire_00659,102.0,9301.0,362.0,304.0,0.0,2270.0,126.0,grass
fire_00660,102.0,9301.0,340.0,303.0,0.0,2270.0,124.0,grass
fire_00661,99.0,7295.0,32.0,32.0,0.0,32.0,32.0,nonburnable_or_other
fire_00662,165.0,7030.0,151.0,129.0,55.0,2030.0,105.0,timber_understory
fire_00663,102.0,9301.0,342.0,304.0,0.0,2270.0,124.0,grass
