gridmet_id,Name,fire_start_date,year,month,Latitude,Longitude,AcresBurned,log_acres,nwcg_size_class,severity_tier,tmmx_F_7d_mean,tmmn_F_7d_mean,vpd_kPa_7d_mean,vs_m_s_7d_mean,rmin_pct_7d_mean,pr_mm_30d_sum,erc_7d_mean,bi_7d_mean,fm100_pct_7d_mean,fm1000_pct_30d_mean,elevation,slope_degrees,northness,eastness,usdm_raw,usdm_category,usdm_intensity,is_abnormally_dry_D0_plus,is_drought_D1_plus,is_severe_D2_plus,is_extreme_D3_plus,fbfm40_code,fbfm40_group,evt_code,evc_code,evh_code,canopy_cover,fvt_code,fvc_code,has_canopy_cover
fire_00010,Bryson Fire,2016-05-12,2016,5,35.8378273,-121.0381507,25.0,3.258096538021482,C,Small,75.83000000000004,47.08142857142868,1.1057142857142856,2.8571428571428577,32.214285714285715,0.9,44.85714285714285,31.0,12.357142857142858,14.246666666666668,309.84625,2.0,0.2756373558169991,0.9612616959383188,4,D4,4.0,1.0,1.0,1.0,1.0,144.0,shrub,7105.0,234.0,221.0,0.0,2105.0,113.0,0.0
fire_00011,Avocado Fire,2016-05-15,2016,5,36.78769,-119.38248,132.0,4.890349128221754,D,Medium,87.4785714285714,55.38714285714305,1.6857142857142855,1.6999999999999995,30.82857142857143,13.5,47.71428571428572,31.571428571428573,11.814285714285711,13.903333333333334,377.89685,13.0,-0.7547095802227721,-0.656059028990507,3,D3,3.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,334.0,302.0,0.0,2270.0,123.0,0.0
fire_00012,Athens Fire,2016-05-17,2016,5,38.8390117,-121.3090268,169.0,5.135798437050262,D,Medium,86.1928571428571,53.20142857142864,1.491428571428571,2.257142857142857,32.214285714285715,18.5,37.42857142857143,28.714285714285715,14.128571428571428,17.4,40.019466,0.0,0.7771459614569706,-0.6293203910498378,2,D2,2.0,1.0,1.0,1.0,0.0,91.0,nonburnable_or_other,7298.0,24.0,24.0,0.0,2904.0,24.0,0.0
fire_00013,Pala Fire,2016-05-31,2016,5,33.41639,-117.08829,70.0,4.262679877041316,C,Small,72.07571428571433,52.84142857142856,0.5871428571428571,3.2285714285714286,51.971428571428575,9.1,33.57142857142857,29.428571428571427,15.55714285714286,15.3,423.75464,15.0,-0.1564344650402308,0.9876883405951378,3,D3,3.0,1.0,1.0,1.0,1.0,145.0,shrub,7110.0,252.0,230.0,0.0,2110.0,115.0,0.0
fire_00014,Coal Fire,2016-06-20,2016,6,39.595,-121.6008,112.0,4.727387818712341,D,Medium,79.04428571428573,55.56714285714288,1.2871428571428571,3.1,38.15714285714285,8.3,56.0,38.85714285714285,9.885714285714286,11.296666666666669,133.95549,5.0,0.3583679495453004,-0.9335804264972016,1,D1,1.0,1.0,1.0,0.0,0.0,186.0,timber_litter,7960.0,143.0,120.0,45.0,2960.0,104.0,1.0
fire_00015,Frazier Fire,2016-06-27,2016,6,35.70821,-120.82266,86.0,4.465908118654584,C,Small,103.34428571428563,51.992857142857204,3.715714285714287,5.042857142857144,3.871428571428571,0.0,75.71428571428571,78.28571428571429,5.728571428571429,11.026666666666666,378.6205,4.0,0.2079116908177594,0.9781476007338056,3,D3,3.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,348.0,304.0,0.0,2270.0,124.0,0.0
fire_00016,Campo Fire,2016-06-27,2016,6,38.22017,-120.8678,33.0,3.5263605246161616,C,Small,96.78714285714274,56.21000000000008,2.682857142857143,2.4714285714285715,17.071428571428573,0.0,70.0,50.42857142857143,7.271428571428571,10.726666666666668,100.42059,3.0,0.2588190451025203,-0.9659258262890684,2,D2,2.0,1.0,1.0,1.0,0.0,91.0,nonburnable_or_other,7299.0,25.0,25.0,0.0,2905.0,25.0,0.0
fire_00017,Paskenta Fire,2016-06-21,2016,6,39.93965,-122.40142,43.0,3.784189633918261,C,Small,80.17571428571432,56.31285714285716,1.422857142857143,3.557142857142857,33.48571428571429,25.0,55.0,33.857142857142854,9.985714285714286,11.453333333333337,159.50978,1.0,0.9510565162951536,0.3090169943749474,1,D1,1.0,1.0,1.0,0.0,0.0,122.0,grass_shrub,7151.0,130.0,111.0,35.0,2151.0,103.0,1.0
fire_00018,Moore Fire,2016-06-21,2016,6,38.86804,-121.37704,88.0,4.48863636973214,C,Small,82.10428571428562,54.02428571428568,1.5214285714285716,2.314285714285714,30.37142857142857,0.0,56.71428571428572,37.285714285714285,9.928571428571429,11.823333333333334,29.226515,0.0,-0.5150380749100544,-0.8571673007021121,1,D1,1.0,1.0,1.0,0.0,0.0,122.0,grass_shrub,7662.0,352.0,303.0,0.0,2662.0,125.0,0.0
fire_00019,Aukum Fire,2016-06-03,2016,6,38.64107,-120.6955,25.0,3.258096538021482,C,Small,87.01571428571434,55.56714285714298,1.89,1.3571428571428572,25.8,27.8,47.57142857142857,29.142857142857142,9.842857142857143,15.206666666666663,638.44073,3.0,0.992546151641322,-0.1218693434051472,2,D2,2.0,1.0,1.0,1.0,0.0,91.0,nonburnable_or_other,7296.0,22.0,22.0,0.0,2902.0,22.0,0.0
fire_00020,Hidden Fire,2016-06-03,2016,6,36.80296,-121.40304,30.0,3.4339872044851463,C,Small,82.02714285714286,49.98714285714284,1.125714285714286,2.9142857142857146,34.957142857142856,2.8,36.42857142857143,30.0,14.742857142857144,16.713333333333335,155.3788,4.0,0.981627183447664,0.1908089953765448,3,D3,3.0,1.0,1.0,1.0,1.0,91.0,nonburnable_or_other,7299.0,25.0,25.0,0.0,2905.0,25.0,0.0
fire_00021,Clay Fire,2016-06-03,2016,6,38.3131,-121.06452,32.0,3.49650756146648,C,Small,92.93000000000004,58.01000000000008,2.1414285714285715,2.1,24.2,4.8,54.42857142857143,37.0,9.62857142857143,14.023333333333332,52.80946,1.0,-0.2923717047227371,-0.9563047559630352,2,D2,2.0,1.0,1.0,1.0,0.0,102.0,grass,7129.0,338.0,304.0,0.0,2129.0,123.0,0.0
fire_00022,Temecula Fire,2016-06-04,2016,6,33.476894,-117.140883,139.0,4.941642422609304,D,Medium,84.41857142857152,57.1357142857143,1.4628571428571429,2.7142857142857144,37.885714285714286,9.3,40.85714285714285,31.857142857142858,13.885714285714284,14.583333333333334,308.45648,3.0,0.2756373558169991,0.9612616959383188,3,D3,3.0,1.0,1.0,1.0,1.0,121.0,grass_shrub,7914.0,17.0,17.0,0.0,2917.0,17.0,0.0
fire_00023,Coleman Fire,2016-06-04,2016,6,36.01542,-121.25029,2520.0,7.83241092718792,F,Large,96.24714285714282,49.62714285714286,2.75,2.457142857142857,12.2,3.5,57.42857142857143,42.57142857142857,9.085714285714284,13.603333333333332,326.19083,2.0,-0.544639035015027,-0.8386705679454242,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,338.0,304.0,0.0,2270.0,123.0,0.0
fire_00024,Keswick Fire,2016-06-11,2016,6,40.61388,-122.46777,24.0,3.218875824868201,C,Small,93.2642857142858,66.93285714285712,2.481428571428572,2.7857142857142856,29.12857142857143,17.6,63.85714285714285,47.285714285714285,7.042857142857143,13.066666666666668,260.34518,5.0,-0.2079116908177593,0.9781476007338056,0,D0,0.0,1.0,0.0,0.0,0.0,103.0,grass,7105.0,235.0,216.0,0.0,2105.0,115.0,0.0
fire_00025,Camanche Fire,2016-06-17,2016,6,38.26874,-120.90265,210.0,5.351858133476067,D,Medium,82.77285714285713,52.04428571428574,1.557142857142857,2.8285714285714287,27.3,0.4,60.42857142857143,45.0,8.985714285714286,12.060000000000002,128.0517,6.0,0.882947592858927,0.4694715627858908,2,D2,2.0,1.0,1.0,1.0,0.0,102.0,grass,9301.0,356.0,304.0,0.0,2270.0,125.0,0.0
fire_00026,Border Fire,2016-06-19,2016,6,32.60729,-116.63028,7609.0,8.937218450855731,G,Extreme,82.18142857142868,48.624285714285676,1.4271428571428568,3.5285714285714285,28.7,0.8,41.57142857142857,36.71428571428572,13.94285714285714,15.43,696.2889,6.0,-0.9335804264972016,-0.3583679495453004,3,D3,3.0,1.0,1.0,1.0,1.0,145.0,shrub,7110.0,230.0,213.0,0.0,2110.0,113.0,0.0
fire_00027,Arroyo Fire,2016-06-18,2016,6,36.2833,-121.3306,70.0,4.262679877041316,C,Small,76.01000000000008,48.624285714285676,1.2,3.457142857142857,25.885714285714283,0.9,61.142857142857146,50.57142857142857,8.9,12.45,370.3399,22.0,-0.6427876096865394,0.766044443118978,4,D4,4.0,1.0,1.0,1.0,1.0,99.0,nonburnable_or_other,9062.0,31.0,31.0,0.0,31.0,31.0,0.0
fire_00028,Hoag Fire,2016-06-11,2016,6,39.7947,-121.857,80.0,4.394449154672439,C,Small,91.56714285714288,64.38714285714283,2.0557142857142856,3.0285714285714285,33.34285714285714,4.0,58.42857142857143,45.0,8.971428571428572,13.22,67.45242,1.0,-0.8090169943749475,-0.587785252292473,1,D1,1.0,1.0,1.0,0.0,0.0,121.0,grass_shrub,9301.0,327.0,303.0,0.0,2270.0,122.0,0.0
fire_00029,Cotton Fire,2016-06-11,2016,6,35.77135,-120.251,61.0,4.127134385045092,C,Small,95.52714285714286,57.3928571428572,2.5628571428571427,2.685714285714286,16.62857142857143,0.4,67.85714285714286,50.85714285714285,6.942857142857143,11.95,443.1575,3.0,-0.156434465040231,-0.9876883405951375,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,339.0,304.0,0.0,2270.0,123.0,0.0
fire_00030,Old Fire,2016-06-12,2016,6,36.49914,-121.04993,83.0,4.430816798843313,C,Small,89.33000000000004,48.57285714285714,2.0285714285714285,3.6571428571428575,17.74285714285714,0.0,59.285714285714285,51.142857142857146,8.728571428571428,13.496666666666668,590.5037,11.0,0.4694715627858908,0.8829475928589269,4,D4,4.0,1.0,1.0,1.0,1.0,145.0,shrub,7105.0,245.0,220.0,0.0,2105.0,114.0,0.0
fire_00031,Pony Fire,2016-06-07,2016,6,41.623,-123.557,2860.0,7.95892649305011,F,Large,87.35000000000011,62.61285714285716,1.94,2.585714285714286,30.1,15.2,54.57142857142857,39.85714285714285,7.642857142857143,15.23,1384.344,27.0,-0.1218693434051473,0.992546151641322,-1,,0.0,0.0,0.0,0.0,0.0,165.0,timber_understory,7028.0,142.0,115.0,45.0,2028.0,104.0,1.0
fire_00032,Sherpa Fire,2016-06-15,2016,6,34.776,-119.643,7474.0,8.919319398258887,G,Extreme,79.84142857142857,51.787142857143046,1.812857142857143,3.0285714285714285,15.642857142857142,0.0,86.42857142857143,65.71428571428571,5.6571428571428575,7.400000000000001,1588.4285,3.0,0.7193398003386512,0.6946583704589973,4,D4,4.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,7014.0,138.0,117.0,35.0,2014.0,103.0,1.0
fire_00033,Creek Fire,2016-06-26,2016,6,38.69971,-122.15457,277.0,5.627621113690637,D,Medium,94.91000000000008,58.13857142857148,2.605714285714286,2.7857142857142856,17.45714285714286,0.0,68.0,51.71428571428572,7.899999999999999,11.023333333333332,240.65424,6.0,0.9998476951563912,-0.0174524064372835,1,D1,1.0,1.0,1.0,0.0,0.0,121.0,grass_shrub,7114.0,127.0,109.0,35.0,2114.0,103.0,1.0
fire_00034,70 Fire,2016-06-21,2016,6,39.43351,-121.6051,49.0,3.912023005428146,C,Small,81.46142857142863,54.92428571428578,1.407142857142857,2.5,34.01428571428571,5.0,57.142857142857146,36.42857142857143,9.885714285714286,11.136666666666663,38.244946,1.0,-0.156434465040231,-0.9876883405951375,1,D1,1.0,1.0,1.0,0.0,0.0,186.0,timber_litter,7980.0,144.0,112.0,45.0,2960.0,104.0,1.0
fire_00035,Erskine Fire,2016-06-23,2016,6,35.6115,-118.45628,48019.0,10.779372869775244,G,Extreme,92.1071428571428,60.17000000000006,2.564285714285714,4.642857142857143,14.814285714285717,1.2,74.85714285714286,71.57142857142857,6.971428571428572,9.783333333333337,918.49225,21.0,-1.8369701987210287e-16,-1.0,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,7105.0,221.0,213.0,0.0,2097.0,111.0,0.0
fire_00036,Lowe Fire,2016-06-23,2016,6,36.1934,-120.9293,52.0,3.970291913552122,C,Small,94.44714285714302,53.58714285714304,2.731428571428571,3.085714285714286,12.92857142857143,0.0,67.42857142857143,54.57142857142857,8.257142857142856,11.273333333333335,378.0759,2.0,0.2923717047227367,-0.9563047559630354,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,332.0,304.0,0.0,2270.0,123.0,0.0
fire_00037,Dinosaur Fire,2016-06-25,2016,6,37.07147,-121.20155,1246.0,7.1284959456800365,F,Large,92.77571428571432,58.8071428571429,2.5700000000000003,3.6428571428571423,17.6,0.0,65.71428571428571,56.71428571428572,8.22857142857143,11.376666666666669,335.10065,9.0,-0.0523359562429438,0.9986295347545738,3,D3,3.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,349.0,303.0,0.0,2270.0,124.0,0.0
fire_00038,Laguna Fire,2016-06-26,2016,6,33.57872,-117.77395,47.0,3.871201010907891,C,Small,88.27571428571432,63.23000000000004,1.7800000000000005,2.814285714285714,34.8,0.5,46.57142857142857,36.42857142857143,11.44285714285714,14.24,229.39378,3.0,-0.9135454576426008,0.4067366430758004,4,D4,4.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,7092.0,246.0,225.0,0.0,2092.0,114.0,0.0
fire_00039,Grant Fire,2016-06-25,2016,6,37.74369,-121.58677,211.0,5.356586274672012,D,Medium,90.4357142857143,57.21285714285716,2.16,3.3857142857142857,22.02857142857143,0.0,60.85714285714285,50.71428571428572,8.942857142857141,11.906666666666668,106.472404,1.0,0.4226182617406994,0.90630778703665,3,D3,3.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,9829.0,348.0,303.0,0.0,2280.0,124.0,0.0
fire_00040,Marina Fire,2016-06-25,2016,6,37.97,-119.14,650.0,6.478509642208569,E,Medium,80.35571428571426,48.418571428571525,1.8257142857142856,5.428571428571429,16.285714285714285,47.8,63.71428571428572,65.57142857142857,6.957142857142857,12.169999999999998,2324.2112,37.0,0.2249510543438649,0.9743700647852352,3,D3,3.0,1.0,1.0,1.0,1.0,142.0,shrub,7062.0,128.0,103.0,0.0,2062.0,102.0,0.0
fire_00041,Reservoir Fire,2016-06-26,2016,6,39.12366,-122.50373,215.0,5.375278407684165,D,Medium,89.71571428571434,59.167142857142984,2.261428571428572,3.242857142857143,18.714285714285715,4.5,62.85714285714285,51.285714285714285,8.614285714285716,11.616666666666664,919.4099,7.0,0.0174524064372831,-0.9998476951563912,1,D1,1.0,1.0,1.0,0.0,0.0,145.0,shrub,7105.0,250.0,220.0,0.0,2105.0,115.0,0.0
fire_00042,Trailhead Fire,2016-06-28,2016,6,38.96741,-120.9375,5645.0,8.638702608813434,G,Extreme,93.18714285714273,62.304285714285825,2.565714285714286,2.442857142857143,20.428571428571427,0.0,70.0,49.71428571428572,6.842857142857143,11.053333333333333,381.61212,16.0,-0.9743700647852352,0.2249510543438652,1,D1,1.0,1.0,1.0,0.0,0.0,145.0,shrub,7105.0,252.0,219.0,0.0,2105.0,115.0,0.0
fire_00043,Rancho Fire,2016-06-28,2016,6,38.385,-121.003611,372.0,5.921578419643816,E,Medium,97.22428571428578,60.42714285714296,2.857142857142857,2.657142857142857,17.071428571428573,0.0,69.57142857142857,47.71428571428572,6.985714285714287,10.430000000000003,100.08262,2.0,0.9659258262890684,0.2588190451025207,2,D2,2.0,1.0,1.0,1.0,0.0,186.0,timber_litter,7129.0,346.0,303.0,45.0,2264.0,104.0,1.0
fire_00044,Big Fire,2016-07-11,2016,7,36.92244,-119.39619,188.0,5.241747015059643,D,Medium,91.28428571428586,62.09857142857146,2.177142857142857,3.528571428571429,26.12857142857143,2.0,74.85714285714286,60.57142857142857,7.457142857142856,9.083333333333334,546.24445,6.0,0.754709580222772,0.6560590289905073,3,D3,3.0,1.0,1.0,1.0,1.0,144.0,shrub,7114.0,139.0,123.0,35.0,2114.0,103.0,1.0
fire_00045,Sage Fire,2016-07-09,2016,7,34.36763,-118.57245,1100.0,7.00397413672268,F,Large,84.9071428571429,56.93000000000004,1.6142857142857143,2.9142857142857146,25.6,0.0,64.57142857142857,49.42857142857143,9.185714285714283,10.973333333333333,453.81302,5.0,0.1736481776669304,0.984807753012208,4,D4,4.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,7110.0,242.0,220.0,45.0,2118.0,103.0,1.0
fire_00046,Fiddler Fire,2016-07-08,2016,7,40.36873,-122.72913,303.0,5.717027701406222,E,Medium,94.70428571428582,62.97285714285704,2.391428571428572,1.9428571428571424,25.071428571428573,14.7,72.71428571428571,47.142857142857146,7.057142857142857,9.67,340.84802,3.0,-0.984807753012208,-0.1736481776669304,0,D0,0.0,1.0,0.0,0.0,0.0,102.0,grass,9301.0,335.0,304.0,0.0,2270.0,123.0,0.0
fire_00047,Colyear Fire,2016-06-30,2016,6,40.0353,-122.56939,464.0,6.142037405587356,E,Medium,100.13000000000004,69.24714285714302,3.232857142857142,2.942857142857143,17.15714285714286,22.5,72.14285714285714,55.85714285714285,6.4,10.166666666666666,341.2723,5.0,-0.6156614753256583,0.788010753606722,1,D1,1.0,1.0,1.0,0.0,0.0,144.0,shrub,9337.0,221.0,217.0,0.0,2105.0,113.0,0.0
fire_00048,Deer Fire,2016-07-01,2016,7,35.20993,-118.72272,1785.0,7.487733761436444,F,Large,101.1071428571429,68.37285714285714,3.741428571428572,4.1,10.014285714285714,0.0,89.28571428571429,79.0,4.5285714285714285,7.583333333333333,372.40585,16.0,0.838670567945424,-0.544639035015027,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,339.0,304.0,0.0,2270.0,123.0,0.0
fire_00049,Pine Fire,2016-06-30,2016,6,34.701,-119.144,2304.0,7.742835955430749,F,Large,89.61285714285717,57.44428571428574,2.7485714285714287,3.4714285714285715,6.442857142857144,0.0,92.0,76.14285714285714,3.828571428571428,8.073333333333334,1912.3102,3.0,0.9781476007338056,-0.2079116908177598,4,D4,4.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,7110.0,222.0,208.0,0.0,2110.0,112.0,0.0
fire_00050,Flores Fire,2016-07-01,2016,7,40.07846,-122.2071,88.0,4.48863636973214,C,Small,103.21571428571434,67.0357142857144,3.3428571428571425,3.8857142857142857,17.25714285714286,31.1,71.28571428571429,63.0,6.571428571428571,10.413333333333334,84.84517,0.0,-0.1045284632676535,0.9945218953682732,1,D1,1.0,1.0,1.0,0.0,0.0,102.0,grass,7980.0,134.0,109.0,35.0,2960.0,103.0,1.0
fire_00051,Curry Fire,2016-07-01,2016,7,36.0749,-120.452041,2944.0,7.987864096085687,F,Large,100.15571428571425,62.7928571428572,3.4199999999999995,2.9857142857142853,9.642857142857142,0.0,82.71428571428571,64.57142857142857,5.142857142857143,9.08,592.22205,9.0,-0.6819983600624986,-0.7313537016191705,4,D4,4.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,7105.0,221.0,220.0,15.0,2114.0,103.0,1.0
fire_00052,Lone Pine Fire,2016-07-01,2016,7,36.58972,-118.15589,30.0,3.4339872044851463,C,Small,95.5785714285714,69.65857142857143,3.4057142857142857,2.0142857142857142,9.757142857142856,4.6,99.71428571428572,65.28571428571429,3.257142857142857,5.599999999999999,1601.6255,7.0,0.2588190451025207,0.9659258262890684,4,D4,4.0,1.0,1.0,1.0,1.0,102.0,grass,7082.0,218.0,202.0,0.0,2082.0,111.0,0.0
fire_00053,Appaloosa Fire,2016-07-02,2016,7,38.02845,-120.61153,310.0,5.739792912179234,E,Medium,99.5642857142857,65.05571428571426,3.005714285714286,2.9142857142857146,17.185714285714287,0.0,69.14285714285714,53.142857142857146,6.828571428571429,11.633333333333336,523.12036,9.0,-0.0523359562429443,-0.9986295347545738,3,D3,3.0,1.0,1.0,1.0,1.0,102.0,grass,9301.0,346.0,303.0,0.0,2270.0,124.0,0.0
fire_00054,Scott Fire,2016-07-10,2016,7,38.517772,-121.103642,87.0,4.477336814478207,C,Small,88.32714285714286,57.95857142857144,1.8057142857142856,3.685714285714286,28.0,0.0,66.0,51.85714285714285,9.271428571428572,9.51,62.735558,1.0,0.7547095802227719,-0.6560590289905074,2,D2,2.0,1.0,1.0,1.0,0.0,102.0,grass,9301.0,344.0,304.0,0.0,2270.0,124.0,0.0
fire_00055,Frame Fire,2016-07-04,2016,7,36.14161,-120.62048,145.0,4.983606621708336,D,Medium,98.58714285714305,58.65285714285718,3.0428571428571423,3.057142857142857,11.528571428571428,0.0,78.85714285714286,62.142857142857146,5.6571428571428575,10.066666666666668,616.02106,5.0,-0.0348994967025009,0.9993908270190958,4,D4,4.0,1.0,1.0,1.0,1.0,144.0,shrub,7114.0,138.0,123.0,35.0,2114.0,103.0,1.0
fire_00056,Broken Fire,2016-07-04,2016,7,37.25601,-119.65776,103.0,4.6443908991413725,D,Medium,96.76142857142862,69.14428571428574,2.892857142857143,1.7571428571428571,20.51428571428572,5.3,70.71428571428571,45.285714285714285,6.342857142857143,11.21,977.79193,3.0,-0.6018150231520483,-0.7986355100472928,3,D3,3.0,1.0,1.0,1.0,1.0,165.0,timber_understory,7114.0,140.0,118.0,45.0,2114.0,104.0,1.0
fire_00057,Kuehner Fire,2016-07-01,2016,7,34.27619,-118.63264,45.0,3.828641396489095,C,Small,95.37285714285704,64.0785714285714,2.494285714285714,2.528571428571429,18.65714285714285,0.0,62.142857142857146,45.71428571428572,8.385714285714286,12.406666666666668,609.9275,10.0,-0.9455185755993168,0.3255681544571566,4,D4,4.0,1.0,1.0,1.0,1.0,145.0,shrub,7110.0,234.0,215.0,0.0,2110.0,113.0,0.0
fire_00058,Shelter Fire,2016-07-11,2016,7,33.11645,-116.58542,15.0,2.772588722239781,C,Small,82.00142857142865,59.7071428571429,1.8942857142857144,3.257142857142857,18.21428571428571,0.0,78.57142857142857,62.142857142857146,6.257142857142858,9.343333333333334,1563.0847,1.0,0.2249510543438649,-0.9743700647852352,3,D3,3.0,1.0,1.0,1.0,1.0,145.0,shrub,7110.0,250.0,220.0,0.0,2110.0,115.0,0.0
fire_00059,Pacheco Fire,2016-07-12,2016,7,38.08056,-120.81394,341.0,5.834810737062605,E,Medium,87.27285714285713,54.92428571428578,1.7028571428571428,2.242857142857143,26.74285714285714,0.0,60.71428571428572,40.85714285714285,10.442857142857145,10.72,301.04004,6.0,0.4226182617406996,-0.9063077870366498,3,D3,3.0,1.0,1.0,1.0,1.0,122.0,grass_shrub,9301.0,339.0,303.0,35.0,2114.0,103.0,1.0
