pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.7,300.5,33.9,86.5,2.9,333.1,35.0,45.0,12.4,13.7,1.19,5.8
18.9,280.6,284.4,93.4,100.0,4.8,179.3,0.0,17.0,18.6,15.3,0.0,1.5
0.3,280.8,292.0,51.2,92.6,1.4,327.5,21.0,30.0,17.7,15.4,0.49,4.2
0.0,284.1,301.3,25.8,67.5,4.8,350.5,40.0,39.0,14.7,15.2,1.53,7.2
0.0,288.6,304.4,22.8,53.0,4.3,352.5,41.0,43.0,12.3,14.9,2.05,7.9
0.0,288.2,304.5,21.3,51.1,2.8,352.8,36.0,47.0,10.5,14.5,2.11,7.1
0.0,280.7,299.2,27.1,79.2,4.7,349.9,45.0,47.0,10.3,14.3,1.25,6.5
0.0,280.1,290.3,44.5,75.2,3.3,350.0,36.0,44.0,10.8,14.3,0.6,4.6
0.0,280.8,299.5,22.6,66.7,2.6,353.8,37.0,50.0,9.8,13.6,1.42,6.0
0.0,291.2,305.7,16.9,35.2,3.5,347.3,46.0,55.0,8.3,13.1,2.58,8.0
0.0,287.9,305.8,19.7,52.3,2.7,343.6,42.0,56.0,7.7,12.9,2.26,7.2
0.0,285.7,302.6,21.6,54.6,2.7,352.8,42.0,56.0,7.5,12.7,1.83,6.7
0.0,284.8,300.1,21.4,49.1,1.9,349.5,38.0,58.0,7.2,12.5,1.65,5.9
0.0,285.1,300.2,24.7,55.7,2.6,343.5,42.0,58.0,7.2,12.2,1.56,6.2
0.0,284.7,299.4,31.2,68.8,2.7,351.6,42.0,57.0,7.8,12.0,1.29,6.0
0.0,284.7,300.9,22.9,55.9,2.2,338.5,41.0,60.0,7.6,11.5,1.64,6.0
0.0,277.9,289.9,46.0,88.7,3.9,318.4,45.0,52.0,9.4,11.6,0.5,4.1
0.0,279.2,296.1,22.3,59.3,3.2,356.3,47.0,59.0,8.7,11.5,1.21,5.9
0.0,284.2,302.3,21.7,60.0,4.0,353.4,53.0,60.0,8.2,11.4,1.74,7.3
0.0,290.3,306.6,17.2,40.4,4.0,354.1,57.0,64.0,7.3,11.1,2.59,8.5
0.0,289.6,305.9,17.6,41.7,3.9,357.1,57.0,65.0,6.7,10.9,2.46,8.3
0.0,288.2,304.1,22.4,52.1,3.3,355.3,52.0,65.0,6.7,10.6,2.03,7.4
0.0,286.7,301.8,22.2,49.7,2.6,356.6,48.0,67.0,6.7,10.3,1.81,6.7
15.0,281.7,300.0,21.1,60.4,2.7,364.3,50.0,67.0,6.9,10.0,1.53,6.4
0.0,281.5,294.2,40.4,79.8,1.6,320.6,37.0,60.0,8.2,10.1,0.77,4.6
0.0,283.4,300.0,31.0,78.1,1.7,351.7,39.0,62.0,8.8,10.2,1.26,5.6
0.0,289.1,303.4,25.7,53.7,1.5,339.1,39.0,64.0,8.2,10.1,1.89,6.0
0.0,288.2,303.5,25.8,57.8,3.0,334.2,50.0,65.0,7.9,10.0,1.85,6.8
0.0,288.0,305.0,20.3,50.8,2.2,358.9,47.0,68.0,7.4,9.8,2.17,6.9
0.0,290.1,307.0,15.0,36.7,3.9,353.0,63.0,72.0,6.6,9.5,2.72,8.6
