pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.2,297.8,37.6,100.0,3.7,263.6,24.0,23.0,16.4,21.0,1.0,4.2
0.0,282.8,298.3,32.8,94.9,3.3,267.9,24.0,25.0,15.9,20.7,0.99,4.5
0.0,282.6,298.2,36.4,100.0,2.9,271.0,22.0,25.0,16.2,20.2,1.33,4.2
0.3,279.9,290.7,39.4,87.8,6.1,230.5,32.0,25.0,15.4,19.9,0.73,3.8
0.0,278.1,293.2,30.4,84.2,3.0,279.4,25.0,28.0,14.4,19.7,0.77,3.9
0.0,278.6,295.5,28.0,89.8,2.7,277.5,24.0,29.0,14.0,19.5,0.81,4.2
0.0,280.9,298.6,29.2,96.9,2.8,279.9,24.0,29.0,14.4,19.4,1.04,4.4
0.0,281.5,299.1,31.4,100.0,1.9,288.9,21.0,29.0,14.9,19.1,0.94,4.2
0.0,282.7,301.6,31.5,100.0,1.4,289.6,20.0,29.0,15.3,18.9,1.24,4.2
0.3,283.9,301.4,31.4,100.0,2.4,289.4,24.0,30.0,15.5,18.5,1.29,4.7
0.0,283.2,301.3,31.5,100.0,3.8,298.5,29.0,30.0,15.6,18.4,1.31,5.3
0.0,284.4,302.0,28.2,91.9,3.1,301.5,27.0,31.0,14.9,18.3,1.33,5.4
0.0,283.7,305.2,25.2,99.1,2.1,301.3,24.0,31.0,14.9,18.2,1.67,5.3
0.0,287.2,302.3,32.5,87.6,4.1,269.1,30.0,31.0,14.2,18.1,1.38,5.5
18.4,287.5,298.4,44.9,90.5,2.3,244.0,0.0,16.0,17.5,18.9,0.91,4.0
19.1,287.3,292.7,67.6,94.8,2.6,125.9,0.0,11.0,20.4,20.0,0.51,2.2
0.8,285.9,292.1,66.3,97.4,2.3,89.9,17.0,18.0,19.7,19.9,0.49,1.8
0.0,285.2,296.7,45.7,97.4,1.4,233.6,17.0,22.0,18.6,19.8,0.82,3.4
0.0,283.9,296.5,46.0,100.0,2.9,293.7,21.0,23.0,18.1,19.9,1.01,4.1
0.0,283.5,297.3,33.9,90.5,4.1,302.0,26.0,24.0,16.8,19.9,1.21,5.0
0.0,283.5,294.8,33.5,77.1,4.5,284.6,28.0,26.0,15.0,19.7,1.0,4.8
0.0,283.0,297.7,27.6,81.2,5.7,320.8,36.0,31.0,13.7,19.0,1.17,6.0
0.0,282.5,300.9,24.2,83.5,2.1,322.6,25.0,34.0,12.8,18.3,1.29,5.2
0.0,283.6,304.7,22.2,89.0,2.0,319.5,25.0,35.0,12.5,17.9,1.78,5.6
0.0,286.2,306.3,20.0,78.4,1.6,320.4,25.0,37.0,11.5,17.5,2.23,5.6
0.0,285.9,305.4,18.7,74.3,2.2,294.2,28.0,39.0,10.6,17.2,2.27,5.8
0.0,284.5,304.2,16.9,68.8,2.4,313.3,30.0,41.0,9.8,16.9,1.76,5.9
0.0,286.3,301.9,28.3,81.1,3.6,302.9,34.0,39.0,10.0,16.7,1.59,5.8
1.3,283.0,294.9,44.2,93.9,5.1,227.2,0.0,24.0,12.9,16.8,0.93,4.0
0.0,282.5,297.3,30.6,85.5,3.6,320.1,33.0,38.0,12.5,16.4,1.01,5.2
