pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,291.4,307.8,10.7,42.0,3.0,313.7,68.0,89.0,4.8,6.4,3.0,7.5
0.0,292.2,308.1,12.9,45.8,2.8,311.4,65.0,88.0,5.0,6.4,2.97,7.3
0.0,292.1,309.3,8.8,38.8,2.9,310.0,68.0,90.0,4.8,6.3,3.33,7.6
0.0,293.3,309.2,10.3,39.7,3.0,261.5,68.0,90.0,4.8,6.3,3.31,7.3
0.0,291.9,305.6,18.2,51.8,3.6,290.7,70.0,86.0,5.3,6.2,2.46,7.3
0.0,289.7,305.7,12.7,46.3,3.7,311.9,74.0,88.0,5.4,6.2,2.58,7.7
0.0,287.6,303.3,11.4,43.1,3.9,319.4,76.0,89.0,5.3,6.1,2.31,7.5
0.0,286.8,301.7,16.6,53.1,4.3,313.4,77.0,87.0,5.7,6.1,1.94,7.2
0.0,286.9,302.4,15.2,51.5,3.3,319.4,68.0,87.0,5.8,6.1,2.05,6.8
0.0,287.9,305.1,11.7,47.1,2.5,314.5,63.0,88.0,5.7,6.1,2.47,6.6
0.0,290.4,307.4,9.0,39.3,2.2,312.6,61.0,90.0,5.4,6.1,2.99,6.6
0.0,291.0,308.7,7.7,37.3,2.6,311.9,67.0,91.0,5.0,6.0,3.24,7.2
0.0,291.5,309.7,5.9,33.4,3.6,315.1,79.0,93.0,4.6,5.9,3.51,8.4
0.0,289.1,306.2,9.0,39.7,4.7,312.1,87.0,93.0,4.6,5.8,2.78,8.6
0.0,288.8,303.9,7.8,33.6,4.3,314.2,85.0,94.0,4.4,5.7,2.58,8.0
0.0,287.4,303.6,13.0,48.0,3.5,299.0,74.0,91.0,4.9,5.7,2.26,7.0
0.0,288.3,304.4,13.5,48.6,3.3,305.4,71.0,91.0,5.2,5.7,2.35,7.0
0.0,289.1,306.2,10.0,42.4,4.0,304.3,80.0,92.0,5.1,5.7,2.73,7.9
0.0,290.5,308.9,3.9,28.7,3.4,311.9,79.0,95.0,4.5,5.6,3.45,8.0
0.0,289.6,305.6,14.8,51.2,4.7,298.0,85.0,91.0,5.1,5.6,2.47,8.0
0.0,289.5,303.9,14.1,45.6,2.6,302.0,65.0,91.0,5.3,5.6,2.35,6.3
0.0,289.8,306.4,18.4,61.2,2.7,293.6,63.0,89.0,5.8,5.7,2.37,6.4
0.0,292.1,307.8,19.4,60.0,2.7,286.7,62.0,87.0,6.3,5.7,2.58,6.6
0.0,293.5,308.0,20.1,57.5,2.5,283.1,60.0,86.0,6.5,5.8,2.66,6.4
0.0,292.1,308.2,21.7,66.6,2.8,283.7,61.0,85.0,6.9,5.9,2.49,6.6
0.0,291.6,305.5,25.6,67.5,3.5,284.1,65.0,82.0,7.4,6.0,2.08,6.6
0.0,291.3,305.8,27.6,74.0,2.8,284.3,58.0,80.0,8.0,6.2,1.98,6.1
0.0,291.6,307.6,17.2,56.0,4.8,286.5,78.0,83.0,7.6,6.2,2.65,8.1
0.0,291.4,307.1,10.6,40.5,3.5,292.3,72.0,87.0,6.7,6.2,2.93,7.4
0.0,293.8,308.2,13.0,42.3,2.8,263.4,64.0,87.0,6.2,6.1,3.09,6.6
