pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,272.8,289.7,32.5,98.1,4.6,312.6,36.0,33.0,14.6,17.5,0.61,4.0
0.0,274.4,296.1,24.7,100.0,2.6,299.8,29.0,34.0,14.8,17.3,1.0,4.5
0.0,277.2,296.6,22.6,79.6,2.6,319.4,30.0,36.0,13.4,17.1,1.15,4.9
0.0,278.1,295.0,21.5,64.9,2.9,320.9,33.0,39.0,11.8,16.7,1.14,5.0
0.0,278.1,297.8,15.1,56.9,4.9,310.8,46.0,43.0,10.2,16.3,1.46,6.5
0.0,280.6,300.4,13.4,50.8,4.5,316.5,46.0,46.0,9.0,15.9,1.77,7.0
0.0,281.1,303.1,15.3,64.3,2.9,321.1,38.0,48.0,8.5,15.4,1.92,6.3
0.0,280.7,303.7,17.4,75.9,2.8,316.7,38.0,49.0,8.5,14.9,1.87,6.2
5.0,278.1,289.8,39.4,81.1,4.3,223.0,0.0,30.0,11.4,15.2,0.62,3.6
7.6,278.1,285.2,50.0,75.2,3.3,141.8,0.0,24.0,14.5,16.1,0.43,2.4
1.8,277.9,287.0,44.4,76.8,3.6,172.8,0.0,24.0,14.4,16.2,0.51,2.9
0.0,274.9,288.4,38.8,91.4,3.3,209.7,31.0,34.0,14.2,16.2,0.53,3.1
0.0,273.4,290.2,30.5,85.3,3.3,298.6,33.0,37.0,13.7,16.2,0.68,4.0
0.0,275.7,296.4,20.3,72.7,2.9,343.8,34.0,41.0,12.2,15.9,1.18,5.4
0.0,279.6,300.4,19.5,68.0,2.7,337.6,35.0,44.0,10.8,15.6,1.54,5.9
0.0,282.7,300.4,23.0,63.7,2.7,303.0,35.0,45.0,10.0,15.0,1.54,5.6
0.0,284.4,298.8,26.1,57.7,3.1,273.7,38.0,47.0,9.3,14.5,1.43,5.4
0.0,281.7,298.8,31.2,83.1,3.2,331.7,38.0,47.0,9.8,14.3,1.15,5.6
0.0,280.7,301.3,25.2,84.7,2.4,340.8,34.0,47.0,10.2,14.2,1.43,5.8
0.7,283.4,300.5,28.0,73.8,3.4,307.8,0.0,34.0,10.5,14.2,1.4,5.9
0.0,280.7,297.1,31.5,80.9,3.3,294.7,38.0,46.0,10.5,14.0,1.05,5.1
0.0,279.4,292.9,32.3,69.3,3.6,314.0,39.0,47.0,10.3,13.9,0.87,4.8
0.0,277.3,291.3,31.2,70.3,4.7,328.4,46.0,49.0,9.9,13.5,0.79,4.9
0.0,277.6,297.7,25.5,85.5,3.8,315.7,42.0,49.0,10.4,13.3,1.15,5.6
0.0,280.8,301.0,22.7,74.7,3.0,353.3,40.0,51.0,10.0,13.1,1.51,6.3
0.0,283.1,302.4,23.1,70.5,2.1,352.8,35.0,52.0,9.6,12.9,1.66,6.1
11.7,282.6,300.2,28.8,79.0,3.3,313.1,0.0,31.0,13.4,14.1,1.32,5.8
8.7,284.7,293.3,46.6,70.5,3.7,270.7,0.0,25.0,15.8,15.1,0.76,4.5
0.0,281.0,298.4,31.0,84.6,2.6,253.8,30.0,38.0,14.2,15.1,1.12,4.7
0.0,280.3,297.9,29.1,81.2,2.9,360.5,34.0,42.0,13.0,14.9,1.13,5.7
