pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.9,301.4,33.5,92.8,2.7,346.8,33.0,42.0,13.0,14.3,1.27,5.9
0.0,280.2,294.8,37.5,94.5,6.6,221.7,48.0,40.0,13.7,14.2,0.8,4.6
0.0,278.4,295.5,28.4,87.0,4.8,360.8,44.0,44.0,13.1,14.1,0.99,5.8
0.0,278.5,296.0,28.1,88.1,3.0,343.4,36.0,44.0,12.7,14.0,1.02,5.2
0.0,281.0,294.3,34.9,81.6,3.3,298.6,36.0,43.0,12.3,13.9,0.88,4.7
0.0,281.7,296.3,32.1,81.5,2.9,258.6,35.0,44.0,11.9,13.9,1.03,4.6
0.0,282.1,297.5,31.0,82.8,5.4,356.5,48.0,46.0,11.8,13.8,1.11,6.3
0.0,281.6,301.1,21.7,77.5,2.9,363.1,39.0,49.0,11.0,13.5,1.55,6.4
0.0,284.5,305.1,15.4,60.7,1.7,362.6,35.0,53.0,9.6,13.1,2.21,6.4
0.0,286.5,307.9,15.4,62.4,2.0,359.5,38.0,56.0,8.6,12.8,2.57,7.0
0.0,287.9,309.5,15.1,61.3,1.7,360.7,38.0,58.0,7.8,12.5,2.82,6.9
0.0,288.5,311.1,14.7,63.2,1.8,362.1,40.0,60.0,7.3,12.2,3.06,7.3
0.0,289.6,311.7,16.2,65.7,1.9,359.4,41.0,61.0,7.0,11.9,3.1,7.4
0.0,286.1,306.6,22.2,80.5,1.7,342.3,38.0,59.0,8.0,11.8,2.09,6.2
0.0,284.6,300.6,28.9,79.3,2.1,364.8,39.0,57.0,8.9,11.7,1.39,6.0
0.0,283.5,298.9,36.9,95.6,1.9,360.5,35.0,53.0,10.8,11.7,1.03,5.4
0.0,284.9,301.4,32.6,90.6,3.4,361.8,44.0,52.0,11.6,11.8,1.31,6.4
0.0,285.7,305.4,25.5,87.1,3.5,364.1,46.0,54.0,11.2,11.8,1.83,7.4
0.0,287.6,306.0,23.7,74.9,4.4,355.6,53.0,56.0,10.3,11.7,2.05,8.1
0.0,288.3,304.3,24.8,67.8,4.5,362.7,55.0,57.0,9.6,11.6,1.93,8.0
0.0,286.8,299.7,34.9,77.4,4.1,204.2,47.0,52.0,10.4,11.6,1.26,5.1
0.0,285.9,303.4,32.1,94.1,3.8,356.2,47.0,53.0,11.6,11.7,1.46,6.8
0.0,287.2,307.2,26.1,89.2,3.1,361.6,44.0,54.0,11.6,11.6,2.0,7.4
0.0,290.1,309.2,23.7,76.6,2.7,340.7,43.0,56.0,10.9,11.5,2.44,7.5
0.0,287.2,308.0,21.7,79.7,3.7,356.3,50.0,57.0,10.6,11.4,2.29,8.1
0.0,286.1,307.8,20.0,78.8,3.2,365.7,47.0,58.0,10.1,11.4,2.31,7.9
0.0,287.5,309.6,19.1,76.4,2.7,364.9,45.0,59.0,9.6,11.3,2.6,7.9
0.0,286.6,307.9,21.6,82.0,3.0,358.6,47.0,59.0,9.8,11.2,2.25,7.6
0.0,286.5,303.0,28.2,79.1,4.4,210.4,52.0,56.0,10.0,11.1,1.63,6.0
0.0,285.2,302.2,35.2,99.7,3.0,303.9,42.0,53.0,11.5,11.2,1.26,5.7
