pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,290.8,312.6,16.4,45.9,2.1,334.6,44.0,76.0,6.5,7.9,3.43,7.4
0.0,291.9,315.1,14.2,58.8,2.4,316.8,47.0,77.0,6.3,7.7,3.83,7.8
0.0,293.3,313.8,15.0,52.8,1.8,328.9,43.0,77.0,6.2,7.6,3.69,7.1
0.0,292.2,313.2,16.7,59.7,2.8,326.8,50.0,77.0,6.3,7.6,3.41,8.0
0.0,290.7,309.4,20.5,63.4,3.7,310.8,54.0,75.0,6.6,7.5,2.67,7.9
0.0,288.6,307.4,20.1,63.8,2.4,281.3,45.0,75.0,6.8,7.5,2.38,6.3
0.0,287.1,306.8,19.4,65.9,1.7,298.0,40.0,75.0,7.0,7.5,2.29,5.8
0.7,288.5,307.3,20.8,65.6,2.1,278.9,0.0,55.0,7.7,7.7,2.34,6.0
0.0,288.8,307.9,23.8,75.0,2.3,262.7,42.0,71.0,8.4,7.8,2.24,5.9
3.2,288.4,306.5,26.4,78.0,2.4,263.9,0.0,49.0,10.2,8.3,1.99,5.8
0.0,287.7,306.9,26.0,82.2,2.5,297.7,41.0,65.0,10.3,8.4,2.0,6.2
0.0,286.5,306.5,20.8,71.5,2.5,317.1,43.0,67.0,9.6,8.4,2.16,6.4
0.0,285.2,306.1,19.0,70.3,2.4,318.6,43.0,69.0,8.8,8.4,2.16,6.3
0.0,284.0,304.3,21.3,75.6,2.7,313.6,45.0,69.0,8.5,8.4,1.87,6.2
0.0,284.7,303.7,27.7,88.1,2.4,303.7,40.0,65.0,9.8,8.6,1.59,5.6
0.0,284.0,304.0,22.1,76.8,2.3,314.6,41.0,66.0,9.8,8.7,1.81,5.8
0.0,286.0,308.1,16.8,67.2,3.4,313.4,50.0,69.0,8.8,8.5,2.49,7.4
0.0,288.4,310.3,13.8,55.2,3.3,314.0,51.0,71.0,7.9,8.4,3.02,7.8
0.0,288.9,310.2,13.5,52.4,2.4,310.0,45.0,73.0,7.3,8.3,3.05,6.9
0.0,287.6,307.7,13.3,48.8,2.9,306.6,49.0,74.0,6.7,8.2,2.72,7.0
0.0,287.7,309.5,14.9,58.8,3.0,305.5,50.0,74.0,6.6,8.1,2.83,7.3
0.0,288.6,308.3,16.3,56.1,2.2,303.7,44.0,74.0,6.7,8.0,2.67,6.3
0.0,288.2,307.2,19.3,62.5,2.4,267.5,44.0,73.0,7.0,8.0,2.39,6.0
0.0,285.9,308.0,18.2,72.0,2.1,300.5,43.0,74.0,7.2,7.9,2.4,6.0
0.0,285.3,304.9,22.1,74.3,1.7,286.9,39.0,72.0,7.6,7.9,1.93,5.2
0.0,285.1,307.7,16.8,69.6,1.8,290.1,41.0,73.0,7.6,7.9,2.41,5.6
0.0,287.0,310.6,10.7,50.4,2.9,302.0,50.0,75.0,6.9,7.9,3.17,7.3
0.0,288.3,311.8,8.6,41.8,2.7,298.0,50.0,78.0,6.2,7.8,3.54,7.3
0.0,289.3,311.6,8.5,38.6,2.0,294.4,46.0,80.0,5.6,7.6,3.58,6.4
0.0,286.3,310.6,12.0,57.5,2.0,290.2,45.0,79.0,5.6,7.4,3.06,6.2
