pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,285.3,298.3,44.5,86.2,1.8,303.9,27.0,41.0,13.2,13.9,0.93,4.7
0.0,285.2,301.6,36.0,86.0,2.5,348.6,32.0,44.0,12.6,13.8,1.29,5.9
0.0,284.4,300.3,38.9,90.7,1.8,347.3,28.0,43.0,12.8,13.8,1.11,5.4
0.0,283.1,296.8,49.2,100.0,1.7,321.8,26.0,40.0,13.9,13.9,0.69,4.5
0.0,283.1,300.4,39.3,100.0,2.8,349.8,32.0,41.0,14.1,13.9,1.04,5.6
0.0,286.0,300.0,45.3,93.1,2.5,339.2,30.0,41.0,13.8,13.9,0.96,5.4
0.0,284.7,298.3,49.8,100.0,3.1,324.4,32.0,39.0,14.5,13.9,0.74,5.0
2.8,284.1,299.5,42.4,96.1,2.5,348.1,30.0,40.0,14.5,13.9,0.96,5.4
6.3,283.7,288.5,81.5,94.8,2.9,210.2,25.0,30.0,16.1,14.2,0.15,2.5
0.6,284.4,294.8,54.5,90.4,1.4,259.6,23.0,35.0,15.4,14.3,0.61,3.8
0.0,284.6,303.8,29.6,83.9,4.1,356.5,40.0,43.0,13.6,14.1,1.61,7.2
0.0,290.9,306.6,26.1,56.8,3.6,359.3,40.0,47.0,11.6,13.8,2.28,8.0
0.0,289.4,307.6,24.4,62.5,2.8,358.9,37.0,49.0,10.2,13.5,2.35,7.5
0.0,283.7,299.1,36.3,82.1,4.1,352.0,42.0,48.0,10.4,13.3,1.14,6.1
0.0,282.7,294.6,42.4,77.6,3.6,363.4,38.0,47.0,10.7,13.2,0.83,5.3
0.0,283.4,302.6,25.4,70.9,3.5,359.9,42.0,51.0,9.9,12.9,1.67,7.0
0.0,289.1,307.8,20.4,52.1,2.4,356.1,38.0,55.0,8.9,12.6,2.57,7.3
0.0,291.8,309.0,23.1,53.1,2.3,349.2,37.0,56.0,8.2,12.3,2.7,7.4
0.0,288.0,306.0,24.0,59.6,3.5,358.7,45.0,57.0,7.9,12.1,2.18,7.8
0.0,286.7,302.9,24.4,54.9,2.0,359.0,36.0,58.0,7.7,11.9,1.88,6.3
0.0,285.4,301.7,30.4,70.3,2.5,352.6,38.0,57.0,8.1,11.7,1.52,6.2
0.0,285.4,301.8,34.0,79.5,1.9,358.4,34.0,56.0,8.8,11.6,1.39,5.9
0.0,287.0,303.6,26.6,61.6,2.6,346.2,40.0,58.0,8.4,11.3,1.85,6.6
0.0,282.0,297.2,38.3,85.3,5.1,349.3,51.0,55.0,9.4,11.4,0.96,5.8
0.0,282.3,299.6,22.8,56.6,2.8,363.7,41.0,59.0,8.7,11.2,1.54,6.3
0.0,286.5,305.2,23.1,60.5,3.7,355.4,47.0,60.0,8.3,11.0,2.08,7.7
0.0,290.4,308.6,20.4,50.0,2.4,361.0,41.0,62.0,7.7,10.9,2.72,7.6
0.0,291.2,308.8,20.5,48.1,1.6,362.9,37.0,64.0,7.2,10.6,2.79,6.9
0.0,289.5,305.9,26.6,59.6,1.9,359.8,38.0,63.0,7.3,10.4,2.13,6.7
0.0,287.4,303.2,32.2,71.3,2.3,356.4,39.0,62.0,7.8,10.3,1.62,6.4
