pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.4,297.8,33.4,87.3,3.2,346.7,43.0,53.0,10.7,11.8,1.09,5.7
0.0,283.2,297.2,35.4,89.7,3.0,321.6,40.0,51.0,11.4,11.8,1.01,5.3
0.0,283.1,295.5,44.8,100.0,4.3,247.7,44.0,47.0,12.8,11.9,0.72,4.3
0.0,282.0,296.8,35.2,94.0,5.0,348.2,50.0,49.0,13.0,12.0,0.96,5.8
0.0,281.3,292.5,44.0,92.9,6.1,354.7,54.0,47.0,13.5,12.1,0.65,5.0
0.0,280.7,295.1,36.5,95.5,4.0,353.2,44.0,48.0,13.7,12.3,0.84,5.3
0.0,282.5,299.9,26.5,85.5,4.2,352.7,48.0,51.0,12.7,12.2,1.35,6.6
0.0,285.0,304.5,20.8,77.4,4.0,351.2,49.0,53.0,11.4,12.1,1.93,7.6
0.0,286.4,306.1,18.9,71.9,4.0,352.9,51.0,56.0,10.2,11.9,2.21,8.1
0.0,288.7,307.9,20.1,72.4,3.4,347.6,48.0,58.0,9.5,11.6,2.42,8.0
0.0,291.0,309.1,20.6,68.7,2.7,345.5,44.0,59.0,8.9,11.4,2.63,7.7
0.0,291.0,308.0,22.8,70.3,3.7,344.1,51.0,60.0,8.7,11.2,2.42,8.1
0.0,290.1,308.6,21.9,73.8,2.4,344.3,43.0,61.0,8.7,11.1,2.46,7.3
0.0,288.9,308.3,21.6,77.1,2.9,344.8,46.0,61.0,8.8,11.0,2.38,7.6
0.0,287.9,307.5,21.7,78.8,3.1,346.3,47.0,60.0,9.0,10.9,2.26,7.6
0.0,288.4,306.2,24.4,78.4,4.1,344.0,53.0,60.0,9.3,10.9,2.06,7.9
0.0,288.5,306.1,24.5,78.1,3.2,345.7,47.0,60.0,9.3,10.8,2.05,7.3
0.0,288.8,304.6,25.7,73.6,2.5,287.4,42.0,59.0,9.3,10.7,1.92,6.1
0.0,285.0,305.9,21.5,85.7,3.7,348.9,51.0,60.0,9.6,10.7,2.0,7.6
0.0,283.9,305.2,20.1,83.7,3.2,352.3,49.0,61.0,9.5,10.6,1.97,7.3
0.0,284.3,301.7,25.6,82.1,3.6,353.5,48.0,59.0,9.6,10.6,1.54,6.8
0.0,284.4,303.6,24.2,86.3,3.1,352.0,47.0,60.0,9.7,10.6,1.7,6.8
0.0,283.8,303.9,22.1,84.6,3.5,354.8,50.0,61.0,9.5,10.5,1.79,7.2
0.0,283.8,303.8,22.0,83.9,3.5,354.6,50.0,61.0,9.7,10.5,1.78,7.1
0.0,284.3,302.2,24.2,82.9,3.9,362.7,52.0,60.0,9.9,10.5,1.61,7.1
0.0,284.6,298.1,36.1,90.2,4.4,353.8,52.0,57.0,10.9,10.6,1.06,6.1
0.0,284.3,300.1,30.7,89.5,4.0,353.7,50.0,57.0,11.3,10.6,1.28,6.4
0.0,284.1,306.2,18.3,83.4,2.7,355.1,45.0,59.0,10.8,10.6,2.13,7.1
0.0,286.7,306.9,16.9,69.9,2.9,268.3,47.0,61.0,9.8,10.5,2.38,6.7
0.0,289.4,310.5,14.1,62.9,3.2,349.3,51.0,64.0,8.7,10.3,3.05,8.5
