pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.4,278.4,288.8,43.9,85.3,3.8,323.9,28.0,30.0,15.8,17.0,0.53,3.9
0.0,278.4,292.7,34.9,88.8,3.1,340.8,28.0,33.0,14.8,17.0,0.75,4.6
0.0,280.7,294.0,39.7,92.3,5.0,350.6,35.0,33.0,14.5,17.0,0.74,5.1
0.0,282.0,297.4,28.3,77.3,6.4,355.9,43.0,36.0,13.1,16.8,1.16,6.7
0.0,286.9,299.6,23.0,53.9,2.2,352.6,28.0,40.0,11.1,16.5,1.63,6.0
0.0,286.4,301.9,25.9,70.0,3.0,350.5,33.0,42.0,10.3,16.0,1.62,6.5
0.0,288.1,303.0,28.1,71.9,3.5,350.9,38.0,45.0,9.9,15.1,1.68,6.9
0.0,288.8,303.8,28.2,72.3,3.0,349.0,36.0,46.0,9.6,14.9,1.75,6.7
0.0,287.8,301.6,30.4,72.4,3.5,351.6,39.0,46.0,9.4,14.7,1.51,6.6
0.0,288.8,302.6,29.9,71.0,3.9,348.2,42.0,47.0,9.3,14.5,1.63,7.0
0.0,289.0,303.1,32.0,76.5,4.1,350.4,42.0,47.0,9.4,14.3,1.57,7.0
0.0,287.0,302.1,34.9,88.3,3.7,350.3,39.0,46.0,10.3,14.3,1.32,6.4
0.0,286.0,301.4,33.7,87.7,2.3,354.7,33.0,46.0,10.8,14.1,1.29,5.9
0.0,286.8,300.5,36.5,85.0,2.1,353.7,32.0,47.0,11.1,13.7,1.21,5.7
0.0,284.7,299.0,34.3,84.1,1.8,356.2,31.0,47.0,11.1,13.6,1.14,5.4
0.0,284.6,299.1,29.6,75.0,5.0,360.1,49.0,49.0,10.6,13.5,1.29,6.7
0.0,285.2,301.4,21.5,63.0,4.6,363.5,50.0,52.0,9.6,13.3,1.7,7.5
0.0,286.5,300.9,24.4,62.6,3.4,361.5,44.0,53.0,8.9,13.1,1.63,6.8
0.0,285.3,299.8,27.7,70.5,4.5,359.8,50.0,53.0,8.8,12.9,1.41,6.9
0.0,283.2,297.1,31.3,76.6,4.1,340.1,47.0,53.0,9.2,12.7,1.11,5.9
0.0,282.2,295.7,39.4,92.0,2.5,362.6,37.0,51.0,10.5,12.4,0.82,5.1
0.0,283.5,299.9,32.3,90.9,3.3,363.0,42.0,51.0,11.1,12.4,1.18,6.1
0.0,286.4,303.6,28.1,82.7,3.2,362.0,42.0,52.0,10.8,12.4,1.62,6.9
0.0,284.7,302.8,29.7,92.6,3.8,357.8,45.0,51.0,11.3,12.5,1.44,6.7
0.0,284.4,302.2,27.3,84.8,4.9,369.0,52.0,52.0,11.1,12.5,1.49,7.4
0.0,288.0,304.6,22.8,66.5,4.6,362.4,53.0,54.0,10.0,12.3,1.98,8.1
0.0,290.1,305.2,23.0,62.9,4.0,365.0,51.0,57.0,9.1,12.0,2.15,8.1
0.0,286.3,303.0,28.4,83.4,4.1,356.6,51.0,56.0,9.5,11.7,1.59,7.1
0.0,285.8,301.4,34.0,91.6,4.7,350.9,52.0,54.0,10.5,11.7,1.29,6.7
0.0,288.4,298.9,45.6,87.7,5.6,325.4,53.0,50.0,11.2,11.8,0.98,6.0
