pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,296.4,310.9,18.3,44.6,3.5,327.4,69.0,85.0,5.0,6.9,3.41,8.8
0.0,292.1,310.4,17.0,52.5,4.2,341.9,75.0,85.0,5.3,6.9,3.11,9.3
0.0,290.4,308.3,16.7,51.3,4.3,345.6,76.0,84.0,5.5,6.9,2.79,9.0
0.0,290.1,308.8,10.7,37.6,3.0,352.8,67.0,87.0,5.2,6.8,3.16,8.3
0.0,291.6,310.5,9.3,33.8,2.4,352.0,63.0,89.0,4.8,6.6,3.55,7.9
0.0,293.5,308.3,18.6,48.5,3.4,349.6,68.0,86.0,5.1,6.6,2.87,8.4
0.0,293.8,308.1,24.6,59.5,3.9,355.1,70.0,84.0,5.7,6.6,2.55,8.5
0.0,296.8,310.6,16.6,41.3,3.6,355.8,71.0,86.0,5.6,6.5,3.49,9.2
0.0,298.6,313.4,12.5,34.7,2.8,355.3,66.0,88.0,5.2,6.4,4.28,8.9
0.0,297.7,313.6,12.5,36.9,3.2,353.4,70.0,89.0,4.9,6.3,4.21,9.3
0.0,297.7,312.3,12.1,33.8,3.8,355.1,77.0,90.0,4.7,6.2,4.06,9.9
0.0,300.2,315.4,10.8,31.5,3.1,356.4,71.0,91.0,4.4,6.1,4.87,9.6
0.0,298.9,315.7,10.4,33.5,3.2,354.1,72.0,92.0,4.3,6.0,4.82,9.7
0.0,297.6,314.6,11.3,36.3,3.1,355.2,71.0,92.0,4.3,5.9,4.44,9.4
0.0,296.7,312.8,12.9,38.4,3.4,353.7,74.0,92.0,4.4,5.8,3.98,9.4
0.0,296.7,313.2,13.0,39.5,2.9,354.4,69.0,92.0,4.5,5.8,4.03,8.9
0.0,299.1,314.4,9.0,28.2,2.5,323.3,67.0,94.0,4.1,5.6,4.73,8.3
0.0,300.0,313.5,8.4,24.6,2.6,295.8,69.0,95.0,3.8,5.5,4.72,8.1
0.0,298.4,313.0,13.7,36.8,3.1,309.7,71.0,94.0,4.1,5.5,4.12,8.7
0.0,297.9,311.3,17.9,42.8,3.2,330.2,71.0,92.0,4.5,5.5,3.58,8.6
0.0,296.2,309.8,17.9,43.5,3.1,343.4,69.0,92.0,4.8,5.4,3.27,8.4
0.0,294.0,309.8,17.1,47.6,3.6,346.3,74.0,92.0,5.1,5.4,3.14,8.8
0.0,292.8,307.6,14.5,40.0,3.5,343.0,74.0,92.0,5.0,5.4,2.97,8.4
0.0,295.8,309.0,12.5,32.5,3.2,312.8,72.0,93.0,4.8,5.4,3.46,8.2
0.0,297.1,311.0,12.8,34.0,2.6,341.6,67.0,94.0,4.7,5.4,3.79,8.1
0.0,297.5,312.6,13.1,36.6,2.2,340.1,63.0,94.0,4.6,5.3,4.02,7.8
0.0,296.3,309.7,15.6,38.7,3.1,338.8,71.0,93.0,4.7,5.3,3.4,8.4
0.0,297.6,313.0,11.3,33.4,2.3,335.7,65.0,95.0,4.5,5.2,4.21,7.9
0.0,299.7,313.4,14.4,36.4,2.7,322.1,68.0,95.0,4.6,5.2,4.24,8.3
0.0,299.9,312.8,19.3,44.0,3.1,321.9,70.0,93.0,4.9,5.2,3.85,8.6
