pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.9,293.8,14.2,28.8,6.2,290.6,56.0,51.0,6.8,14.7,1.43,6.5
0.0,280.3,296.9,13.5,40.6,2.4,288.0,37.0,54.0,6.4,14.2,1.52,4.8
0.0,279.4,298.1,18.7,61.3,1.4,289.8,31.0,54.0,6.8,13.6,1.4,4.1
0.0,276.8,296.7,18.2,66.0,1.9,288.4,34.0,55.0,7.2,13.3,1.26,4.3
0.0,275.2,292.2,28.0,82.3,2.4,280.3,35.0,51.0,8.6,13.4,0.8,3.7
0.0,274.7,291.9,31.6,93.6,1.2,275.3,27.0,48.0,10.5,13.4,0.71,3.2
0.0,278.6,292.6,35.6,82.7,1.7,257.6,29.0,46.0,11.0,13.4,0.75,3.4
0.0,278.8,295.3,29.0,79.9,1.7,295.8,30.0,48.0,11.0,13.3,0.98,4.0
0.0,276.4,293.1,28.0,79.8,1.7,287.8,30.0,48.0,11.0,13.2,0.86,3.7
0.0,279.3,295.2,23.3,62.6,2.0,303.7,33.0,51.0,10.1,12.8,1.13,4.4
0.0,278.7,295.0,24.3,67.1,1.8,305.1,32.0,52.0,9.6,12.6,1.08,4.2
0.0,280.8,297.0,21.2,57.9,3.1,307.3,41.0,54.0,8.9,12.5,1.32,5.3
0.0,285.1,298.1,17.7,39.0,3.5,311.9,45.0,58.0,7.9,12.1,1.65,6.1
0.0,285.3,298.5,17.7,39.3,3.3,305.3,45.0,60.0,7.2,11.8,1.69,5.9
0.0,283.1,294.4,20.6,40.5,2.9,318.8,42.0,60.0,6.9,11.5,1.31,5.2
0.0,277.7,292.1,24.9,61.1,2.6,315.9,40.0,60.0,7.2,11.3,0.93,4.4
0.0,277.3,293.1,22.6,61.4,1.4,318.1,33.0,61.0,7.5,11.0,1.01,4.1
0.0,281.6,296.7,19.6,49.9,2.8,319.3,43.0,62.0,7.2,10.8,1.38,5.4
0.0,287.3,296.9,19.2,33.2,4.2,322.9,52.0,64.0,6.6,10.6,1.66,6.6
0.0,286.0,301.1,13.1,33.9,3.1,328.4,48.0,67.0,6.0,10.3,2.05,6.6
0.0,286.2,301.1,17.5,43.1,2.8,322.4,45.0,67.0,6.0,10.1,1.9,6.2
1.4,284.2,294.5,31.1,55.5,2.3,323.1,0.0,47.0,7.2,10.2,1.1,4.9
0.0,282.9,297.1,27.2,63.3,1.5,327.2,35.0,63.0,7.5,10.0,1.23,4.7
0.0,280.4,295.8,27.8,70.8,1.9,325.4,37.0,63.0,8.0,9.9,1.08,4.7
0.0,280.6,295.4,30.8,74.8,1.9,303.3,36.0,61.0,8.7,9.9,0.99,4.4
0.0,279.4,286.9,56.5,83.5,3.8,148.9,39.0,51.0,10.3,10.2,0.37,2.4
4.3,276.2,285.1,62.4,100.0,4.4,189.8,0.0,35.0,13.9,10.9,0.21,2.1
0.0,275.6,286.6,42.8,82.2,2.1,321.6,31.0,49.0,13.5,11.1,0.46,3.5
0.0,280.2,294.3,23.6,55.9,4.1,337.3,46.0,55.0,11.6,11.0,1.12,5.6
0.0,284.6,300.9,14.9,41.3,2.5,338.3,40.0,60.0,9.6,10.7,1.9,6.2
