pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,286.4,295.4,34.2,64.1,3.0,331.7,50.0,65.0,8.1,9.4,1.09,5.5
0.0,287.8,297.6,26.1,53.6,3.0,330.5,52.0,68.0,7.8,9.4,1.44,6.1
0.0,289.1,301.3,19.1,48.2,2.8,335.7,53.0,71.0,7.3,9.2,1.92,6.7
0.0,293.4,306.7,14.8,41.9,4.4,332.5,69.0,74.0,6.6,9.0,2.78,8.8
0.0,293.6,304.7,21.3,48.2,3.7,322.5,62.0,73.0,6.5,8.8,2.34,7.7
0.0,292.6,304.4,25.5,57.9,3.1,308.6,55.0,72.0,6.7,8.7,2.06,6.9
0.0,291.8,301.2,33.5,63.4,3.8,319.4,58.0,70.0,7.2,8.7,1.56,6.6
0.0,290.4,301.9,29.4,64.3,4.6,322.2,65.0,71.0,7.5,8.7,1.64,7.1
0.0,289.5,301.0,31.1,67.7,4.6,324.1,64.0,70.0,7.8,8.7,1.49,6.9
0.0,288.5,301.2,23.0,57.2,4.3,331.6,65.0,72.0,7.6,8.6,1.74,7.2
0.0,289.5,303.5,9.9,34.2,3.6,337.7,66.0,77.0,6.5,8.4,2.46,7.8
0.0,292.0,303.9,10.0,29.5,4.0,335.7,71.0,80.0,5.6,8.2,2.66,8.3
0.0,290.7,302.4,18.0,43.8,3.0,354.8,60.0,79.0,5.7,8.0,2.13,7.2
0.0,290.8,303.5,17.2,44.8,2.8,357.1,59.0,79.0,5.6,7.9,2.25,7.2
0.0,294.0,306.4,15.2,39.7,3.3,345.9,65.0,81.0,5.5,7.8,2.79,8.1
0.0,295.2,305.2,18.1,39.4,2.8,346.6,60.0,81.0,5.4,7.6,2.65,7.5
0.0,297.3,310.9,9.8,31.1,2.0,349.8,57.0,85.0,4.9,7.4,3.84,7.5
0.0,294.7,306.5,16.3,40.2,2.2,353.7,57.0,84.0,5.0,7.3,2.8,7.2
0.0,293.9,303.4,25.7,50.3,3.2,350.1,62.0,80.0,5.6,7.3,2.1,7.4
0.0,294.1,304.5,21.0,45.2,3.1,350.2,62.0,82.0,5.7,7.2,2.38,7.6
0.0,295.6,307.2,15.5,38.3,3.8,352.8,71.0,84.0,5.5,7.1,2.97,8.7
0.0,297.1,307.3,13.0,31.4,3.4,349.4,69.0,86.0,5.1,7.0,3.24,8.5
0.0,294.6,306.3,14.6,37.0,2.2,246.8,57.0,85.0,5.0,6.8,2.86,6.1
0.0,293.3,302.7,20.5,42.1,2.4,291.2,57.0,84.0,5.2,6.8,2.23,6.3
0.0,293.6,305.4,21.0,48.9,3.2,336.9,64.0,84.0,5.6,6.8,2.4,7.5
0.0,293.1,303.6,26.5,54.7,2.9,334.9,59.0,82.0,6.1,6.8,2.02,6.9
0.0,292.0,302.9,25.9,55.2,2.7,337.5,58.0,81.0,6.4,6.8,1.93,6.7
0.0,291.5,301.5,28.3,56.4,3.0,336.8,59.0,80.0,6.8,6.8,1.75,6.6
0.0,291.8,302.5,23.9,51.2,2.9,319.1,59.0,80.0,6.8,6.8,1.98,6.7
0.0,294.0,304.4,17.5,39.3,2.6,323.5,59.0,83.0,6.3,6.8,2.52,7.0
