pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,291.3,311.1,15.0,60.5,4.2,299.6,54.0,59.0,7.8,12.1,3.07,8.9
0.0,293.1,308.2,19.5,56.3,2.4,339.4,43.0,61.0,7.4,11.8,2.65,7.3
0.0,291.0,308.0,20.2,65.1,3.0,345.4,48.0,61.0,7.3,11.6,2.45,7.7
0.0,289.9,304.2,27.7,72.2,3.2,344.5,47.0,60.0,7.8,11.5,1.79,7.0
0.0,289.1,305.8,25.3,76.9,3.7,346.2,51.0,60.0,8.2,11.4,1.93,7.5
0.0,288.3,304.3,25.6,75.1,3.6,349.2,51.0,60.0,8.4,11.2,1.79,7.2
0.0,288.1,304.9,25.1,77.5,3.8,346.5,52.0,60.0,8.7,11.1,1.83,7.4
0.0,290.2,303.0,29.4,69.6,3.5,209.9,48.0,59.0,8.7,11.0,1.68,5.6
0.0,287.8,302.5,34.7,89.9,2.8,178.0,41.0,55.0,9.8,11.0,1.31,4.4
0.0,285.5,301.3,39.2,100.0,3.2,345.7,43.0,53.0,11.5,11.2,1.0,5.8
0.0,286.1,302.6,25.1,77.1,3.8,351.6,50.0,57.0,10.8,11.1,1.61,7.0
0.0,287.4,304.7,21.6,71.2,2.9,350.5,46.0,59.0,10.0,11.0,1.94,7.0
0.0,290.9,307.4,22.8,69.4,2.0,344.5,41.0,61.0,9.3,10.9,2.27,6.8
0.0,290.2,307.2,26.2,80.0,2.2,342.8,42.0,60.0,9.4,10.8,2.03,6.8
0.0,289.7,302.5,38.8,87.8,3.1,315.7,43.0,55.0,10.3,10.9,1.26,6.0
0.0,289.5,304.4,33.0,86.4,2.6,304.0,41.0,56.0,10.7,10.9,1.54,6.0
0.0,289.2,306.9,25.7,81.0,2.5,344.8,43.0,59.0,10.4,10.8,2.02,6.9
0.0,289.5,304.5,24.5,67.1,3.2,248.3,47.0,59.0,9.6,10.7,1.95,6.2
0.0,289.2,304.3,24.9,68.6,2.4,223.9,43.0,60.0,9.1,10.6,1.9,5.4
0.0,288.4,303.8,24.0,68.1,3.4,343.5,51.0,62.0,8.8,10.5,1.87,7.1
0.0,286.9,305.4,18.3,66.0,3.9,346.8,57.0,65.0,8.3,10.3,2.15,7.8
0.0,286.9,305.1,20.3,70.1,2.7,345.9,49.0,65.0,8.2,10.2,2.04,6.9
0.0,289.4,305.1,24.3,69.3,2.4,338.3,46.0,65.0,8.1,10.0,1.99,6.7
0.0,292.0,307.5,26.9,73.4,2.2,333.5,45.0,65.0,8.3,9.9,2.17,6.8
0.0,292.6,306.0,30.1,71.7,2.8,334.4,48.0,64.0,8.5,9.9,1.97,6.9
0.0,291.9,306.0,28.8,72.1,3.0,334.2,50.0,64.0,8.6,9.9,1.99,7.1
0.0,290.3,304.4,31.9,79.1,3.3,330.9,50.0,63.0,9.1,9.9,1.67,6.7
0.0,290.6,303.7,35.6,82.0,3.0,305.3,46.0,60.0,9.7,9.9,1.51,6.1
0.0,292.4,305.0,33.5,75.1,2.9,333.1,47.0,62.0,9.7,9.9,1.76,6.7
0.0,290.4,305.5,30.0,79.4,3.1,328.2,49.0,62.0,9.8,9.9,1.81,6.8
