pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,296.3,304.7,26.9,52.9,3.2,329.4,51.0,65.0,9.0,9.7,2.26,7.3
0.0,295.9,305.0,26.3,54.1,2.6,327.6,48.0,66.0,8.4,9.6,2.27,6.9
0.0,296.9,304.4,26.1,49.4,3.8,325.8,57.0,67.0,7.9,9.5,2.33,7.7
0.0,297.5,304.8,23.7,45.0,3.9,329.3,60.0,69.0,7.4,9.3,2.55,8.0
0.0,299.8,307.9,16.6,36.6,3.4,331.6,60.0,74.0,6.6,8.9,3.35,8.4
0.0,299.2,306.3,18.8,38.0,3.0,324.2,57.0,74.0,6.2,8.8,3.04,7.7
0.0,298.7,306.6,21.6,43.5,2.9,324.7,56.0,75.0,6.1,8.7,2.88,7.5
0.0,295.6,305.2,25.8,54.3,3.1,325.7,56.0,73.0,6.4,8.6,2.31,7.2
0.0,293.1,301.5,32.0,60.5,3.2,330.0,55.0,71.0,7.0,8.6,1.71,6.6
0.0,292.6,300.6,33.5,61.3,2.8,330.2,51.0,70.0,7.4,8.6,1.6,6.2
0.0,291.9,302.9,29.6,65.6,3.1,318.6,54.0,71.0,7.7,8.6,1.77,6.5
0.0,293.5,302.4,33.4,64.1,3.4,294.6,54.0,69.0,8.0,8.5,1.71,6.3
0.0,294.8,305.6,27.4,60.5,2.9,312.6,53.0,71.0,7.9,8.5,2.2,6.8
0.0,296.5,303.6,35.7,60.9,3.1,273.1,52.0,68.0,8.1,8.5,1.89,6.2
0.0,296.5,303.7,37.0,63.0,3.4,312.6,54.0,69.0,8.3,8.5,1.84,6.7
0.0,295.2,301.9,39.7,65.1,3.1,313.0,51.0,67.0,8.6,8.6,1.59,6.2
0.0,294.8,302.9,35.2,63.9,2.5,297.0,48.0,68.0,8.6,8.6,1.75,5.9
0.0,296.0,305.6,30.3,61.2,2.4,304.0,48.0,69.0,8.4,8.5,2.16,6.4
0.0,295.1,303.0,39.9,69.7,2.9,306.0,50.0,67.0,8.8,8.5,1.59,6.1
0.0,290.9,299.2,54.3,93.2,3.6,304.4,49.0,60.0,10.9,8.9,0.77,5.1
0.0,290.7,291.5,91.8,95.4,4.8,303.4,46.0,47.0,14.5,9.5,0.1,3.4
0.0,289.1,295.6,64.9,98.4,4.2,308.6,45.0,48.0,15.6,9.9,0.44,4.3
0.0,289.2,296.2,56.3,89.6,3.0,307.0,39.0,49.0,15.3,10.2,0.66,4.6
0.7,288.9,291.1,81.9,93.7,3.9,306.9,0.0,30.0,16.8,10.7,0.21,3.6
0.0,288.3,293.9,66.9,96.1,3.1,304.4,36.0,42.0,17.0,11.1,0.39,4.1
0.0,288.3,297.9,47.9,90.9,3.7,304.5,41.0,45.0,16.2,11.3,0.83,5.0
0.0,292.2,300.7,36.4,67.4,3.5,304.2,43.0,50.0,14.1,11.3,1.47,6.0
0.0,297.1,305.2,25.4,49.4,3.3,289.1,46.0,56.0,11.8,11.0,2.46,6.9
0.0,298.8,306.7,21.9,43.9,3.1,299.0,48.0,60.0,10.0,10.8,2.88,7.2
0.0,299.2,307.2,20.1,41.4,3.3,298.5,52.0,63.0,8.7,10.6,3.05,7.5
