pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,286.8,303.5,21.6,61.4,2.8,336.3,53.0,72.0,7.5,8.6,1.94,6.7
0.0,286.5,301.1,20.1,51.2,2.5,368.3,52.0,73.0,7.2,8.6,1.83,6.6
0.0,287.0,305.0,12.2,41.0,6.0,361.9,84.0,77.0,6.4,8.5,2.48,9.9
0.0,286.9,308.4,9.2,40.4,3.6,370.7,68.0,79.0,5.8,8.3,2.99,9.0
0.0,289.8,309.8,10.3,39.5,1.9,362.7,53.0,81.0,5.3,8.1,3.26,7.3
0.0,289.6,308.1,15.0,48.9,2.0,349.0,53.0,80.0,5.4,7.9,2.79,7.1
0.0,290.2,309.6,17.9,59.3,1.1,350.9,45.0,80.0,5.7,7.8,2.82,6.3
0.0,291.7,310.4,18.3,57.5,1.2,359.8,46.0,80.0,5.9,7.7,2.98,6.6
0.0,291.8,310.9,18.7,59.9,1.7,356.5,50.0,80.0,6.0,7.6,3.01,7.2
0.0,291.4,310.5,20.5,64.9,1.3,357.6,46.0,79.0,6.3,7.6,2.83,6.7
0.0,294.1,312.1,19.0,56.4,1.8,357.6,51.0,79.0,6.3,7.6,3.28,7.5
0.0,294.1,313.5,15.8,52.0,2.3,361.5,56.0,81.0,6.1,7.6,3.67,8.3
0.0,289.6,307.9,21.4,65.3,3.2,353.6,62.0,79.0,6.5,7.5,2.43,7.9
0.0,287.9,301.7,25.8,60.3,3.4,353.4,62.0,78.0,6.7,7.4,1.73,6.9
0.0,288.1,303.9,14.9,42.3,5.3,367.1,82.0,82.0,6.2,7.3,2.32,9.1
0.0,289.7,305.9,15.1,47.5,2.1,366.4,55.0,82.0,6.0,7.2,2.55,7.1
0.0,289.3,307.2,12.1,44.2,1.7,369.1,53.0,84.0,5.7,7.1,2.8,6.9
0.0,288.6,305.2,16.3,51.6,1.7,369.4,52.0,83.0,5.8,7.1,2.37,6.6
0.0,289.1,304.7,20.3,57.9,1.9,365.7,52.0,82.0,6.0,7.1,2.18,6.7
0.0,288.3,308.3,12.9,51.9,1.5,369.9,51.0,84.0,5.9,7.0,2.82,6.8
0.0,290.1,309.2,9.2,38.9,2.5,372.7,63.0,87.0,5.4,6.8,3.24,8.1
0.0,287.6,306.8,12.2,48.3,2.7,369.8,64.0,86.0,5.3,6.7,2.66,7.8
0.0,287.2,305.1,15.2,53.1,1.9,372.5,55.0,85.0,5.5,6.7,2.34,6.8
0.0,289.3,308.0,13.9,51.1,2.8,366.8,64.0,86.0,5.6,6.7,2.79,8.0
0.0,289.3,308.7,15.1,56.3,2.0,364.9,56.0,85.0,5.7,6.7,2.8,7.3
0.0,291.6,310.2,12.5,46.3,2.0,366.1,57.0,87.0,5.5,6.6,3.26,7.6
0.0,291.4,311.8,8.8,40.1,1.7,366.3,56.0,89.0,5.1,6.4,3.69,7.4
0.0,291.6,312.0,5.7,30.9,1.8,370.8,60.0,92.0,4.5,6.3,3.94,7.6
0.0,290.2,308.7,13.9,50.3,1.8,361.9,56.0,89.0,4.9,6.2,2.92,7.0
0.0,290.4,307.5,20.9,63.7,1.9,357.9,54.0,86.0,5.6,6.3,2.45,6.9
