pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,278.7,296.7,4.6,33.4,1.0,159.2,52.0,91.0,5.3,6.0,1.64,2.0
0.0,277.5,295.4,5.8,36.9,4.8,160.6,89.0,92.0,5.2,5.9,1.49,4.9
0.0,275.3,288.3,26.0,71.7,3.4,160.2,64.0,82.0,6.8,6.1,0.71,2.5
0.0,274.7,292.5,9.4,47.6,1.5,159.4,53.0,87.0,6.7,6.1,1.16,2.1
0.0,276.3,295.1,5.7,38.7,3.0,139.8,69.0,89.0,6.2,6.1,1.44,3.6
0.0,276.6,285.1,33.8,66.7,6.5,143.7,82.0,78.0,7.5,6.3,0.58,2.9
0.0,272.3,286.0,27.3,78.8,2.9,151.9,56.0,76.0,8.9,6.6,0.58,2.0
0.0,272.2,287.4,17.7,62.7,1.9,152.2,50.0,78.0,8.9,6.7,0.75,1.9
0.0,272.4,287.0,22.9,72.8,6.4,152.3,82.0,75.0,9.4,6.9,0.66,3.2
0.0,271.1,287.3,17.6,66.6,3.0,147.5,58.0,76.0,9.4,7.0,0.73,2.4
0.0,271.5,288.9,7.5,42.4,1.0,151.3,46.0,81.0,8.3,6.9,0.95,1.5
0.0,273.1,292.9,1.0,13.4,1.2,143.9,53.0,87.0,6.4,6.8,1.41,1.8
0.0,278.9,296.9,1.0,10.7,2.9,136.8,71.0,90.0,5.0,6.6,1.89,3.8
0.0,278.4,293.5,26.0,79.5,6.1,134.7,82.0,78.0,7.2,6.8,0.93,3.8
0.0,277.6,288.5,43.5,94.4,5.9,118.8,69.0,67.0,10.4,7.3,0.49,2.3
0.0,278.8,287.6,38.2,74.4,3.9,74.9,54.0,65.0,10.9,7.4,0.6,2.2
0.0,283.3,293.8,35.8,76.7,6.7,85.4,73.0,65.0,11.2,7.6,0.89,3.6
0.0,275.4,289.2,44.5,100.0,3.3,123.1,47.0,58.0,13.8,8.2,0.41,1.7
0.0,273.4,287.0,20.4,62.6,4.0,142.1,58.0,65.0,12.3,8.4,0.72,2.6
0.0,273.5,285.4,13.6,43.2,2.9,129.7,53.0,68.0,10.5,8.4,0.78,2.3
0.0,275.2,289.9,1.1,20.4,2.5,110.2,59.0,77.0,8.1,8.2,1.19,2.7
0.0,280.9,294.6,1.0,8.8,2.0,108.5,58.0,83.0,6.0,7.8,1.77,2.8
0.0,277.7,293.0,1.0,11.1,1.9,138.0,60.0,87.0,4.8,7.5,1.53,2.4
0.0,279.4,293.0,1.4,19.5,1.3,132.7,55.0,89.0,4.2,7.2,1.49,1.8
0.0,279.6,294.9,3.9,27.2,1.3,136.2,55.0,90.0,4.1,6.9,1.56,1.9
0.0,280.0,294.9,5.6,30.3,1.5,137.7,56.0,90.0,4.2,6.9,1.53,2.1
0.0,278.8,294.3,6.7,34.3,1.7,137.2,57.0,89.0,4.4,6.8,1.42,2.2
0.0,278.3,294.7,5.5,32.9,0.8,138.4,50.0,90.0,4.5,6.7,1.46,1.3
0.0,279.6,295.2,3.7,27.0,1.7,130.0,59.0,91.0,4.3,6.6,1.58,2.3
0.0,274.3,290.2,6.8,36.3,4.2,136.7,82.0,90.0,4.6,6.5,1.08,3.5
