pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.9,294.7,27.3,61.8,5.0,338.4,49.0,50.0,9.0,13.8,1.09,5.9
0.0,283.8,296.9,25.1,62.1,6.2,339.8,57.0,51.0,8.6,13.6,1.25,6.7
0.0,290.1,301.8,16.0,38.9,4.3,333.7,51.0,55.0,7.6,13.2,2.12,7.7
0.0,292.4,303.3,16.9,38.3,3.9,332.4,49.0,57.0,6.8,12.9,2.34,7.7
0.0,285.6,299.0,24.0,60.3,3.2,331.0,44.0,57.0,7.0,12.5,1.45,6.0
0.0,284.3,293.8,35.1,65.8,3.1,283.7,41.0,55.0,7.7,12.2,0.94,4.7
0.6,284.0,292.8,43.4,75.8,5.5,199.3,0.0,39.0,9.0,12.2,0.73,4.1
1.2,282.1,286.7,74.5,95.0,4.4,218.7,0.0,32.0,12.3,12.6,0.17,2.4
1.9,281.8,290.1,53.3,89.0,4.0,323.6,0.0,32.0,13.6,12.9,0.45,4.0
0.0,284.2,290.9,51.5,77.3,2.8,284.3,33.0,43.0,13.1,12.9,0.57,4.0
0.0,284.1,292.6,45.0,76.9,4.6,336.7,43.0,45.0,12.6,13.0,0.7,4.9
0.0,284.5,294.7,40.2,77.2,4.2,328.5,42.0,47.0,12.0,12.9,0.84,5.2
13.6,285.2,289.3,75.2,92.5,7.1,256.6,0.0,24.0,16.7,14.2,0.21,2.9
5.2,282.4,286.9,69.2,88.2,5.2,267.7,0.0,22.0,18.0,14.9,0.26,3.0
0.0,282.5,289.0,54.5,80.7,4.4,343.0,36.0,35.0,16.4,14.8,0.46,4.2
0.0,282.5,291.4,45.8,80.5,3.5,350.6,34.0,38.0,15.0,14.8,0.61,4.6
0.0,283.8,296.1,33.1,74.6,4.0,352.0,39.0,41.0,13.4,14.7,1.01,5.7
0.0,283.6,293.1,32.3,61.4,5.0,343.4,45.0,43.0,11.8,14.6,0.96,5.6
0.0,286.5,296.3,21.4,44.1,4.3,359.0,45.0,48.0,10.0,14.3,1.46,6.7
0.0,289.2,301.1,17.6,42.6,4.0,350.6,47.0,53.0,8.6,13.5,1.96,7.5
0.0,294.7,304.8,17.3,36.9,3.2,349.2,44.0,56.0,7.5,13.0,2.6,7.8
0.0,297.4,305.9,20.2,37.7,2.8,348.6,43.0,58.0,6.8,12.6,2.78,7.7
0.0,295.0,305.6,20.9,43.9,3.9,355.2,50.0,59.0,6.5,12.2,2.52,8.3
0.0,290.2,303.8,20.4,52.4,3.1,352.4,46.0,60.0,6.5,12.1,2.08,7.2
0.0,286.1,297.2,39.7,80.2,3.8,301.8,44.0,54.0,8.0,12.1,0.95,5.3
4.0,284.9,290.6,67.9,93.3,5.2,244.4,0.0,33.0,11.8,12.8,0.29,3.2
0.0,285.2,291.4,59.8,87.7,2.7,288.5,32.0,43.0,12.6,12.6,0.44,3.9
0.0,286.3,296.3,34.6,68.6,1.8,302.3,31.0,49.0,11.5,12.4,1.08,4.8
0.0,292.9,302.5,22.9,47.0,3.8,352.2,46.0,54.0,9.9,12.2,2.08,7.7
0.0,297.2,306.8,16.8,36.8,3.6,355.0,48.0,58.0,8.3,11.9,2.98,8.6
