pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,296.3,307.7,18.6,43.4,2.9,347.3,57.0,74.0,6.0,8.9,2.93,8.0
0.0,294.9,306.3,22.2,49.9,3.5,344.3,60.0,74.0,6.1,8.8,2.53,8.0
0.0,294.4,305.2,23.9,51.3,3.6,345.6,60.0,73.0,6.3,8.8,2.34,7.9
0.0,292.8,304.0,29.7,62.8,3.4,344.0,57.0,71.0,6.8,8.7,1.9,7.2
0.0,292.1,303.4,27.1,58.2,2.9,348.4,54.0,72.0,7.0,8.6,1.95,7.0
0.0,285.2,300.9,29.2,82.0,3.0,350.6,53.0,70.0,8.1,8.7,1.37,6.3
0.0,283.7,297.9,34.0,86.3,3.1,352.6,51.0,66.0,9.3,8.8,1.05,5.7
0.0,284.0,297.5,36.8,88.6,3.1,351.9,49.0,63.0,10.3,8.9,0.97,5.6
0.0,286.4,299.5,37.5,86.8,3.6,347.2,52.0,62.0,10.9,9.1,1.1,6.0
0.0,287.1,300.0,39.3,89.0,3.5,347.8,50.0,60.0,11.4,9.4,1.09,6.0
0.0,289.9,301.4,31.6,67.4,2.5,348.4,45.0,62.0,10.6,9.4,1.55,6.3
0.0,290.7,302.2,27.9,60.7,2.3,348.6,45.0,65.0,9.7,9.3,1.77,6.4
0.0,292.3,304.8,19.5,47.9,2.4,348.5,49.0,69.0,8.5,9.1,2.38,7.0
0.0,293.2,305.5,18.8,45.9,2.5,352.0,51.0,71.0,7.7,9.0,2.52,7.3
0.0,291.9,303.8,24.6,55.8,2.5,346.0,50.0,71.0,7.5,8.8,2.06,6.8
0.0,291.3,301.6,28.8,58.1,2.9,343.0,53.0,70.0,7.5,8.8,1.75,6.7
0.0,290.6,304.2,22.4,57.1,2.5,338.1,52.0,72.0,7.3,8.7,2.1,6.8
0.0,292.5,303.6,28.4,59.8,2.4,327.2,49.0,71.0,7.4,8.6,1.93,6.5
0.0,295.5,306.7,23.5,51.1,2.0,335.8,48.0,73.0,7.2,8.6,2.56,6.8
0.0,297.6,307.4,22.4,45.4,2.4,335.7,52.0,74.0,6.9,8.4,2.85,7.3
0.0,295.2,306.5,25.8,55.3,3.2,334.1,57.0,74.0,6.9,8.4,2.41,7.6
0.0,294.5,305.4,30.2,61.8,3.7,331.9,60.0,72.0,7.2,8.3,2.08,7.5
0.0,294.7,305.1,27.9,56.2,3.4,333.2,58.0,73.0,7.3,8.2,2.19,7.4
0.0,294.4,304.5,27.0,54.0,3.3,331.7,58.0,73.0,7.2,8.2,2.18,7.3
0.0,293.6,305.3,26.2,57.5,3.1,333.3,57.0,74.0,7.3,8.2,2.2,7.2
0.0,291.4,303.9,27.1,62.3,2.6,335.9,52.0,73.0,7.4,8.1,1.93,6.6
0.0,291.8,303.7,27.5,61.1,2.9,332.9,55.0,73.0,7.5,8.1,1.93,6.8
0.0,290.9,303.9,30.7,71.2,2.5,334.5,50.0,72.0,8.0,8.2,1.74,6.4
0.0,292.4,302.7,33.5,65.6,2.0,331.3,46.0,71.0,8.2,8.2,1.68,6.1
0.0,291.6,303.1,29.7,63.7,2.6,327.6,51.0,71.0,8.2,8.2,1.8,6.4
