pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,271.3,287.2,12.7,56.7,2.7,181.6,47.0,62.0,8.5,11.1,0.78,2.6
0.0,277.1,289.8,19.2,59.3,1.9,181.7,41.0,62.0,8.4,10.9,0.9,2.4
0.0,278.4,291.7,26.4,76.0,1.6,183.5,37.0,59.0,9.2,10.9,0.85,2.3
0.0,278.7,293.0,29.7,87.7,2.0,185.1,38.0,56.0,10.7,11.1,0.82,2.5
6.5,280.4,283.5,69.9,89.1,2.9,130.9,0.0,32.0,14.4,12.0,0.23,1.5
0.0,282.0,289.6,37.5,70.3,2.6,171.6,36.0,48.0,13.2,11.9,0.73,2.5
0.0,278.7,290.5,20.1,57.5,2.6,196.7,41.0,54.0,11.6,11.8,0.95,3.0
0.0,277.5,290.2,22.1,65.0,2.4,194.9,40.0,55.0,10.8,11.7,0.87,2.8
0.0,278.9,292.2,24.9,72.8,1.9,192.8,37.0,55.0,10.6,11.7,0.91,2.6
0.0,280.1,291.9,29.9,75.8,1.9,193.1,36.0,54.0,10.8,11.7,0.84,2.6
0.0,276.9,292.3,29.7,94.6,1.6,192.8,33.0,51.0,12.4,11.9,0.75,2.4
0.0,281.0,293.5,30.0,78.7,2.1,193.1,36.0,52.0,12.1,11.7,0.9,2.8
0.0,280.3,294.2,29.8,85.1,1.2,197.5,31.0,52.0,12.4,11.7,0.9,2.4
0.0,280.6,295.0,26.5,80.2,1.6,188.7,33.0,52.0,12.2,11.8,1.01,2.7
0.0,280.3,292.7,36.5,91.5,2.0,201.6,34.0,49.0,13.2,12.0,0.72,2.6
0.0,279.3,297.6,20.4,83.4,2.1,190.0,36.0,51.0,12.8,12.1,1.23,3.3
0.0,282.1,297.7,24.5,80.2,3.1,166.7,41.0,51.0,12.3,12.1,1.21,3.7
5.5,283.6,286.1,65.1,80.8,3.8,148.1,0.0,30.0,14.5,12.7,0.37,2.1
0.0,280.3,288.5,55.5,100.0,2.7,195.0,31.0,39.0,16.0,12.9,0.35,2.2
0.0,279.7,295.1,29.9,93.3,1.4,207.9,28.0,43.0,15.7,13.0,0.9,2.7
0.0,283.4,297.2,15.6,53.4,3.2,218.3,41.0,49.0,13.0,12.9,1.5,4.4
0.0,283.1,296.6,8.9,38.5,3.7,224.0,49.0,55.0,10.5,12.6,1.64,5.0
0.0,280.2,298.9,8.1,48.8,3.7,214.3,51.0,58.0,9.1,12.3,1.71,5.2
0.0,284.4,300.3,11.9,50.3,2.8,188.6,45.0,59.0,8.3,12.1,1.85,4.5
0.0,282.5,293.6,28.4,67.5,3.5,156.9,45.0,55.0,8.7,11.8,1.02,3.6
0.6,280.6,285.5,56.6,82.1,4.6,140.2,0.0,38.0,10.6,11.8,0.4,2.3
0.0,280.4,289.4,35.6,71.8,2.3,188.0,37.0,53.0,10.6,11.6,0.72,2.8
0.0,281.5,296.6,13.5,50.3,3.3,231.6,49.0,59.0,9.4,11.5,1.48,4.7
0.0,282.3,295.1,20.5,58.3,2.3,227.5,42.0,59.0,8.9,11.5,1.26,3.8
0.0,284.3,298.8,19.3,60.6,1.6,223.8,38.0,60.0,8.6,11.4,1.55,3.6
