pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,287.1,300.9,29.8,81.5,3.2,336.4,45.0,56.0,9.7,11.5,1.37,6.2
0.0,287.7,302.5,25.3,76.0,3.2,335.2,47.0,58.0,9.5,11.4,1.63,6.6
0.0,288.4,306.0,19.3,72.5,3.1,339.5,48.0,60.0,9.0,11.2,2.13,7.3
0.0,293.3,312.1,13.7,59.9,3.9,334.6,57.0,64.0,8.1,10.9,3.33,9.2
0.0,294.9,309.2,26.9,74.6,3.2,325.3,49.0,62.0,8.3,10.8,2.38,7.6
0.0,293.7,309.1,30.0,86.2,3.1,319.3,47.0,60.0,9.1,10.8,2.11,7.2
0.0,292.4,306.0,39.2,97.4,3.3,323.1,45.0,56.0,10.7,10.9,1.43,6.6
0.0,291.4,306.5,34.3,95.4,3.7,324.8,47.0,55.0,11.5,11.0,1.61,6.9
0.0,290.5,306.0,34.0,97.1,3.8,327.2,47.0,53.0,12.2,11.1,1.56,6.9
0.0,289.0,306.3,21.9,77.6,3.6,336.1,49.0,57.0,11.2,11.1,2.06,7.5
0.0,288.9,308.4,8.5,49.3,2.9,342.8,50.0,63.0,9.2,10.9,2.93,7.9
0.0,293.3,309.6,9.3,38.7,3.2,337.4,55.0,67.0,7.6,10.6,3.37,8.5
0.0,291.1,308.3,14.0,52.5,2.6,354.0,50.0,68.0,7.1,10.3,2.81,7.7
0.0,290.5,308.2,14.0,54.1,2.7,355.7,52.0,69.0,6.7,10.1,2.76,7.8
0.0,293.8,310.7,15.6,54.7,2.2,342.2,49.0,71.0,6.5,9.8,3.15,7.5
0.0,293.4,308.6,20.2,60.4,3.1,344.0,55.0,70.0,6.6,9.6,2.66,7.9
0.0,293.6,313.2,13.2,56.1,3.1,346.5,58.0,73.0,6.3,9.4,3.59,8.8
0.0,293.8,309.2,16.1,51.8,2.7,351.1,54.0,73.0,6.2,9.3,2.97,7.9
0.0,293.0,308.2,19.7,59.3,3.3,348.2,58.0,72.0,6.4,9.2,2.62,8.1
0.0,293.3,308.8,17.8,55.9,3.3,347.7,59.0,73.0,6.3,9.1,2.8,8.2
0.0,293.5,311.6,13.4,52.6,3.5,349.8,63.0,75.0,6.1,8.9,3.37,9.0
0.0,295.3,311.8,12.4,45.8,2.9,346.0,60.0,77.0,5.8,8.7,3.6,8.5
0.0,294.0,309.5,14.1,47.7,2.6,228.8,56.0,77.0,5.7,8.4,3.13,6.6
0.0,293.5,307.7,19.3,55.3,2.3,240.8,51.0,76.0,5.9,8.3,2.64,6.1
0.0,293.1,308.8,23.8,70.0,2.7,334.4,55.0,75.0,6.6,8.4,2.45,7.4
0.0,294.4,308.3,27.8,71.4,3.0,319.7,55.0,73.0,7.2,8.4,2.3,7.3
0.0,292.2,307.5,27.8,77.6,2.9,333.8,54.0,71.0,7.9,8.4,2.09,7.1
0.0,291.7,306.3,28.8,77.2,3.3,333.1,56.0,70.0,8.4,8.5,1.94,7.2
0.0,292.1,306.6,25.0,68.6,3.1,330.8,55.0,71.0,8.3,8.4,2.17,7.2
0.0,293.0,308.6,20.1,61.6,2.9,331.1,56.0,73.0,7.9,8.3,2.63,7.6
