pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.9,304.0,15.5,63.1,3.0,314.4,62.0,82.0,6.6,7.1,2.04,6.6
0.0,286.9,304.0,14.2,45.8,3.7,265.7,69.0,82.0,6.3,7.0,2.28,6.9
0.0,285.5,304.4,15.0,53.2,3.7,262.6,68.0,82.0,6.2,7.0,2.21,6.8
0.0,284.2,302.2,17.0,56.6,3.8,316.2,69.0,82.0,6.4,7.0,1.89,6.9
0.0,280.7,297.1,21.5,64.3,4.4,284.0,70.0,79.0,6.8,7.0,1.31,5.8
0.0,279.2,293.8,30.4,78.5,5.2,307.2,72.0,75.0,8.1,7.2,0.91,5.2
0.0,278.9,298.6,22.2,81.1,1.9,314.5,48.0,75.0,8.8,7.3,1.3,5.0
0.0,281.8,302.3,16.9,66.1,3.2,313.4,61.0,77.0,8.4,7.3,1.81,6.4
0.0,283.3,304.3,15.6,62.8,2.9,310.1,59.0,78.0,8.0,7.3,2.08,6.5
0.0,284.5,306.8,11.5,52.6,2.9,312.9,62.0,80.0,7.3,7.3,2.56,7.0
0.0,286.0,307.1,11.5,48.8,2.8,309.9,62.0,82.0,6.8,7.2,2.65,6.9
0.0,285.5,305.2,12.4,48.1,3.1,309.7,65.0,82.0,6.4,7.2,2.39,6.9
0.0,284.3,304.5,13.8,54.0,2.9,307.0,62.0,82.0,6.4,7.1,2.22,6.5
0.0,283.4,303.2,15.7,58.9,3.8,307.7,70.0,82.0,6.5,7.0,1.99,6.9
0.0,283.1,302.9,17.0,63.0,3.8,291.9,69.0,81.0,6.7,7.0,1.9,6.6
0.0,282.7,303.2,15.4,60.7,4.1,303.8,72.0,81.0,6.8,7.0,1.97,7.0
0.0,282.2,303.6,14.8,62.0,3.4,283.0,66.0,81.0,6.8,7.1,2.01,6.4
0.0,283.7,302.8,19.2,66.8,3.4,295.9,64.0,80.0,7.2,7.1,1.83,6.3
0.0,284.5,304.8,13.7,54.1,3.2,297.8,65.0,82.0,6.9,7.1,2.25,6.6
0.0,285.4,305.3,17.4,63.5,3.6,293.0,66.0,80.0,7.0,7.1,2.17,6.8
0.0,285.1,304.6,16.9,60.6,4.0,294.6,70.0,81.0,7.0,7.0,2.12,7.0
0.0,285.2,307.1,11.3,50.5,3.4,294.9,68.0,83.0,6.7,7.0,2.63,7.2
0.0,286.9,308.5,8.6,40.1,4.1,292.2,76.0,85.0,6.1,6.9,3.02,8.1
0.0,286.4,306.4,13.7,52.2,4.2,283.2,75.0,84.0,6.1,6.9,2.5,7.5
0.0,283.1,302.7,21.9,77.1,4.0,284.5,68.0,79.0,7.3,7.0,1.69,6.2
0.0,281.7,302.7,14.7,60.6,3.6,292.3,67.0,81.0,7.2,7.0,1.92,6.4
0.0,281.0,303.7,11.8,56.8,3.5,290.0,68.0,82.0,6.9,7.0,2.1,6.5
0.0,281.4,303.6,12.4,58.9,4.1,282.0,74.0,83.0,6.7,6.9,2.08,6.9
0.0,284.0,304.3,14.2,57.7,3.9,273.9,71.0,83.0,6.6,6.9,2.16,6.7
0.0,284.2,304.5,12.6,52.6,3.8,278.2,72.0,84.0,6.4,6.9,2.26,6.8
