pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,285.7,297.1,43.7,95.2,1.7,319.7,24.0,35.0,14.5,16.0,0.77,4.6
0.0,285.4,297.4,39.2,90.2,2.3,322.1,27.0,36.0,14.1,16.0,0.89,4.9
0.0,287.2,295.4,48.4,85.2,2.7,319.0,28.0,36.0,13.8,15.8,0.72,4.7
0.0,285.1,292.3,62.5,100.0,4.6,309.4,34.0,33.0,15.1,15.7,0.34,3.8
0.9,282.4,292.1,58.6,100.0,5.5,283.6,0.0,23.0,16.1,15.8,0.31,3.4
0.0,282.0,298.2,26.1,85.7,2.1,325.7,28.0,38.0,14.6,15.6,1.14,5.0
0.0,284.0,297.5,33.6,87.8,3.1,324.0,32.0,38.0,13.9,15.6,0.98,5.2
0.0,284.5,298.9,32.5,89.9,1.9,328.4,27.0,39.0,13.5,15.5,1.07,5.1
0.0,285.7,301.3,27.2,83.3,1.6,327.9,27.0,41.0,12.6,15.3,1.38,5.3
0.0,286.9,299.8,35.6,87.5,2.0,326.5,28.0,40.0,12.5,15.2,1.1,5.2
0.0,286.3,299.8,35.9,91.3,2.5,326.6,31.0,41.0,12.7,14.9,1.06,5.3
0.0,286.6,300.5,34.0,89.4,2.6,326.3,32.0,42.0,12.7,14.7,1.16,5.5
0.0,286.6,298.9,39.9,92.8,2.9,319.4,32.0,41.0,13.0,14.7,0.94,5.2
0.0,287.1,298.2,38.2,83.3,3.1,329.7,34.0,42.0,12.6,14.6,1.01,5.4
0.0,286.9,294.5,55.4,92.2,3.4,312.9,33.0,38.0,13.4,14.7,0.54,4.4
0.0,286.8,294.4,58.1,96.0,4.0,326.8,34.0,37.0,14.3,14.8,0.48,4.4
0.0,286.3,295.9,53.1,100.0,3.8,328.4,33.0,36.0,15.1,14.9,0.55,4.6
0.0,286.4,297.9,37.7,84.6,3.6,292.3,35.0,39.0,14.1,14.6,0.98,5.1
0.0,286.4,297.4,39.4,85.1,4.2,332.8,39.0,41.0,13.4,14.4,0.93,5.5
0.0,286.4,295.4,41.9,79.4,4.2,335.8,39.0,42.0,12.8,14.3,0.85,5.3
0.0,285.4,298.1,36.4,88.5,2.3,334.2,31.0,42.0,12.7,14.3,0.98,5.2
0.0,285.3,297.3,39.2,90.3,3.5,337.4,36.0,42.0,12.8,14.3,0.88,5.3
0.0,286.6,295.0,49.1,87.4,4.4,334.7,39.0,41.0,13.0,14.2,0.68,5.0
0.0,286.1,294.5,49.1,87.6,4.2,324.8,38.0,41.0,13.2,14.2,0.65,4.8
0.0,285.7,295.4,49.5,95.4,4.3,333.4,38.0,40.0,13.8,14.1,0.62,4.8
0.0,285.3,297.3,42.8,97.0,3.0,335.7,33.0,40.0,14.2,14.1,0.78,5.1
0.0,284.9,300.7,31.3,94.4,2.7,336.7,33.0,42.0,13.9,14.1,1.17,5.7
0.0,286.1,300.9,28.3,81.8,2.6,336.6,34.0,44.0,12.8,14.0,1.34,5.9
0.0,286.2,300.6,31.6,87.1,2.8,338.2,35.0,45.0,12.4,13.9,1.22,5.8
0.0,285.9,302.6,27.6,89.5,2.3,338.9,33.0,46.0,12.2,13.8,1.42,5.9
