pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
5.0,286.8,300.9,34.5,68.6,4.0,339.2,47.0,53.0,9.2,12.4,1.4,6.6
8.3,282.3,290.9,56.8,82.7,3.9,99.5,39.0,44.0,10.8,12.5,0.49,2.4
0.3,282.4,295.1,50.7,96.4,3.0,255.6,35.0,44.0,12.5,12.7,0.62,4.0
0.0,281.3,293.9,45.8,86.7,3.1,354.4,37.0,46.0,12.9,12.7,0.69,4.9
4.8,280.7,290.8,48.7,78.4,2.0,259.6,30.0,43.0,12.7,12.8,0.59,3.6
0.0,281.3,292.0,46.3,77.1,2.1,188.3,31.0,44.0,12.3,12.8,0.67,3.2
0.0,282.7,299.5,31.2,75.4,2.0,360.8,34.0,49.0,11.6,12.7,1.28,5.7
0.0,286.1,303.3,27.2,65.2,1.3,360.3,32.0,53.0,10.5,12.4,1.76,5.9
0.0,288.0,304.9,28.3,65.7,1.7,337.0,35.0,54.0,9.7,12.2,1.91,6.1
0.0,290.7,308.4,28.0,66.9,2.9,351.4,43.0,56.0,9.2,11.9,2.31,7.6
0.0,292.5,308.9,28.6,62.5,4.1,351.5,51.0,57.0,8.7,11.7,2.43,8.5
0.0,296.5,312.7,24.1,50.0,4.5,353.1,56.0,60.0,8.0,11.5,3.35,9.9
0.0,297.2,312.0,27.4,52.4,1.8,328.9,39.0,60.0,7.7,11.3,3.13,7.2
0.0,296.0,311.8,29.5,60.9,1.2,354.4,35.0,61.0,7.6,11.1,2.86,6.9
0.0,295.6,312.6,27.0,59.6,2.4,350.7,44.0,63.0,7.5,10.9,3.07,8.0
0.0,296.0,313.6,19.6,43.5,4.4,360.4,61.0,66.0,6.9,10.6,3.73,10.4
0.0,295.5,311.1,22.0,43.9,2.0,360.7,45.0,67.0,6.6,10.3,3.24,7.7
0.0,294.8,310.2,27.8,56.1,1.3,352.7,39.0,66.0,6.8,10.2,2.75,6.8
0.0,290.5,307.9,34.9,83.0,2.5,351.3,44.0,62.0,8.3,10.2,1.89,7.0
0.0,288.1,303.5,37.2,79.9,3.4,357.7,49.0,60.0,9.0,10.3,1.46,6.8
0.0,287.9,303.8,31.3,68.6,2.3,361.4,43.0,62.0,8.9,10.2,1.71,6.6
0.0,288.1,305.1,29.4,68.9,1.9,359.9,41.0,63.0,8.8,10.1,1.87,6.5
0.0,290.2,306.6,25.6,56.3,1.2,360.7,38.0,65.0,8.2,10.0,2.27,6.3
0.0,289.9,307.1,26.1,60.6,1.4,351.5,40.0,66.0,7.9,9.8,2.26,6.4
0.0,289.9,306.2,33.1,76.9,1.6,365.3,39.0,64.0,8.5,9.8,1.84,6.5
0.0,290.9,307.7,33.3,79.1,1.3,363.0,37.0,63.0,9.1,9.8,1.97,6.5
0.0,291.4,306.5,35.0,75.2,2.4,363.2,44.0,62.0,9.4,9.8,1.85,7.0
0.0,291.7,307.8,28.6,64.8,3.1,365.4,50.0,64.0,9.0,9.7,2.27,7.8
0.0,291.7,307.1,27.5,59.7,3.5,349.0,54.0,65.0,8.6,9.6,2.28,7.9
0.0,293.0,311.6,21.3,55.3,1.2,361.8,40.0,68.0,7.9,9.5,3.11,6.8
