pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,290.7,308.8,23.4,72.5,2.9,312.0,50.0,64.0,11.0,9.1,2.45,7.0
0.0,290.1,308.8,22.2,72.0,3.2,308.5,52.0,65.0,10.4,9.2,2.48,7.2
0.0,289.6,307.6,23.7,73.6,3.2,306.4,52.0,65.0,10.2,9.2,2.27,6.9
0.0,290.1,302.5,34.2,73.9,3.0,304.4,48.0,62.0,10.4,9.3,1.56,5.9
0.0,289.7,308.9,21.0,70.9,2.8,302.5,50.0,66.0,10.0,9.2,2.53,6.8
0.0,290.9,310.5,18.5,64.7,3.0,306.8,53.0,68.0,9.2,9.1,2.9,7.4
0.0,289.7,308.1,20.9,67.8,3.0,304.4,53.0,68.0,8.9,9.0,2.46,6.9
0.0,288.7,311.0,14.4,62.3,2.0,304.4,48.0,71.0,8.2,9.0,3.08,6.4
0.0,293.0,315.0,10.7,47.6,2.1,300.8,51.0,74.0,7.3,8.9,4.16,7.1
0.0,295.9,315.1,11.6,42.9,2.8,299.1,58.0,75.0,6.6,8.7,4.34,8.0
0.0,295.4,317.7,9.5,43.7,2.1,298.1,53.0,78.0,6.1,8.5,4.91,7.3
0.0,292.6,313.3,13.7,53.5,3.3,278.1,63.0,77.0,6.1,8.3,3.66,8.0
0.0,289.3,312.1,11.9,55.1,3.0,296.8,61.0,78.0,6.2,8.2,3.41,7.6
0.0,288.5,312.8,9.3,50.4,1.6,298.0,51.0,80.0,5.9,8.0,3.64,6.0
0.0,295.8,315.2,7.7,38.2,2.5,287.0,61.0,82.0,5.4,7.9,4.56,7.4
0.0,296.4,316.1,8.8,41.5,1.7,283.0,53.0,83.0,5.1,7.8,4.67,6.3
0.0,297.1,315.1,10.3,41.8,3.1,257.2,65.0,83.0,5.1,7.6,4.45,7.9
0.0,294.7,309.8,19.9,57.5,3.3,214.0,63.0,80.0,5.7,7.6,2.95,6.6
0.0,293.9,305.7,33.7,73.5,3.5,272.0,59.0,75.0,7.1,7.6,1.9,6.1
0.0,290.8,308.4,30.7,93.9,3.0,246.5,52.0,69.0,9.7,7.9,1.96,5.7
0.0,288.3,301.0,44.9,100.0,3.0,267.0,47.0,62.0,12.0,8.3,0.98,4.6
0.0,287.7,305.7,26.6,87.2,2.4,266.6,46.0,63.0,12.2,8.6,1.84,5.3
0.0,288.9,306.2,25.9,81.6,2.0,257.4,43.0,64.0,11.9,8.8,1.97,5.0
0.0,291.7,309.1,16.8,57.9,1.7,267.3,44.0,68.0,10.3,8.8,2.85,5.3
0.0,294.0,309.7,17.3,53.6,2.5,253.8,51.0,70.0,9.1,8.8,3.04,6.1
0.0,290.8,307.3,24.8,74.8,3.4,249.9,55.0,68.0,9.4,8.8,2.2,6.2
0.0,289.2,301.1,41.0,88.6,3.1,258.3,48.0,62.0,11.1,9.0,1.18,4.7
0.0,286.1,298.7,38.8,89.3,3.9,206.5,51.0,58.0,12.3,9.1,1.04,4.3
0.0,285.8,301.5,25.9,76.3,2.4,259.8,44.0,62.0,11.8,9.2,1.55,4.7
0.0,286.1,303.6,18.5,64.7,2.2,239.1,45.0,64.0,10.7,9.3,1.98,4.8
