pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.4,300.1,27.2,61.2,3.0,299.2,46.0,60.0,7.3,11.3,1.51,5.8
2.0,283.4,296.6,32.1,62.4,3.8,203.8,0.0,43.0,8.4,11.4,1.17,4.8
1.0,282.4,291.9,52.2,81.6,3.6,200.2,0.0,39.0,10.1,11.6,0.58,3.4
1.0,282.3,292.3,47.5,76.5,2.8,259.8,0.0,38.0,10.9,11.7,0.68,3.9
0.0,283.2,293.2,44.5,71.2,1.3,194.7,30.0,50.0,10.8,11.7,0.79,3.1
0.0,282.3,297.9,32.2,73.7,2.5,325.8,39.0,54.0,10.4,11.7,1.17,5.3
2.7,285.4,299.3,29.9,59.9,2.8,237.5,0.0,40.0,10.6,11.8,1.43,5.0
19.2,285.3,292.7,52.5,70.7,4.1,162.6,0.0,31.0,14.3,13.0,0.7,3.5
8.9,281.9,290.6,54.2,80.5,3.8,217.3,0.0,27.0,16.5,13.9,0.53,3.4
0.4,282.3,293.8,39.3,69.4,1.9,257.7,28.0,40.0,14.5,13.9,0.88,4.0
0.0,283.0,296.0,33.9,65.3,1.1,339.9,27.0,44.0,12.7,13.7,1.09,4.7
0.0,282.7,299.9,26.9,67.5,1.8,352.3,32.0,48.0,11.3,13.6,1.43,5.6
0.0,282.3,296.9,27.6,58.8,3.1,356.9,39.0,49.0,10.2,13.6,1.26,5.9
0.0,281.9,300.3,19.4,52.2,4.6,363.3,51.0,53.0,9.0,13.3,1.68,7.5
0.0,284.2,302.9,19.7,53.1,2.6,354.2,42.0,56.0,8.2,12.6,1.94,6.7
0.0,287.7,307.6,17.9,50.1,1.5,350.9,37.0,60.0,7.6,12.1,2.6,6.4
0.0,291.1,309.4,20.2,50.3,1.5,351.3,38.0,61.0,7.2,11.8,2.85,6.7
0.0,291.6,310.1,20.8,52.1,1.8,353.2,40.0,62.0,6.9,11.6,2.92,7.1
0.0,290.3,310.3,18.5,51.2,1.6,356.6,40.0,63.0,6.7,11.5,2.99,6.9
0.0,286.8,302.2,32.6,71.6,3.1,314.1,45.0,59.0,7.4,11.5,1.52,6.2
1.6,285.0,297.0,43.6,78.7,3.7,256.3,0.0,41.0,9.2,11.6,0.93,4.8
0.0,284.8,297.3,37.3,74.6,1.8,323.6,35.0,55.0,9.4,11.3,1.08,5.0
0.0,287.6,301.6,24.9,54.4,1.2,278.0,35.0,60.0,8.7,11.0,1.79,4.9
0.0,288.0,306.8,19.1,56.0,2.3,349.7,45.0,63.0,8.0,10.8,2.43,7.0
0.0,290.3,309.6,16.9,50.6,1.7,353.3,42.0,65.0,7.3,10.7,2.95,6.9
0.0,288.7,310.1,14.9,51.5,2.2,355.0,47.0,67.0,6.8,10.5,3.03,7.5
0.0,284.5,300.0,26.9,65.3,4.8,354.3,61.0,64.0,7.2,10.5,1.48,7.1
0.0,280.9,296.2,31.7,77.4,5.1,346.2,61.0,62.0,8.1,10.4,1.05,6.0
0.0,280.7,293.9,26.7,57.6,3.5,358.3,53.0,65.0,7.9,10.1,1.09,5.6
0.0,281.1,298.7,18.5,53.5,5.0,364.3,67.0,68.0,7.4,9.8,1.55,7.3
