pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,287.1,306.5,28.0,100.0,3.7,360.3,47.0,52.0,11.4,12.3,1.78,7.4
0.0,286.8,302.3,34.2,96.8,3.8,352.8,46.0,51.0,12.1,12.2,1.32,6.5
0.0,286.9,302.7,30.0,88.5,4.2,344.1,49.0,52.0,11.9,12.1,1.5,6.9
0.0,287.0,307.2,24.6,95.6,3.8,360.0,48.0,52.0,12.0,12.1,1.98,7.8
0.0,292.7,310.5,23.0,77.2,2.9,358.3,44.0,55.0,11.0,12.0,2.67,8.1
0.0,288.2,302.8,36.2,95.9,3.1,361.2,42.0,51.0,11.8,12.1,1.33,6.5
0.0,286.7,301.6,31.6,88.0,3.3,365.3,44.0,52.0,11.7,12.2,1.39,6.6
0.0,287.6,306.8,16.3,67.0,4.1,366.9,53.0,57.0,10.2,11.9,2.4,8.6
0.0,288.0,303.7,16.0,55.3,4.8,373.1,60.0,60.0,8.9,11.5,2.19,8.7
0.0,288.4,305.3,15.7,57.8,5.8,365.2,68.0,62.0,8.1,11.3,2.35,9.5
0.0,289.1,301.7,20.8,56.5,6.0,369.8,69.0,63.0,7.6,11.0,1.92,8.7
0.0,288.8,305.0,11.0,44.8,3.3,339.0,55.0,67.0,6.8,10.8,2.55,7.8
0.0,287.0,304.0,12.4,50.3,4.1,368.1,61.0,68.0,6.4,10.5,2.31,8.4
0.0,287.1,305.1,15.2,60.4,4.2,368.1,62.0,68.0,6.4,10.3,2.28,8.5
0.0,287.9,308.2,16.9,72.3,4.1,366.1,61.0,68.0,6.8,10.2,2.52,8.8
0.0,293.4,312.2,14.5,58.4,3.2,368.2,56.0,70.0,6.5,9.9,3.43,9.1
0.0,295.2,312.5,13.0,50.3,2.7,366.7,53.0,72.0,6.2,9.7,3.71,8.7
0.0,295.1,311.6,13.0,48.4,3.2,313.2,57.0,73.0,5.9,9.4,3.59,8.5
0.0,294.9,310.5,11.5,43.3,3.3,323.2,59.0,74.0,5.5,9.2,3.53,8.7
0.0,291.2,307.5,15.3,54.4,4.4,357.6,67.0,74.0,5.7,9.1,2.73,9.1
0.0,289.8,306.2,16.5,57.9,4.2,370.1,65.0,74.0,5.8,9.0,2.47,8.8
0.0,289.3,307.9,14.7,59.8,3.3,367.7,59.0,75.0,6.0,8.8,2.68,8.4
0.0,290.5,309.1,14.4,58.7,3.1,364.2,58.0,76.0,6.0,8.6,2.89,8.4
0.0,293.1,308.3,22.9,68.9,4.5,361.6,66.0,73.0,6.5,8.6,2.5,8.9
0.0,293.2,310.3,20.3,69.4,4.5,360.3,67.0,74.0,6.8,8.5,2.82,9.4
0.0,295.5,311.6,14.6,52.5,3.5,362.4,61.0,76.0,6.5,8.4,3.49,9.3
0.0,296.0,312.8,12.7,49.5,2.7,362.4,56.0,77.0,6.1,8.3,3.81,8.7
0.0,295.8,313.9,12.5,52.2,3.4,358.5,63.0,78.0,5.9,8.1,3.95,9.6
0.0,295.4,313.6,10.6,47.6,4.2,364.8,70.0,80.0,5.6,8.0,4.02,10.5
0.0,296.7,315.3,13.5,55.7,3.7,359.5,66.0,80.0,5.6,7.8,4.14,10.1
