pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,281.3,302.8,1.0,34.0,2.9,209.6,38.0,46.0,11.3,15.3,2.29,5.2
0.0,283.2,301.0,2.7,39.6,2.6,205.9,39.0,51.0,9.2,14.7,2.03,4.5
0.0,283.7,304.0,1.1,40.0,2.9,204.3,44.0,55.0,7.7,14.2,2.39,5.2
0.0,285.7,305.5,1.7,40.4,3.0,201.0,47.0,58.0,6.7,13.7,2.6,5.4
0.0,284.7,305.5,3.2,47.5,2.5,198.3,45.0,60.0,6.2,13.2,2.49,4.8
0.0,283.8,298.7,18.6,69.8,2.0,194.1,38.0,57.0,7.3,12.9,1.38,3.3
0.0,283.0,296.8,30.0,90.0,1.8,192.4,33.0,51.0,9.9,13.0,0.96,2.8
0.0,283.2,297.7,29.5,92.4,2.4,190.9,35.0,48.0,11.7,13.2,1.0,3.1
0.0,282.9,298.8,24.4,88.1,1.8,189.4,32.0,48.0,12.3,13.2,1.17,2.9
0.0,282.1,297.7,19.6,75.6,1.7,187.3,33.0,50.0,11.5,13.1,1.24,2.9
0.0,283.7,301.2,11.9,63.0,1.6,186.7,35.0,54.0,10.3,12.9,1.74,3.2
0.0,283.2,301.0,14.3,70.8,1.0,183.8,32.0,55.0,9.7,12.7,1.62,2.5
0.0,282.1,298.2,26.5,94.9,1.5,178.5,32.0,51.0,11.5,12.7,1.05,2.5
0.0,281.6,296.8,36.4,100.0,1.4,176.2,29.0,46.0,13.5,12.9,0.73,2.2
0.0,282.0,297.7,29.6,100.0,1.4,181.4,29.0,45.0,14.7,13.1,0.95,2.4
0.0,283.1,300.9,5.8,48.0,2.4,180.3,40.0,53.0,11.9,12.8,1.91,3.9
0.0,284.9,303.8,2.3,40.4,2.5,177.9,44.0,58.0,9.7,12.5,2.37,4.3
0.0,285.4,304.5,4.6,47.2,2.3,177.2,44.0,60.0,8.4,12.2,2.36,4.1
0.0,285.8,303.1,9.6,55.5,1.6,175.7,39.0,61.0,7.9,12.0,2.05,3.1
0.0,281.9,302.5,14.1,82.8,2.2,170.1,41.0,58.0,9.1,11.9,1.66,3.5
0.0,281.0,297.0,33.1,100.0,1.9,168.8,35.0,52.0,11.8,12.0,0.8,2.3
0.0,282.3,297.0,40.3,100.0,2.5,169.3,36.0,47.0,13.9,12.2,0.64,2.4
0.0,282.4,294.9,38.5,100.0,1.5,169.1,30.0,45.0,15.1,12.5,0.69,2.0
0.0,283.4,299.9,17.2,72.9,2.9,169.0,40.0,49.0,13.9,12.6,1.47,3.6
0.0,278.6,299.6,1.0,29.2,4.8,176.5,60.0,57.0,10.6,12.3,1.94,5.9
0.0,279.4,298.9,1.0,31.6,2.8,172.0,49.0,61.0,8.5,12.0,1.86,4.0
0.0,279.1,298.5,1.0,30.6,3.0,172.1,54.0,65.0,7.1,11.6,1.82,4.2
0.0,282.0,298.1,1.0,18.4,3.8,170.0,63.0,70.0,5.6,11.0,1.98,5.0
0.0,283.5,297.6,1.0,19.3,3.1,165.3,61.0,74.0,4.7,10.5,1.96,4.2
0.0,280.2,300.4,1.0,26.7,2.4,161.4,57.0,76.0,4.3,10.0,2.08,3.8
