pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.5,299.2,23.6,60.4,4.0,318.2,67.0,78.0,7.1,7.4,1.48,6.4
0.0,285.2,300.6,20.6,55.6,3.3,339.9,62.0,79.0,7.0,7.4,1.69,6.6
0.0,285.6,301.4,18.4,51.6,3.1,338.5,61.0,80.0,6.8,7.3,1.84,6.7
1.4,287.7,303.9,15.0,44.0,2.6,322.5,0.0,60.0,6.9,7.4,2.27,6.7
0.5,286.1,301.6,17.5,48.5,2.5,285.8,55.0,78.0,6.9,7.3,1.91,5.9
0.0,286.1,301.7,18.7,51.6,2.6,335.1,57.0,80.0,6.7,7.3,1.87,6.4
0.0,286.4,301.9,15.5,43.9,3.9,336.5,70.0,81.0,6.3,7.2,2.02,7.3
0.0,286.3,301.5,14.1,40.1,4.0,339.0,72.0,83.0,6.0,7.1,2.04,7.4
0.0,286.3,302.2,11.6,41.2,3.8,341.0,72.0,84.0,5.6,7.1,2.16,7.4
0.0,286.4,301.4,9.4,34.4,3.8,334.6,74.0,86.0,5.2,6.9,2.18,7.4
0.0,286.8,300.8,11.6,37.2,4.2,322.5,77.0,86.0,5.0,6.8,2.07,7.4
0.0,286.4,300.5,14.9,44.5,3.4,324.4,69.0,86.0,5.2,6.7,1.91,6.7
0.0,286.4,300.5,15.0,44.6,3.4,324.6,69.0,86.0,5.3,6.6,1.91,6.7
0.0,284.9,299.1,19.0,53.7,5.2,320.2,82.0,84.0,5.7,6.6,1.62,7.1
0.0,283.9,297.7,22.1,59.5,3.6,319.4,66.0,82.0,6.2,6.7,1.41,6.0
0.0,283.7,299.8,21.9,67.2,3.3,314.7,63.0,81.0,6.8,6.7,1.51,6.0
0.0,288.0,302.4,13.2,41.0,2.9,317.7,64.0,84.0,6.3,6.7,2.2,6.6
0.0,288.2,303.7,13.0,43.1,2.9,315.4,64.0,85.0,5.9,6.6,2.32,6.7
0.0,289.3,303.9,12.3,39.4,3.3,311.6,69.0,87.0,5.6,6.5,2.43,7.0
0.0,287.6,300.8,17.7,47.6,3.6,302.9,69.0,85.0,5.8,6.5,1.9,6.5
0.0,287.1,298.3,16.3,40.3,5.2,317.7,84.0,86.0,5.7,6.4,1.77,7.2
0.0,284.2,300.4,13.0,45.8,4.0,312.9,75.0,87.0,5.6,6.4,1.87,6.8
0.0,288.2,303.6,15.1,47.5,3.0,285.0,65.0,86.0,5.7,6.3,2.23,6.4
0.0,291.7,304.8,16.6,44.3,4.3,286.4,76.0,86.0,5.7,6.3,2.47,7.5
0.0,292.4,300.8,24.3,45.9,4.0,269.2,69.0,83.0,5.9,6.3,1.95,6.5
0.9,289.8,301.7,23.4,54.4,3.2,270.9,0.0,62.0,6.7,6.5,1.86,6.0
0.0,290.8,303.0,20.5,49.8,4.5,292.2,75.0,83.0,6.6,6.5,2.11,7.2
0.0,288.2,298.7,21.9,48.1,4.9,295.4,78.0,83.0,6.6,6.5,1.67,6.7
0.0,287.0,299.8,10.7,33.1,4.3,304.6,78.0,87.0,5.9,6.4,2.04,7.0
0.0,286.8,300.1,12.1,36.8,4.5,303.4,80.0,87.0,5.6,6.3,2.01,7.1
