pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,291.9,304.8,30.8,66.7,2.0,337.4,43.0,65.0,8.4,9.7,1.94,6.4
0.0,291.5,303.6,30.6,63.6,1.8,339.6,42.0,65.0,8.3,9.6,1.86,6.2
0.0,292.9,305.5,28.2,60.5,1.1,344.3,38.0,67.0,8.1,9.5,2.16,6.0
0.0,295.0,309.1,24.7,57.8,1.3,344.9,41.0,69.0,7.7,9.4,2.74,6.6
0.0,295.6,310.0,23.1,55.5,1.6,343.5,43.0,70.0,7.4,9.3,2.95,6.9
0.0,294.2,307.0,24.0,53.0,2.1,342.1,47.0,70.0,7.2,9.2,2.55,7.0
0.0,291.9,307.0,18.3,48.2,2.3,348.1,51.0,72.0,6.7,9.1,2.67,7.2
0.0,290.5,303.6,14.7,36.6,2.3,353.8,53.0,75.0,6.1,8.8,2.46,6.9
0.0,288.7,303.5,17.6,46.8,3.4,348.1,62.0,76.0,6.0,8.6,2.22,7.6
0.0,287.9,300.5,24.6,55.0,3.9,348.1,63.0,74.0,6.3,8.5,1.72,7.1
0.0,288.2,302.0,15.3,39.6,2.0,339.6,51.0,77.0,6.0,8.3,2.17,6.3
0.0,290.2,304.1,11.2,31.0,1.9,350.8,53.0,80.0,5.4,8.2,2.63,6.6
0.0,290.8,304.1,15.0,37.5,2.1,349.8,54.0,80.0,5.2,8.0,2.5,6.8
0.0,292.6,306.7,17.6,44.0,2.0,349.2,53.0,80.0,5.3,7.9,2.73,7.0
0.0,295.6,311.6,13.3,38.3,1.9,351.2,54.0,83.0,5.1,7.7,3.74,7.5
0.0,297.4,311.8,10.4,29.2,3.0,349.5,66.0,85.0,4.7,7.5,4.11,8.9
0.5,297.5,311.4,15.1,37.6,1.9,338.5,53.0,83.0,4.9,7.4,3.76,7.4
0.0,297.7,310.3,16.1,37.1,1.6,291.3,51.0,84.0,4.8,7.2,3.59,6.4
0.0,293.9,310.6,15.0,44.1,2.8,337.8,63.0,85.0,5.0,7.2,3.37,8.2
0.0,292.3,308.7,14.5,42.6,1.7,346.4,53.0,85.0,5.0,7.1,3.07,6.9
0.0,292.1,309.0,11.3,36.2,1.1,351.1,49.0,86.0,4.8,7.0,3.27,6.2
0.0,293.4,311.2,10.1,34.7,1.5,348.6,54.0,88.0,4.6,6.8,3.71,6.9
0.0,295.1,307.9,22.4,51.6,2.2,346.4,56.0,84.0,5.2,6.8,2.75,7.3
0.0,295.4,307.9,26.6,58.4,2.6,355.0,58.0,82.0,5.8,6.7,2.55,7.6
0.0,297.0,310.5,17.5,43.6,2.7,356.3,62.0,85.0,5.7,6.7,3.43,8.3
0.0,299.4,313.0,13.3,35.3,2.2,356.6,59.0,87.0,5.3,6.6,4.23,8.2
0.0,299.8,313.6,13.5,36.1,2.4,354.0,62.0,88.0,5.0,6.5,4.34,8.5
0.0,300.0,312.4,13.1,32.9,3.0,356.1,68.0,89.0,4.7,6.4,4.23,9.1
0.0,301.1,315.3,13.2,35.9,2.8,356.5,67.0,90.0,4.6,6.3,4.75,9.2
0.0,301.8,315.1,13.5,34.9,2.3,354.0,62.0,90.0,4.5,6.2,4.77,8.6
