pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.5,299.3,37.1,100.0,3.1,336.5,32.0,39.0,13.8,15.1,0.91,5.4
0.0,284.7,294.7,48.9,98.0,3.7,340.2,33.0,37.0,14.4,15.0,0.61,4.8
0.0,285.5,294.0,54.7,98.3,2.6,335.7,28.0,36.0,15.0,15.0,0.52,4.6
0.0,285.4,298.2,47.6,100.0,2.3,332.2,27.0,36.0,15.3,15.1,0.66,4.9
0.0,285.4,301.7,43.0,100.0,3.3,333.4,32.0,36.0,15.4,15.1,0.82,5.5
0.0,286.4,304.7,37.4,100.0,2.9,332.1,31.0,37.0,15.2,15.2,1.13,6.0
0.0,287.1,303.4,41.0,100.0,3.8,327.1,34.0,37.0,15.2,15.3,1.0,5.9
0.0,287.2,300.6,45.5,100.0,4.1,334.6,34.0,36.0,15.3,15.3,0.82,5.6
0.0,286.2,297.0,52.9,100.0,3.7,337.6,32.0,35.0,15.7,15.2,0.56,4.9
0.0,285.0,296.9,46.3,100.0,3.7,335.3,33.0,35.0,15.7,15.2,0.69,5.0
0.0,284.6,300.8,33.7,100.0,3.7,338.9,34.0,37.0,15.4,15.2,1.11,6.0
0.0,285.5,303.3,28.4,98.3,3.0,340.7,32.0,39.0,14.8,15.2,1.43,6.3
0.0,284.5,303.0,33.5,100.0,3.7,337.5,35.0,38.0,14.7,15.2,1.17,6.1
0.0,284.2,300.8,35.9,100.0,3.2,337.3,32.0,38.0,14.7,15.2,1.01,5.7
0.0,286.3,304.3,22.1,81.9,1.5,343.1,27.0,42.0,13.1,14.9,1.79,5.9
0.0,288.2,308.2,13.0,63.3,2.4,344.1,35.0,47.0,11.0,14.5,2.63,7.3
0.0,286.4,302.4,24.8,80.0,3.0,342.1,38.0,47.0,10.5,14.2,1.58,6.5
0.0,286.6,300.9,31.6,87.2,2.1,338.7,32.0,46.0,10.9,14.0,1.28,5.7
0.0,285.6,302.3,22.8,78.6,2.5,344.1,36.0,49.0,10.3,13.8,1.61,6.3
0.0,285.8,298.8,35.2,88.8,3.0,338.8,37.0,47.0,10.9,13.7,1.07,5.6
0.0,286.5,301.6,26.4,79.7,2.4,338.1,36.0,49.0,10.5,13.5,1.49,6.0
0.0,286.7,304.7,22.7,83.4,2.8,343.1,39.0,50.0,10.3,13.4,1.8,6.7
0.0,288.5,310.3,17.7,84.5,4.0,340.9,48.0,52.0,10.1,13.2,2.57,8.6
0.0,291.0,309.4,20.1,76.0,3.0,331.6,43.0,54.0,9.5,12.9,2.5,7.6
0.0,292.2,308.5,28.2,86.4,3.4,309.3,43.0,52.0,9.9,12.8,2.07,7.2
0.0,289.7,305.7,35.4,100.0,3.3,325.5,40.0,49.0,11.4,12.9,1.43,6.5
0.0,289.7,305.0,34.2,96.5,3.2,329.9,39.0,48.0,12.1,12.9,1.47,6.5
0.0,289.4,303.7,35.1,93.5,3.1,332.2,39.0,48.0,12.4,12.9,1.37,6.3
0.0,288.6,303.4,28.5,82.0,3.9,338.9,45.0,50.0,11.7,12.8,1.59,6.9
0.0,288.4,307.2,16.5,69.1,3.3,342.4,45.0,54.0,10.3,12.5,2.36,7.7
