pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,285.3,297.2,39.7,77.3,3.4,308.5,38.0,60.0,9.6,9.3,1.02,5.1
0.0,284.1,297.7,34.8,76.1,5.7,315.1,49.0,60.0,10.0,9.4,1.12,6.0
0.0,284.7,297.9,31.0,66.4,4.3,321.1,44.0,61.0,9.7,9.4,1.27,5.9
0.0,287.0,304.3,22.0,60.4,6.2,320.2,54.0,63.0,9.1,9.4,2.03,8.4
0.0,291.4,304.1,23.8,48.5,5.4,318.7,51.0,64.0,8.7,9.3,2.2,8.2
0.0,287.1,302.6,25.5,62.5,6.1,310.4,54.0,64.0,8.5,9.2,1.78,7.6
0.0,288.5,300.5,29.3,57.4,8.7,308.9,65.0,63.0,8.6,9.2,1.61,8.1
0.0,289.6,302.9,24.1,51.3,8.5,314.1,65.0,64.0,8.6,9.1,2.0,9.1
0.0,284.6,295.7,41.8,77.6,4.1,309.3,44.0,65.0,8.4,9.1,0.91,5.0
0.0,286.9,298.1,36.0,67.1,1.5,305.5,30.0,65.0,8.3,9.0,1.23,4.6
0.0,285.5,297.8,39.3,78.4,1.9,303.0,32.0,64.0,8.7,9.1,1.05,4.6
0.0,284.1,297.4,39.1,83.5,5.2,295.6,47.0,61.0,9.4,9.1,0.99,5.3
0.0,286.0,300.5,29.5,67.9,4.5,300.5,45.0,62.0,9.5,9.2,1.47,6.2
0.0,293.8,306.1,20.9,41.6,2.7,302.0,37.0,64.0,8.9,9.1,2.64,6.6
0.0,296.3,307.0,19.0,34.4,1.5,302.8,31.0,66.0,8.3,9.0,3.01,5.6
0.0,289.1,306.6,18.6,51.7,1.8,298.4,34.0,68.0,7.7,8.9,2.48,5.6
0.0,285.7,298.0,33.5,67.3,2.1,294.1,35.0,68.0,7.5,8.8,1.24,4.6
0.0,285.3,297.1,37.2,72.1,3.0,291.9,38.0,64.0,8.2,8.9,1.09,4.8
0.0,288.0,304.0,22.9,57.9,6.7,294.8,58.0,66.0,8.2,8.8,2.02,8.2
0.0,296.5,306.4,14.7,33.5,3.7,284.4,46.0,71.0,7.3,8.6,3.07,7.4
0.0,298.1,306.8,14.5,31.1,1.6,282.8,35.0,73.0,6.6,8.4,3.26,5.4
0.0,296.8,306.5,13.8,31.7,1.8,270.1,36.0,74.0,6.1,8.3,3.15,5.4
0.0,292.1,306.2,15.9,44.8,2.9,224.0,43.0,74.0,5.8,8.2,2.65,5.9
0.0,290.2,296.8,32.4,52.2,1.6,271.7,35.0,75.0,5.8,8.1,1.41,4.2
0.6,288.1,297.9,33.0,63.9,2.0,249.2,0.0,54.0,6.5,8.0,1.31,4.2
10.0,286.3,288.6,70.9,80.1,1.3,144.2,0.0,42.0,11.4,9.3,0.38,2.1
0.0,286.4,295.1,44.2,77.4,2.2,235.4,31.0,57.0,11.4,9.4,0.86,3.6
0.0,285.5,295.5,38.8,74.9,3.6,253.6,39.0,59.0,10.7,9.5,0.96,4.3
0.0,286.6,302.1,23.0,66.1,5.5,261.8,50.0,61.0,10.0,9.5,1.73,6.6
0.0,292.3,306.9,15.5,45.1,3.5,259.9,42.0,64.0,8.8,9.5,2.75,6.7
