pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,288.4,305.6,30.2,94.6,2.3,337.5,30.0,39.0,11.5,16.9,1.62,6.3
0.0,286.7,300.3,42.8,100.0,3.3,346.4,33.0,36.0,12.8,16.8,0.9,5.6
0.0,286.8,298.4,46.8,99.9,3.1,350.2,31.0,34.0,13.7,16.8,0.77,5.4
0.0,287.7,299.8,43.6,96.5,2.2,346.6,27.0,35.0,14.1,16.7,0.92,5.5
0.0,287.6,298.7,48.3,99.3,2.9,344.4,30.0,34.0,14.6,16.5,0.77,5.3
0.0,287.3,295.6,57.1,97.6,2.5,350.8,27.0,32.0,15.1,16.5,0.54,4.9
0.0,286.1,298.0,47.1,100.0,2.0,351.2,26.0,33.0,15.4,16.5,0.73,5.2
0.0,287.1,300.8,40.9,100.0,3.1,346.1,31.0,34.0,15.4,16.5,0.99,5.8
0.0,287.7,297.7,52.6,100.0,3.4,345.5,31.0,32.0,15.7,16.5,0.65,5.2
0.0,288.3,294.7,64.4,96.5,3.3,348.5,29.0,30.0,16.1,16.5,0.43,4.7
0.0,287.5,296.7,51.5,93.9,2.8,350.9,29.0,32.0,15.7,16.4,0.68,5.2
0.0,287.8,300.9,40.4,95.8,3.0,352.2,31.0,35.0,15.2,16.2,1.05,5.9
0.0,287.8,299.7,43.4,95.0,2.4,350.5,28.0,35.0,14.8,16.2,0.94,5.6
0.0,287.4,297.2,50.9,96.4,2.6,319.8,28.0,33.0,15.0,16.2,0.69,4.9
0.0,286.5,297.7,49.6,100.0,2.7,344.1,29.0,34.0,15.4,16.2,0.68,5.1
0.0,287.0,299.9,41.6,97.4,2.6,350.6,29.0,35.0,15.2,16.1,0.96,5.6
0.0,287.4,301.8,37.7,97.5,2.7,336.2,30.0,36.0,15.0,16.0,1.14,5.8
0.0,289.2,302.5,33.2,82.0,2.5,222.3,30.0,37.0,13.7,15.8,1.43,4.9
0.0,287.4,304.6,27.6,88.6,3.4,256.1,36.0,40.0,12.9,15.5,1.64,6.0
0.0,286.3,304.8,24.0,85.0,3.6,346.5,39.0,43.0,12.1,15.3,1.79,7.2
0.0,286.7,303.1,32.5,96.0,2.9,351.8,34.0,41.0,12.4,15.2,1.37,6.3
0.0,286.8,300.8,37.9,95.4,3.1,343.2,35.0,40.0,12.9,15.1,1.11,5.9
0.0,286.2,300.2,38.5,96.9,2.9,352.4,33.0,40.0,13.4,15.0,1.05,5.8
0.0,286.6,300.3,39.4,96.8,2.3,353.2,30.0,40.0,13.8,15.0,1.04,5.7
0.0,287.8,300.6,39.2,91.3,2.2,351.1,30.0,40.0,13.7,14.9,1.11,5.7
0.0,287.2,300.0,40.5,94.0,3.1,319.7,34.0,39.0,13.7,14.9,1.03,5.5
0.0,287.2,298.4,46.0,95.5,3.1,347.3,33.0,39.0,14.1,14.9,0.84,5.4
0.0,286.8,301.5,35.8,94.6,2.5,349.0,32.0,40.0,13.9,14.9,1.2,5.9
0.0,287.3,303.3,31.5,91.2,3.0,346.3,35.0,42.0,13.3,14.7,1.45,6.4
0.0,288.3,305.2,28.8,88.7,2.1,334.7,32.0,43.0,12.8,14.5,1.7,6.2
