pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,289.5,301.5,17.9,42.5,5.7,357.6,83.0,80.0,6.1,7.5,2.09,8.7
0.0,287.6,301.8,18.3,49.0,4.9,353.9,77.0,81.0,6.1,7.4,1.98,8.1
0.0,288.6,303.3,19.6,53.0,4.4,351.8,73.0,80.0,6.2,7.4,2.09,8.0
0.0,288.4,306.0,18.7,59.7,3.8,351.2,68.0,80.0,6.4,7.4,2.32,8.0
0.0,292.9,309.1,16.6,49.0,2.8,349.0,61.0,81.0,6.2,7.3,3.0,7.9
0.0,294.8,308.1,18.0,44.6,4.3,346.8,73.0,82.0,6.0,7.3,2.97,9.0
0.0,292.7,305.7,19.2,46.6,5.1,351.9,80.0,82.0,6.0,7.2,2.54,9.1
0.0,288.1,305.0,17.9,55.4,6.7,355.9,93.0,82.0,6.1,7.1,2.26,9.6
0.0,287.5,303.1,16.4,48.6,7.0,353.1,96.0,83.0,6.0,7.0,2.14,9.4
0.0,287.7,304.9,14.4,47.8,3.9,356.9,72.0,84.0,5.9,6.9,2.39,8.2
0.0,290.8,308.0,11.8,40.5,2.7,358.8,63.0,86.0,5.5,6.9,3.01,7.9
0.0,290.7,305.6,16.3,45.7,3.3,356.4,67.0,85.0,5.5,6.8,2.54,7.9
0.0,290.3,302.6,17.7,42.6,3.5,355.7,68.0,84.0,5.5,6.8,2.22,7.6
0.0,291.7,307.5,10.3,34.1,3.2,361.2,69.0,88.0,5.1,6.6,3.09,8.4
0.0,289.1,306.3,9.3,34.6,5.3,361.7,90.0,89.0,4.8,6.5,2.85,9.8
0.0,289.3,303.4,13.2,37.6,4.4,360.0,80.0,89.0,4.8,6.4,2.4,8.5
0.0,286.1,299.3,21.6,53.4,6.7,355.4,94.0,85.0,5.4,6.4,1.64,8.1
0.0,285.7,302.2,13.6,44.7,5.4,362.7,88.0,87.0,5.4,6.3,2.1,8.7
0.0,287.3,301.8,16.2,45.3,3.5,356.5,70.0,87.0,5.5,6.3,2.05,7.4
0.0,288.0,302.0,15.4,42.3,3.3,354.8,69.0,87.0,5.4,6.3,2.13,7.4
0.0,288.5,305.9,11.9,41.7,3.2,360.0,70.0,89.0,5.3,6.2,2.65,8.0
0.0,292.4,307.7,12.1,37.1,5.3,357.5,90.0,90.0,5.0,6.1,3.07,10.0
0.0,295.2,307.9,15.6,38.7,4.1,346.2,77.0,89.0,5.0,6.1,3.11,9.0
0.0,294.6,309.2,18.1,47.9,3.6,331.2,71.0,88.0,5.3,6.0,3.05,8.5
0.0,295.0,307.6,21.2,48.9,4.5,340.2,78.0,87.0,5.5,6.0,2.77,8.9
0.0,291.9,307.2,18.7,51.7,5.7,345.7,89.0,87.0,5.8,6.0,2.64,9.6
0.0,288.7,307.1,18.2,60.7,5.3,347.7,85.0,86.0,6.0,6.1,2.46,9.1
0.0,287.9,307.0,12.1,46.4,5.3,356.4,89.0,88.0,5.8,6.0,2.71,9.6
0.0,288.1,307.6,6.1,30.1,4.5,362.4,87.0,92.0,5.0,5.9,3.11,9.6
0.0,291.0,307.1,7.4,27.8,4.9,358.1,91.0,93.0,4.5,5.8,3.15,9.8
