pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,286.9,298.5,32.0,75.3,2.7,273.4,51.0,70.0,8.9,8.1,1.25,4.8
0.0,287.4,301.9,22.2,66.9,1.3,274.1,43.0,72.0,8.6,8.1,1.74,4.4
0.0,289.8,308.4,15.9,64.5,2.2,265.5,52.0,75.0,8.2,8.0,2.64,5.8
0.0,292.6,310.1,10.8,47.6,1.4,270.6,48.0,78.0,7.4,7.9,3.29,5.2
0.0,292.4,310.4,10.7,48.5,2.3,262.1,56.0,79.0,6.9,7.8,3.32,6.2
0.0,291.5,307.9,13.9,52.7,2.8,252.6,60.0,79.0,6.7,7.8,2.8,6.2
0.0,286.2,304.1,20.3,75.3,3.3,168.8,59.0,75.0,7.5,7.8,1.89,5.1
0.0,285.4,302.1,23.2,78.3,2.4,258.9,52.0,74.0,8.3,7.9,1.62,4.9
0.0,285.2,301.9,15.5,59.4,2.5,264.9,55.0,76.0,7.9,7.8,1.89,5.2
0.0,286.0,299.2,26.0,70.4,3.0,259.0,55.0,73.0,8.3,7.9,1.42,4.9
0.0,286.3,301.4,17.2,58.1,1.9,260.0,49.0,75.0,7.9,7.9,1.85,4.6
0.0,286.0,305.1,12.4,58.1,1.8,256.5,50.0,77.0,7.6,7.9,2.31,4.8
0.0,290.8,305.8,15.2,52.3,2.8,229.7,58.0,77.0,7.2,7.8,2.5,5.7
0.0,287.4,302.9,27.4,82.3,2.7,248.0,53.0,72.0,8.4,7.9,1.59,4.9
0.0,288.8,307.0,14.7,60.4,2.6,246.2,56.0,76.0,8.0,7.9,2.52,5.7
0.0,288.9,305.1,22.3,72.6,2.2,240.7,50.0,74.0,8.3,7.9,2.01,4.9
0.6,288.8,295.2,62.3,96.4,3.3,202.7,0.0,46.0,11.2,8.4,0.5,3.1
1.3,287.7,292.4,74.2,100.0,3.4,234.8,0.0,40.0,14.1,9.0,0.25,2.8
1.1,284.9,292.9,69.1,100.0,4.1,209.0,0.0,36.0,16.0,9.6,0.2,2.5
0.0,281.6,293.6,36.5,87.5,3.5,246.1,46.0,53.0,15.0,9.9,0.79,3.8
0.0,279.6,295.0,18.3,63.9,2.9,243.8,47.0,60.0,12.7,9.8,1.2,4.2
0.0,280.0,295.0,19.1,67.4,2.2,243.9,43.0,61.0,11.4,9.8,1.15,3.7
0.0,281.0,300.9,7.8,52.8,2.3,238.9,49.0,66.0,9.8,9.7,1.87,4.6
0.0,281.8,300.8,8.5,52.1,2.8,239.2,54.0,69.0,8.7,9.5,1.86,5.0
0.0,280.9,299.5,4.6,40.3,2.0,243.0,51.0,73.0,7.5,9.2,1.86,4.2
0.0,284.8,303.7,1.4,30.7,2.1,228.3,56.0,78.0,6.3,8.9,2.52,4.7
0.0,287.3,306.2,1.3,29.9,1.9,214.9,56.0,81.0,5.4,8.6,2.93,4.6
0.0,286.4,305.4,2.2,32.9,2.3,232.5,60.0,82.0,4.9,8.4,2.75,5.0
0.0,285.6,302.6,9.0,47.2,2.5,228.4,59.0,80.0,5.2,8.3,2.15,4.8
0.0,284.2,299.4,16.3,60.0,3.3,224.6,62.0,77.0,6.0,8.3,1.6,4.8
