pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.3,308.2,7.3,33.4,2.8,286.7,52.0,75.0,6.5,8.4,3.21,6.8
0.0,292.9,308.0,5.7,28.4,3.4,275.8,58.0,78.0,5.5,8.2,3.32,7.4
0.0,292.4,307.3,10.5,38.6,4.3,278.6,64.0,78.0,5.3,8.0,2.95,7.9
0.0,289.8,304.7,19.1,57.7,3.6,275.6,56.0,76.0,5.9,7.8,2.15,6.4
0.0,289.0,304.8,18.0,58.5,3.0,267.8,52.0,76.0,6.3,7.7,2.16,5.9
0.0,289.2,305.6,19.1,62.9,4.3,261.2,60.0,76.0,6.7,7.6,2.18,6.8
0.0,286.7,303.3,24.0,76.7,5.2,269.4,64.0,72.0,7.7,7.8,1.69,6.5
0.0,283.3,294.6,44.7,95.1,7.3,256.3,67.0,63.0,10.2,8.2,0.66,4.2
0.0,283.1,299.5,28.8,89.4,4.3,268.3,52.0,63.0,11.1,8.5,1.19,5.1
0.0,287.0,302.1,15.6,51.4,3.5,266.6,51.0,68.0,9.7,8.5,1.97,5.9
0.0,285.9,302.3,17.0,59.1,4.9,261.9,61.0,69.0,8.9,8.4,1.87,6.6
0.0,282.1,293.1,50.8,100.0,6.3,259.3,58.0,58.0,11.8,8.8,0.48,3.5
0.0,281.6,292.9,50.6,100.0,3.4,254.6,41.0,53.0,13.8,9.2,0.46,3.2
0.0,282.5,295.0,45.3,100.0,3.3,236.9,39.0,50.0,15.0,9.6,0.62,3.4
0.0,283.7,295.1,54.4,100.0,2.7,170.9,33.0,45.0,16.0,10.0,0.44,2.6
0.0,285.9,300.3,30.0,81.0,3.7,248.9,43.0,53.0,14.5,10.2,1.3,4.9
0.0,288.2,303.2,22.6,66.3,3.8,247.8,46.0,56.0,12.6,10.2,1.82,5.7
0.0,289.7,303.0,16.0,46.7,2.7,247.2,43.0,61.0,10.6,10.1,2.16,5.2
0.0,290.3,305.1,11.5,40.9,3.0,247.1,47.0,65.0,8.9,9.8,2.56,5.8
0.0,291.0,306.9,8.8,37.0,2.3,244.4,45.0,69.0,7.6,9.5,2.91,5.3
0.0,292.2,307.6,10.5,39.5,2.8,240.4,49.0,71.0,6.8,9.3,2.97,5.9
0.0,286.7,300.7,32.9,84.9,3.6,234.4,48.0,64.0,8.6,9.3,1.25,4.6
0.0,286.4,302.3,25.9,78.2,3.6,236.6,49.0,64.0,9.2,9.4,1.55,5.0
0.0,289.3,305.7,10.7,43.0,2.6,240.3,46.0,69.0,8.1,9.3,2.59,5.3
0.0,289.2,304.8,13.5,47.5,3.4,235.6,52.0,69.0,7.4,9.2,2.37,5.8
0.0,288.7,303.5,12.8,44.0,3.8,231.6,55.0,71.0,6.9,9.0,2.27,6.0
0.0,290.1,305.9,3.5,29.3,2.7,230.4,52.0,76.0,5.9,8.7,2.92,5.4
0.0,293.3,309.2,1.0,21.4,2.8,229.0,55.0,80.0,4.8,8.5,3.72,5.9
0.0,293.2,309.3,1.0,21.4,2.8,225.0,57.0,83.0,4.1,8.1,3.73,5.9
0.0,291.7,307.4,2.9,27.6,3.2,222.6,60.0,84.0,3.9,7.8,3.22,6.1
