pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.4,298.8,25.5,58.8,3.4,311.2,40.0,48.0,10.2,13.8,1.41,5.9
0.0,281.6,299.0,24.3,59.9,4.6,349.6,48.0,51.0,9.3,13.6,1.43,6.8
0.0,286.9,304.1,18.3,41.6,6.5,338.1,62.0,54.0,8.2,13.4,2.23,9.2
0.0,288.4,307.0,17.8,43.6,3.5,338.6,47.0,56.0,7.4,13.3,2.59,7.9
0.0,289.0,305.6,22.5,49.4,3.6,324.8,49.0,58.0,7.1,12.4,2.27,7.5
0.0,285.3,302.6,27.8,66.8,5.0,299.7,56.0,57.0,7.4,12.1,1.65,7.0
14.1,281.4,290.7,51.2,77.3,5.1,162.6,0.0,32.0,12.4,13.3,0.56,3.3
32.3,280.4,288.6,60.5,85.9,5.4,111.9,0.0,25.0,16.2,14.6,0.37,2.3
17.4,280.2,285.1,74.6,85.2,4.7,178.1,0.0,18.0,19.3,16.1,0.21,2.2
6.7,280.6,287.6,57.7,75.1,3.4,122.6,0.0,18.0,19.4,17.1,0.43,2.4
0.0,280.0,295.6,36.0,81.9,1.8,295.0,22.0,30.0,16.8,17.2,0.91,4.4
20.7,283.7,293.5,49.9,77.0,3.6,138.2,0.0,17.0,18.7,18.1,0.69,3.2
47.6,280.5,291.2,55.5,93.1,5.0,149.2,0.0,13.0,20.7,19.4,0.44,2.8
20.0,278.0,286.3,64.7,93.7,4.1,211.3,0.0,9.0,22.4,20.4,0.25,2.5
1.5,278.0,292.9,38.1,84.2,3.0,282.2,0.0,13.0,19.6,20.1,0.74,4.2
0.0,281.1,294.2,37.5,71.8,3.2,336.4,24.0,26.0,16.5,19.6,0.88,5.0
0.0,281.8,296.6,33.7,71.5,3.7,325.2,27.0,28.0,14.3,19.4,1.06,5.5
0.0,280.9,294.5,30.4,59.4,4.6,361.2,32.0,31.0,12.3,19.3,1.05,5.9
0.0,283.1,299.4,23.2,52.3,3.2,364.7,30.0,36.0,10.6,18.5,1.55,6.6
0.0,287.3,303.6,23.2,50.7,3.3,344.2,32.0,39.0,9.4,17.8,2.0,7.2
0.0,290.2,307.0,25.9,57.8,2.9,351.9,32.0,42.0,8.7,16.9,2.28,7.4
0.0,291.7,306.2,31.7,61.6,2.9,350.9,32.0,42.0,8.4,16.4,2.04,7.2
0.0,292.7,307.5,31.8,62.5,2.6,348.3,32.0,44.0,8.3,16.0,2.18,7.2
0.0,292.4,308.1,32.2,67.1,2.8,349.3,33.0,44.0,8.3,15.8,2.17,7.4
0.0,287.8,308.1,32.4,92.5,2.6,318.6,31.0,42.0,9.5,15.9,1.87,6.6
19.3,283.8,290.5,77.1,99.2,6.4,215.3,0.0,19.0,15.4,17.0,0.17,2.5
0.0,283.2,297.5,39.9,80.0,2.1,326.9,24.0,34.0,14.0,16.7,0.97,5.1
0.0,286.6,299.2,35.7,61.8,2.0,312.5,26.0,37.0,12.3,16.2,1.3,5.3
0.0,289.7,306.1,26.5,55.8,2.9,347.1,33.0,42.0,10.6,15.8,2.17,7.3
0.0,291.1,306.8,26.4,52.5,3.0,324.9,35.0,44.0,9.4,15.4,2.31,7.3
