pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.5,291.4,7.8,32.2,4.0,132.2,68.0,75.0,8.6,8.2,1.36,3.7
0.0,283.8,294.8,6.0,36.6,2.2,131.3,55.0,78.0,7.5,8.0,1.53,2.7
0.0,282.1,288.7,34.4,67.8,2.2,130.5,46.0,70.0,8.4,8.1,0.7,1.8
0.0,283.3,291.2,15.1,44.6,3.5,134.4,62.0,75.0,7.8,8.0,1.15,3.1
0.0,284.2,295.9,1.0,27.7,2.9,135.3,66.0,83.0,6.5,7.7,1.75,3.5
0.0,286.1,299.2,1.0,20.2,3.6,136.9,75.0,86.0,5.4,7.5,2.22,4.6
0.0,284.9,300.3,1.0,22.3,2.7,134.2,68.0,88.0,4.6,7.3,2.27,3.8
0.0,282.5,293.9,18.1,59.7,2.3,137.0,55.0,81.0,5.8,7.4,1.15,2.4
0.0,283.2,292.9,12.5,45.0,4.0,135.3,71.0,82.0,6.0,7.4,1.26,3.6
0.0,284.0,288.0,11.8,32.4,4.2,53.9,71.0,81.0,5.8,7.2,1.14,3.6
0.0,282.3,294.8,8.1,43.8,2.3,123.0,59.0,84.0,5.8,7.1,1.41,2.7
0.0,281.8,291.3,27.4,68.9,2.9,123.7,56.0,76.0,7.1,7.2,0.85,2.3
11.7,279.6,292.7,27.1,85.1,2.7,100.4,0.0,47.0,12.0,8.6,0.81,2.2
16.0,278.0,283.1,66.9,100.0,4.4,69.7,0.0,33.0,17.4,10.3,0.15,0.9
0.0,278.4,288.4,30.1,76.5,4.6,133.3,51.0,51.0,15.6,10.6,0.64,2.5
0.0,280.6,292.2,2.0,30.6,3.6,139.7,56.0,62.0,12.0,10.4,1.36,3.6
0.0,281.1,290.2,15.0,39.7,3.1,137.5,50.0,63.0,9.3,10.4,1.09,2.8
0.0,280.8,290.3,21.6,51.6,1.9,133.5,41.0,63.0,8.9,10.4,0.96,2.0
0.0,280.0,289.0,45.2,87.8,1.6,130.2,34.0,55.0,11.0,10.3,0.5,1.4
0.0,280.4,289.2,44.5,85.5,2.5,135.4,40.0,55.0,12.2,10.2,0.52,1.7
0.0,280.6,292.6,24.2,64.8,3.2,140.3,48.0,59.0,11.2,10.2,0.97,2.7
0.0,285.1,294.8,8.8,30.5,2.3,138.9,48.0,66.0,9.2,10.1,1.59,2.9
0.0,285.2,295.7,6.5,27.9,2.8,129.3,54.0,69.0,7.6,10.0,1.71,3.4
0.0,285.0,296.0,4.7,25.5,3.6,143.4,64.0,73.0,6.4,9.8,1.76,4.1
0.0,283.9,292.4,9.1,29.1,4.6,141.5,71.0,73.0,5.8,9.7,1.41,4.3
0.0,283.7,294.2,5.5,26.4,2.8,142.5,60.0,78.0,5.2,9.1,1.57,3.3
0.0,284.1,294.5,6.9,28.6,3.1,144.8,64.0,80.0,4.9,8.6,1.58,3.5
0.0,283.7,294.5,7.1,29.6,2.7,139.6,62.0,81.0,4.7,8.4,1.55,3.2
0.0,286.5,299.2,3.4,25.2,3.4,144.0,71.0,84.0,4.4,8.3,2.1,4.4
