pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.7,297.6,52.2,100.0,2.9,337.1,28.0,34.0,15.1,16.0,0.64,4.8
0.0,284.4,301.6,26.1,69.5,4.9,349.5,41.0,39.0,13.1,15.7,1.58,7.3
0.0,284.3,301.0,31.6,81.2,2.7,347.1,31.0,40.0,12.7,15.6,1.35,5.9
0.0,283.0,301.6,30.8,89.9,2.8,345.6,32.0,41.0,12.3,15.4,1.35,5.9
0.0,282.6,299.0,32.2,82.3,3.3,343.7,35.0,42.0,11.9,15.1,1.18,5.8
12.0,283.3,292.3,55.7,88.1,2.8,225.5,0.0,28.0,12.7,15.0,0.52,3.4
42.1,283.0,288.5,78.1,98.2,6.0,98.7,0.0,18.0,17.8,16.4,0.16,1.6
8.0,282.4,286.4,74.4,84.7,6.9,188.6,0.0,14.0,20.5,17.6,0.25,2.4
0.0,281.2,292.2,48.8,88.8,2.4,309.0,22.0,26.0,18.8,17.7,0.59,4.1
20.4,280.6,285.8,79.5,98.4,5.3,110.1,0.0,10.0,22.1,19.1,0.13,1.5
7.9,279.1,286.8,67.3,99.0,4.5,228.5,0.0,9.0,22.8,20.0,0.23,2.5
6.1,279.3,292.3,47.4,99.2,3.6,341.9,0.0,11.0,21.9,20.5,0.55,4.3
0.4,281.1,290.2,54.4,87.3,5.1,243.0,0.0,12.0,19.9,20.5,0.47,3.5
0.0,280.6,296.8,40.8,100.0,4.1,347.2,27.0,23.0,18.5,20.1,0.8,5.2
0.0,284.4,297.7,40.9,84.8,3.5,335.1,27.0,26.0,16.5,19.5,0.96,5.4
0.0,283.7,298.1,47.6,100.0,3.2,342.4,25.0,25.0,16.3,19.6,0.74,5.1
0.0,282.1,295.9,48.9,100.0,3.4,356.0,26.0,26.0,16.3,19.3,0.63,4.9
3.7,280.5,288.7,63.7,96.5,5.3,192.2,0.0,14.0,18.0,19.6,0.3,2.6
0.0,281.0,294.6,50.7,100.0,1.5,343.0,19.0,24.0,17.6,19.5,0.54,4.4
0.0,282.6,299.8,42.3,100.0,2.3,355.2,22.0,25.0,16.9,19.5,0.87,5.3
0.0,284.2,301.9,39.2,100.0,2.3,353.8,23.0,27.0,16.3,19.2,1.1,5.7
0.0,284.2,299.6,45.0,100.0,2.7,332.0,24.0,27.0,16.1,19.0,0.85,5.2
0.0,285.0,303.0,36.4,100.0,1.4,354.4,20.0,28.0,15.6,19.0,1.27,5.6
0.0,286.3,302.9,39.4,100.0,2.4,342.9,25.0,29.0,15.3,18.6,1.18,5.9
0.0,286.0,301.9,45.7,100.0,2.9,341.0,26.0,29.0,15.3,18.3,0.9,5.6
0.0,286.1,303.0,43.4,100.0,2.1,341.0,24.0,30.0,15.2,18.2,1.01,5.6
0.0,287.4,307.3,31.7,100.0,1.8,347.2,24.0,32.0,14.7,18.0,1.75,6.4
0.0,286.8,307.0,28.7,93.3,2.7,341.1,28.0,34.0,13.9,17.7,1.85,6.8
0.0,282.9,300.1,32.6,90.8,4.3,351.9,34.0,34.0,13.7,17.5,1.2,6.3
0.0,283.3,298.5,26.9,67.2,5.1,357.3,40.0,37.0,12.0,17.2,1.33,6.8
