pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.6,310.8,12.9,83.5,2.3,355.8,51.0,71.0,8.4,9.1,2.9,7.6
0.0,281.7,308.4,14.8,91.8,2.6,355.0,52.0,69.0,9.2,9.2,2.47,7.4
0.0,280.8,304.9,17.7,94.5,2.3,354.4,47.0,66.0,10.0,9.3,1.97,6.5
0.0,280.3,304.4,17.2,93.5,2.8,353.7,50.0,65.0,10.6,9.4,1.88,6.8
0.0,280.1,306.1,15.3,94.0,2.9,356.9,51.0,64.0,10.9,9.5,2.25,7.2
0.0,281.0,307.1,11.5,75.5,3.3,353.0,56.0,67.0,9.9,9.4,2.49,7.9
0.0,281.3,309.4,8.6,69.1,3.5,350.8,60.0,69.0,8.9,9.4,2.85,8.6
0.0,282.6,310.4,8.2,64.6,3.9,347.0,65.0,72.0,8.0,9.2,3.14,9.2
0.0,284.2,311.7,6.1,54.6,4.8,335.8,75.0,75.0,7.1,9.0,3.46,10.5
0.0,282.8,313.2,5.1,57.9,5.0,353.7,79.0,77.0,6.5,8.8,3.49,11.4
0.0,282.8,309.1,11.0,71.7,2.5,349.1,55.0,76.0,6.7,8.7,2.6,7.4
0.0,281.9,310.1,12.7,89.0,1.9,345.5,49.0,73.0,7.8,8.7,2.82,6.9
0.0,283.2,313.8,8.5,75.1,2.0,338.1,51.0,75.0,7.7,8.6,3.52,7.5
0.0,286.9,314.5,8.9,62.0,2.6,338.2,57.0,76.0,7.1,8.6,3.85,8.3
0.0,287.1,314.5,8.6,60.9,2.2,335.1,54.0,77.0,6.7,8.5,3.86,7.7
0.0,287.1,315.0,8.3,61.0,2.7,338.9,60.0,78.0,6.4,8.3,3.86,8.6
0.0,285.6,308.9,15.0,72.9,3.0,334.7,59.0,76.0,6.8,8.3,2.44,7.6
0.0,284.7,308.1,19.1,91.4,2.9,336.2,55.0,72.0,8.3,8.4,2.28,7.2
0.0,284.1,308.3,18.7,95.6,2.5,328.6,51.0,70.0,9.6,8.5,2.47,6.8
0.0,283.3,310.7,12.8,86.7,2.6,331.1,53.0,70.0,9.7,8.6,2.94,7.4
0.0,282.5,309.5,12.0,81.9,2.8,336.8,54.0,71.0,9.5,8.7,2.86,7.6
0.0,281.5,308.1,11.6,73.2,2.9,334.8,56.0,72.0,8.9,8.7,2.48,7.2
0.0,281.2,303.2,17.8,84.2,3.6,335.3,59.0,69.0,9.3,8.8,1.69,6.9
0.0,280.4,306.8,15.8,97.5,3.4,333.5,56.0,67.0,10.4,9.0,2.35,7.3
0.0,279.9,307.7,10.7,82.1,4.1,332.1,64.0,69.0,10.0,8.9,2.51,8.5
0.0,280.7,307.8,10.0,72.3,3.8,335.2,63.0,71.0,9.2,8.8,2.23,8.2
0.0,280.9,303.0,22.5,100.0,3.3,330.3,53.0,65.0,10.8,9.0,1.48,6.3
0.0,280.3,303.5,24.2,100.0,2.8,328.1,47.0,62.0,12.0,9.3,1.61,5.9
0.0,280.7,305.3,19.5,100.0,2.8,321.1,47.0,60.0,12.6,9.6,1.95,6.4
0.0,281.5,309.3,13.1,91.6,2.1,319.2,44.0,62.0,12.2,9.7,2.57,6.6
