pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,280.4,298.7,15.0,57.2,3.6,351.6,59.0,70.0,7.4,9.4,1.57,6.7
0.0,281.5,300.3,20.3,73.7,4.1,333.7,62.0,69.0,7.6,9.4,1.53,6.8
0.0,282.0,302.3,20.3,79.5,3.4,348.3,56.0,69.0,8.0,9.3,1.68,6.9
0.0,282.3,303.6,18.3,77.0,3.1,344.4,55.0,69.0,8.1,9.3,1.86,6.9
0.0,283.1,302.2,18.4,68.3,3.6,351.0,59.0,70.0,7.9,9.2,1.79,7.1
0.0,282.2,301.0,17.0,63.8,4.3,349.6,65.0,71.0,7.6,9.0,1.72,7.3
0.0,282.9,299.5,20.3,64.6,4.0,343.9,62.0,71.0,7.5,8.9,1.54,6.8
0.0,282.8,298.9,23.5,70.7,2.5,343.2,50.0,70.0,7.7,8.9,1.41,5.9
0.0,284.0,300.7,20.4,64.7,3.8,335.2,61.0,71.0,7.6,8.9,1.66,6.8
0.0,283.3,301.3,21.5,72.8,3.5,341.7,58.0,71.0,7.8,8.8,1.62,6.7
0.0,283.3,300.7,17.6,60.1,3.1,343.2,57.0,73.0,7.4,8.7,1.73,6.6
0.0,283.8,302.0,16.1,58.5,2.7,342.2,55.0,74.0,7.1,8.6,1.89,6.6
0.0,286.0,303.4,18.8,62.3,2.8,331.8,55.0,74.0,7.1,8.5,1.98,6.7
0.0,285.0,302.5,22.3,72.0,4.0,335.6,63.0,73.0,7.5,8.5,1.74,7.1
0.0,282.4,302.5,16.2,65.7,4.9,335.9,72.0,74.0,7.4,8.5,1.87,7.7
0.0,280.9,303.6,14.1,68.8,2.6,340.8,55.0,75.0,7.3,8.4,1.98,6.6
0.0,284.0,304.2,15.0,61.5,3.2,314.1,60.0,76.0,7.1,8.3,2.12,6.9
1.1,284.8,302.3,19.8,65.7,2.3,264.0,50.0,73.0,7.3,8.3,1.81,5.5
0.0,283.9,303.3,18.7,70.0,2.7,333.0,55.0,74.0,7.4,8.3,1.88,6.5
0.0,284.1,304.4,13.9,58.5,3.9,334.3,67.0,76.0,7.1,8.2,2.18,7.6
0.0,282.1,302.7,15.4,65.0,3.9,335.9,67.0,76.0,7.0,8.1,1.9,7.2
0.0,280.8,301.7,15.5,67.1,3.5,338.3,63.0,77.0,7.1,8.1,1.78,6.8
0.0,279.9,302.2,9.2,50.2,2.8,340.8,61.0,80.0,6.5,7.9,2.03,6.6
0.0,282.1,301.9,13.3,55.6,3.1,326.4,62.0,79.0,6.4,7.8,1.93,6.6
0.0,282.2,302.0,15.2,61.4,3.2,323.9,62.0,79.0,6.5,7.8,1.87,6.6
0.0,281.9,304.3,12.2,59.8,3.2,320.5,64.0,80.0,6.5,7.7,2.17,7.0
0.0,282.9,303.6,17.5,71.4,3.3,315.1,62.0,78.0,6.9,7.7,1.92,6.7
0.0,281.9,303.8,17.2,75.7,2.8,309.7,58.0,77.0,7.4,7.7,1.91,6.3
0.0,285.1,302.6,18.6,62.1,3.0,242.9,58.0,76.0,7.3,7.7,1.9,5.8
1.4,283.9,302.7,16.3,60.4,3.6,291.3,0.0,57.0,7.9,7.9,1.95,6.6
