pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.9,295.6,36.7,75.4,1.9,296.9,27.0,41.0,9.6,16.0,0.9,4.4
4.7,282.4,286.2,76.6,84.7,1.4,278.2,0.0,22.0,13.0,16.5,0.25,3.1
2.1,283.0,287.7,69.3,83.5,1.7,226.6,0.0,22.0,14.3,16.3,0.36,2.8
2.2,283.3,286.9,74.3,81.7,1.0,84.7,0.0,20.0,15.5,16.5,0.36,1.4
0.0,282.9,290.2,58.7,79.7,1.4,254.5,20.0,31.0,14.7,16.4,0.37,3.3
0.0,282.6,294.8,49.0,89.7,1.8,333.9,23.0,33.0,14.5,16.4,0.78,4.5
0.0,282.4,298.4,36.3,80.2,1.3,344.4,22.0,36.0,13.4,16.4,1.28,4.9
0.0,284.3,300.6,25.9,56.0,1.1,342.7,24.0,40.0,11.5,16.1,1.38,5.2
0.0,286.0,302.4,28.3,63.1,1.7,335.9,28.0,43.0,10.4,15.6,1.59,5.6
0.0,281.4,298.6,35.8,95.7,2.7,326.4,32.0,41.0,11.5,15.2,1.02,5.3
0.0,280.2,293.9,49.0,100.0,2.6,336.3,29.0,38.0,13.1,15.1,0.62,4.3
0.0,281.2,296.1,41.3,92.2,1.7,338.4,26.0,39.0,13.3,15.0,0.98,4.7
0.0,282.8,298.0,32.0,69.5,2.7,346.7,32.0,42.0,12.0,14.8,1.27,5.5
0.0,286.0,302.1,23.1,50.9,3.2,349.4,38.0,46.0,10.3,14.7,1.76,6.8
0.0,286.9,302.6,24.6,53.3,3.4,343.7,40.0,48.0,9.3,14.4,1.83,6.9
0.0,281.7,296.4,37.1,85.8,4.3,339.0,42.0,46.0,10.1,14.3,1.16,5.4
2.1,278.9,287.3,54.7,83.6,5.6,298.9,0.0,31.0,11.7,14.2,0.46,3.5
4.2,277.0,288.2,50.1,89.7,3.3,283.9,0.0,28.0,13.9,14.5,0.42,3.4
0.0,277.0,290.3,45.7,93.7,1.5,330.3,25.0,39.0,14.1,14.5,0.5,3.8
0.9,278.1,291.2,45.4,88.6,1.7,210.8,0.0,28.0,14.2,14.6,0.52,3.0
11.6,280.4,291.4,49.4,84.4,2.5,234.0,0.0,22.0,17.0,15.9,0.52,3.4
0.0,279.9,294.7,43.7,92.6,1.7,288.7,23.0,32.0,16.1,16.1,0.67,4.0
0.0,281.7,297.7,38.4,85.6,1.3,332.8,23.0,35.0,14.8,16.0,1.03,4.7
0.0,283.4,299.3,32.9,72.4,1.4,351.3,25.0,39.0,13.1,15.5,1.3,5.3
0.0,284.3,300.4,29.1,66.7,1.3,346.0,26.0,43.0,11.6,15.0,1.37,5.4
0.0,285.7,302.1,28.6,63.2,1.4,351.6,28.0,45.0,10.4,14.7,1.56,5.7
0.0,286.3,303.9,26.6,65.6,1.2,354.3,28.0,47.0,9.6,14.5,1.85,5.8
0.0,289.1,306.7,22.2,54.5,1.0,354.5,29.0,51.0,8.7,13.9,2.41,5.9
0.0,287.8,306.8,21.4,54.4,1.6,343.7,33.0,53.0,8.0,13.7,2.43,6.3
0.0,287.1,306.8,19.8,51.3,1.6,352.8,35.0,55.0,7.5,13.4,2.31,6.4
