pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.9,312.2,20.1,62.3,1.8,364.2,48.0,83.0,6.1,6.1,3.2,7.5
0.0,293.1,312.6,18.0,57.1,3.8,364.4,64.0,84.0,6.1,6.1,3.4,9.6
0.0,293.7,311.1,19.8,55.2,3.2,360.7,59.0,83.0,6.2,6.1,3.17,8.7
0.0,292.8,312.6,14.7,48.8,2.1,368.0,52.0,85.0,5.9,6.1,3.61,8.0
0.0,292.3,310.9,15.0,46.7,1.9,366.7,50.0,85.0,5.7,6.1,3.34,7.5
0.0,292.1,312.7,10.4,38.5,2.1,375.0,53.0,87.0,5.3,6.0,3.87,8.2
0.0,292.2,313.4,8.7,34.5,1.7,372.1,51.0,89.0,4.8,5.9,4.11,7.6
0.0,294.5,316.3,9.9,38.6,2.2,363.9,55.0,90.0,4.6,5.8,4.67,8.6
0.0,298.0,317.5,10.5,35.1,2.3,362.5,56.0,90.0,4.4,5.7,5.14,8.9
0.0,295.7,316.6,9.4,35.2,1.8,364.5,53.0,91.0,4.3,5.6,4.87,8.0
0.0,293.6,313.7,9.9,35.6,1.1,366.9,47.0,92.0,4.2,5.5,4.17,6.7
0.0,291.5,312.3,11.3,41.7,2.3,365.9,57.0,91.0,4.3,5.5,3.71,8.2
0.0,290.7,310.1,15.8,51.6,3.9,362.9,69.0,89.0,4.8,5.5,3.09,9.3
0.0,290.4,308.0,19.4,56.1,4.0,360.0,68.0,87.0,5.3,5.5,2.65,8.7
0.0,290.8,309.3,15.2,47.7,2.0,361.9,52.0,88.0,5.4,5.5,3.04,7.3
0.0,291.1,310.9,12.6,43.5,2.1,360.3,54.0,89.0,5.2,5.5,3.41,7.6
0.0,291.9,313.5,10.5,40.9,2.4,359.0,57.0,90.0,5.0,5.4,3.97,8.3
0.0,292.9,311.8,12.4,40.5,3.5,335.1,67.0,90.0,4.9,5.4,3.67,9.1
0.0,292.9,310.5,13.3,40.0,2.3,358.0,56.0,90.0,4.9,5.4,3.44,7.8
0.0,292.0,310.4,11.5,37.3,1.7,357.5,51.0,91.0,4.7,5.3,3.47,7.1
0.0,292.1,311.6,7.3,27.9,1.3,362.1,50.0,94.0,4.3,5.2,3.91,6.7
0.0,292.7,314.4,6.5,28.3,2.0,358.2,57.0,95.0,3.9,5.1,4.48,7.9
0.0,292.9,310.0,9.8,30.6,2.1,352.8,57.0,94.0,3.9,5.1,3.59,7.4
0.0,293.2,313.1,8.5,31.6,1.8,339.0,55.0,95.0,3.8,5.0,4.14,7.2
0.0,294.4,310.7,9.5,28.4,3.4,195.0,68.0,95.0,3.7,4.9,3.81,7.7
0.4,292.0,299.6,28.1,44.4,2.1,109.3,49.0,87.0,4.8,5.0,1.84,3.9
0.0,292.0,313.4,15.1,54.7,1.9,345.4,52.0,91.0,5.2,5.1,3.63,7.4
0.0,296.3,314.8,12.3,38.5,2.4,341.9,58.0,92.0,5.0,5.0,4.38,8.2
0.0,298.4,313.4,13.6,34.5,1.9,337.8,53.0,92.0,4.8,5.0,4.27,7.4
0.0,295.4,312.1,13.2,37.5,3.6,326.5,68.0,92.0,4.7,5.0,3.84,9.1
