pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
2.0,283.1,296.1,42.1,75.0,1.9,335.4,0.0,25.0,14.0,16.2,0.93,5.0
0.7,284.2,300.1,33.5,69.5,1.9,350.7,0.0,27.0,12.7,15.9,1.35,5.7
0.0,284.0,305.2,26.0,72.8,3.5,358.9,36.0,42.0,11.4,15.6,1.92,7.4
0.0,284.1,305.1,24.5,67.0,2.9,335.0,34.0,44.0,10.2,15.3,1.99,6.9
0.0,283.0,304.6,25.1,72.5,3.6,355.4,39.0,45.0,9.7,15.1,1.88,7.4
0.0,280.7,298.3,33.3,79.3,3.0,347.3,35.0,44.0,9.9,15.1,1.15,5.7
6.9,278.0,288.4,47.2,73.5,5.0,314.8,0.0,28.0,12.6,15.2,0.55,4.1
1.9,277.1,287.7,44.8,70.6,5.2,234.0,0.0,28.0,12.6,15.2,0.55,3.7
0.0,277.4,297.1,27.3,74.7,2.4,269.4,31.0,42.0,11.5,14.9,1.17,4.8
0.0,279.9,301.1,31.1,93.3,2.7,263.8,32.0,41.0,11.8,14.9,1.31,5.2
0.0,282.9,303.3,29.0,79.5,1.4,175.9,26.0,43.0,11.1,14.7,1.62,3.9
0.0,285.2,301.4,33.6,70.7,2.0,245.4,29.0,43.0,10.5,14.7,1.45,4.9
0.5,281.6,290.4,59.1,83.2,3.4,283.0,32.0,38.0,11.6,14.9,0.46,3.8
0.0,281.2,293.7,39.1,67.4,2.5,180.9,31.0,43.0,10.9,14.0,0.88,3.6
0.0,283.4,299.8,30.5,64.8,2.0,344.1,32.0,48.0,10.1,13.7,1.41,5.7
0.0,280.4,293.6,43.6,80.5,4.4,282.9,41.0,45.0,10.5,13.6,0.75,4.6
0.0,279.7,293.9,36.6,70.9,5.2,369.6,47.0,48.0,10.2,13.5,0.89,5.7
0.0,279.8,301.8,22.8,68.7,5.9,364.9,54.0,51.0,9.5,13.3,1.66,8.1
0.0,283.2,305.5,21.3,62.2,4.2,365.7,47.0,53.0,8.7,13.2,2.13,8.2
0.0,285.8,307.8,22.2,62.6,2.1,356.7,35.0,54.0,8.2,13.0,2.41,7.0
0.0,285.8,305.1,29.2,72.8,3.2,354.0,41.0,55.0,8.4,12.4,1.85,7.2
0.0,286.7,305.7,30.6,74.8,4.0,345.9,45.0,55.0,8.6,12.2,1.87,7.6
0.0,287.5,311.9,20.1,63.3,3.9,363.5,48.0,58.0,8.0,11.9,3.05,9.4
0.0,289.7,312.7,21.8,62.6,3.3,357.7,45.0,59.0,7.7,11.7,3.15,8.9
0.0,288.0,304.3,32.7,67.4,5.2,358.4,53.0,57.0,7.9,11.6,1.76,8.0
0.0,287.7,311.8,20.4,63.1,4.0,367.0,50.0,60.0,7.6,11.5,3.03,9.5
0.0,289.9,312.7,19.8,54.9,2.3,365.4,40.0,62.0,7.2,11.3,3.31,8.1
0.0,285.6,305.9,25.6,66.7,4.6,353.4,53.0,62.0,7.3,10.9,2.07,8.2
0.0,282.1,297.1,29.9,58.3,7.6,360.5,69.0,61.0,7.5,10.7,1.26,7.3
0.0,281.4,300.6,26.9,68.5,6.9,365.2,66.0,62.0,7.7,10.5,1.49,7.9
