pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,294.0,307.5,26.1,61.9,3.8,334.1,57.0,67.0,7.2,9.8,2.38,8.0
0.0,294.0,307.6,24.7,59.4,3.3,335.8,55.0,68.0,7.2,9.7,2.46,7.7
0.0,294.4,308.3,21.1,53.1,3.7,338.6,59.0,70.0,7.0,9.5,2.73,8.3
0.0,294.0,306.7,19.2,46.4,3.8,338.8,61.0,71.0,6.7,9.3,2.67,8.2
0.0,293.4,307.0,18.1,46.7,3.1,182.4,55.0,72.0,6.4,9.2,2.71,6.2
0.0,293.0,307.1,23.5,59.0,1.6,327.5,44.0,72.0,6.6,9.0,2.41,6.3
0.0,295.1,308.3,25.1,58.7,2.0,329.8,47.0,72.0,6.8,8.9,2.57,6.8
0.0,295.2,309.7,21.0,54.4,2.7,327.5,54.0,73.0,6.7,8.8,2.92,7.6
0.0,294.7,309.5,20.9,55.3,3.6,329.6,61.0,74.0,6.7,8.7,2.86,8.3
0.0,294.4,308.8,21.5,55.3,3.2,329.7,58.0,74.0,6.7,8.6,2.75,7.8
0.0,295.0,308.1,22.3,53.0,2.8,326.9,55.0,74.0,6.7,8.5,2.7,7.4
0.0,294.0,309.5,20.8,57.3,2.1,327.3,50.0,75.0,6.7,8.4,2.82,7.0
0.0,293.4,309.6,23.1,65.0,2.1,312.1,50.0,74.0,7.0,8.4,2.65,6.7
0.0,293.5,303.4,39.3,72.1,1.9,277.7,43.0,68.0,7.9,8.4,1.56,5.4
0.0,292.6,304.4,38.9,80.4,2.5,284.3,46.0,66.0,8.9,8.5,1.55,5.7
0.0,292.0,305.5,24.6,60.2,3.4,312.4,57.0,71.0,8.4,8.5,2.19,7.1
0.0,287.5,303.2,21.1,61.3,4.0,318.0,63.0,72.0,8.1,8.4,1.93,7.2
0.0,287.6,303.1,17.1,51.5,1.7,324.0,47.0,74.0,7.6,8.4,2.1,5.8
0.0,291.1,308.1,15.9,51.7,2.4,322.6,54.0,76.0,7.1,8.3,2.78,7.0
0.0,294.7,308.7,14.6,40.8,5.2,316.4,78.0,78.0,6.5,8.1,3.17,9.6
0.0,293.8,305.9,21.8,50.3,6.1,307.6,82.0,76.0,6.6,8.0,2.48,9.1
0.0,291.4,302.6,39.2,78.7,5.6,241.0,69.0,69.0,8.0,8.1,1.41,6.2
0.0,290.6,302.4,39.0,81.4,5.3,220.9,64.0,66.0,9.1,8.3,1.36,5.8
0.0,288.6,298.8,51.0,94.8,5.1,205.6,57.0,59.0,11.1,8.6,0.8,4.3
0.0,288.0,299.9,49.1,100.0,4.2,208.7,50.0,55.0,12.9,9.0,0.82,4.3
0.0,289.6,301.6,39.1,82.8,4.5,300.5,55.0,59.0,12.5,9.2,1.29,6.1
0.0,290.1,302.8,33.4,75.0,2.9,300.4,47.0,61.0,11.7,9.3,1.58,6.0
0.0,292.9,306.1,27.8,65.3,2.1,300.3,43.0,63.0,10.6,9.3,2.14,6.1
0.0,294.9,308.6,22.5,55.8,2.1,300.0,46.0,67.0,9.5,9.2,2.73,6.5
0.0,295.3,309.8,21.0,55.0,2.7,287.3,51.0,69.0,8.6,9.1,2.95,7.0
