pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.5,311.7,12.2,58.7,1.6,295.8,36.0,55.0,9.9,12.7,3.37,6.1
0.0,294.6,312.9,14.6,62.0,2.4,291.9,42.0,57.0,8.9,12.4,3.5,7.1
0.0,293.7,314.2,14.6,68.9,2.6,293.1,44.0,59.0,8.5,12.2,3.59,7.4
0.0,294.4,311.4,21.6,75.0,3.5,287.7,48.0,58.0,8.6,12.1,2.87,7.6
0.0,293.1,308.2,29.2,85.4,3.5,285.4,46.0,55.0,9.5,12.1,2.1,6.7
0.8,292.3,302.5,46.1,94.3,4.4,255.6,0.0,36.0,11.5,12.4,1.11,5.3
1.1,293.3,299.2,63.7,97.0,4.6,214.2,0.0,32.0,13.6,12.7,0.61,3.9
0.0,288.8,299.5,61.9,100.0,3.9,225.7,37.0,40.0,15.1,12.7,0.37,3.5
0.0,287.9,300.3,46.2,100.0,2.8,283.8,34.0,42.0,15.7,13.0,0.84,4.6
0.0,288.1,299.9,43.0,98.8,3.0,283.3,34.0,41.0,15.9,13.2,0.95,4.8
0.0,289.0,304.4,31.7,94.0,2.7,278.6,34.0,43.0,15.3,13.3,1.52,5.4
0.0,288.5,307.4,20.7,83.1,2.9,278.4,38.0,46.0,13.8,13.3,2.18,6.2
0.0,291.5,309.8,17.8,71.5,2.8,271.9,39.0,50.0,12.1,13.1,2.71,6.6
0.3,293.9,309.7,23.4,74.8,2.9,269.6,39.0,50.0,11.3,12.9,2.55,6.5
0.4,294.1,307.1,27.3,72.7,3.5,245.2,43.0,51.0,10.8,12.6,2.19,6.2
0.0,292.7,306.1,33.0,85.7,4.1,214.8,45.0,50.0,11.2,12.6,1.76,5.7
0.0,289.2,304.7,33.1,97.6,3.8,259.5,43.0,48.0,12.5,12.7,1.48,5.6
0.0,288.1,302.3,33.8,93.2,2.6,271.0,36.0,47.0,13.1,12.8,1.32,4.9
0.0,287.5,301.7,31.1,87.6,2.4,271.1,35.0,47.0,13.0,12.9,1.38,4.8
0.0,288.6,301.8,33.0,86.5,2.7,264.5,36.0,47.0,12.8,12.9,1.37,4.9
0.0,290.1,298.3,44.0,82.1,3.7,253.2,40.0,46.0,12.8,12.9,1.03,4.6
0.0,291.0,297.6,48.6,81.3,3.2,214.9,37.0,45.0,12.8,12.8,0.95,4.0
0.0,286.6,298.6,44.0,100.0,2.9,228.8,34.0,43.0,14.2,13.0,0.84,3.9
0.0,285.6,301.1,36.7,100.0,2.9,224.5,35.0,43.0,15.0,13.1,1.06,4.2
0.0,288.6,297.9,47.9,93.7,3.7,256.8,37.0,41.0,15.2,13.3,0.82,4.3
0.0,286.9,297.0,47.2,97.3,3.5,258.2,35.0,40.0,15.7,13.5,0.76,4.1
0.0,286.3,298.7,41.8,100.0,2.9,146.9,31.0,38.0,16.2,13.7,0.89,3.2
0.0,286.9,302.6,28.3,88.7,3.8,247.4,39.0,42.0,15.2,13.7,1.48,5.3
0.0,285.8,305.0,17.2,75.8,2.4,251.2,35.0,47.0,13.3,13.5,2.03,5.2
0.0,285.9,304.0,17.6,72.6,2.9,252.5,39.0,49.0,11.9,13.3,1.95,5.4
