pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.3,303.5,30.4,70.8,4.8,347.6,63.0,66.0,8.6,9.4,1.71,7.6
0.0,289.4,302.2,31.6,80.4,4.6,349.8,60.0,64.0,9.1,9.4,1.43,7.1
0.0,288.8,300.7,23.4,61.7,4.8,357.9,65.0,67.0,8.6,9.4,1.65,7.5
0.0,290.0,302.8,12.7,43.8,4.1,362.1,65.0,72.0,7.5,9.1,2.25,8.1
0.0,292.9,301.7,15.4,35.2,3.6,358.9,62.0,74.0,6.7,8.9,2.32,7.8
0.0,293.1,300.9,25.4,47.4,3.3,358.4,57.0,72.0,6.6,8.8,1.92,7.2
0.0,294.4,306.2,15.8,41.7,3.3,361.3,61.0,76.0,6.2,8.6,2.75,8.2
0.0,298.3,306.3,15.5,33.4,3.9,353.7,67.0,78.0,5.7,8.4,3.11,8.9
0.0,299.3,308.2,13.5,31.9,3.8,353.2,69.0,80.0,5.2,8.2,3.49,9.1
0.0,300.5,311.0,8.8,26.7,2.9,355.3,64.0,83.0,4.6,8.0,4.21,8.7
0.0,299.8,311.5,7.6,26.3,3.6,360.2,73.0,85.0,4.2,7.7,4.28,9.5
0.0,299.6,308.0,14.6,32.7,3.7,357.2,71.0,84.0,4.3,7.6,3.44,9.0
0.0,300.0,308.6,11.7,28.7,2.8,357.9,65.0,86.0,4.1,7.4,3.7,8.3
0.0,299.0,307.2,13.9,31.4,3.2,358.5,68.0,86.0,4.2,7.2,3.34,8.5
0.0,299.7,307.3,11.2,26.7,3.2,356.6,69.0,88.0,4.1,7.0,3.56,8.6
0.0,300.0,307.9,9.0,23.9,3.2,277.8,71.0,89.0,3.8,6.8,3.77,7.9
0.0,296.7,307.5,10.4,30.2,3.7,289.5,75.0,89.0,3.8,6.7,3.34,8.2
0.0,296.1,304.3,21.6,42.6,4.4,342.6,76.0,86.0,4.5,6.7,2.49,8.4
0.0,293.9,303.0,27.0,53.3,4.2,332.6,71.0,83.0,5.3,6.7,2.01,7.6
0.0,294.4,303.0,25.9,50.1,3.5,343.5,65.0,83.0,5.8,6.6,2.1,7.4
0.0,294.8,302.1,25.9,46.6,4.2,343.9,71.0,82.0,6.1,6.6,2.09,7.8
0.0,296.0,303.6,17.4,35.5,3.1,300.4,64.0,84.0,5.7,6.6,2.61,7.2
0.0,297.3,304.8,14.8,31.7,3.9,336.7,74.0,87.0,5.3,6.5,2.93,8.4
0.0,296.1,304.3,16.9,35.9,3.4,341.5,69.0,87.0,5.2,6.4,2.69,7.9
0.0,296.8,305.3,16.0,35.1,4.4,339.6,79.0,87.0,5.1,6.4,2.87,8.8
0.0,296.6,306.1,16.2,37.3,4.1,337.8,76.0,88.0,5.1,6.3,2.91,8.6
0.0,297.9,306.0,18.4,37.8,3.1,336.3,67.0,88.0,5.1,6.2,2.91,7.8
0.0,298.9,306.6,23.6,44.0,4.1,333.8,73.0,86.0,5.4,6.2,2.79,8.5
0.0,298.8,307.0,26.0,48.6,4.0,331.9,71.0,85.0,5.8,6.2,2.69,8.3
0.0,297.2,306.6,26.2,52.3,4.1,334.4,71.0,84.0,6.2,6.2,2.5,8.2
