pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,288.3,298.7,40.3,65.6,2.5,332.3,36.0,54.0,9.6,11.2,1.13,5.7
0.0,286.2,295.9,47.2,74.3,2.9,348.0,37.0,52.0,10.2,11.2,0.8,5.4
0.0,284.2,294.5,44.5,73.5,3.1,354.2,39.0,53.0,10.5,11.1,0.77,5.3
0.0,284.9,295.1,37.7,61.2,3.1,354.9,40.0,55.0,10.0,11.0,0.98,5.6
0.0,284.4,295.8,37.2,65.7,3.2,348.8,41.0,55.0,9.8,10.9,0.98,5.6
0.0,283.5,293.9,45.9,76.7,2.7,348.2,36.0,53.0,10.3,11.0,0.7,5.0
0.0,283.2,294.3,43.2,75.6,2.3,347.9,34.0,53.0,10.6,11.0,0.76,5.0
0.0,284.6,294.8,43.7,71.5,2.7,347.8,37.0,53.0,10.6,11.0,0.81,5.2
0.0,286.4,298.4,36.3,66.1,3.7,346.0,44.0,55.0,10.2,10.9,1.15,6.1
0.0,289.3,299.3,42.2,66.7,3.9,336.8,44.0,55.0,10.0,10.8,1.14,6.1
0.0,288.8,299.3,41.9,68.6,3.2,339.7,40.0,55.0,10.0,10.8,1.12,6.0
0.0,289.6,299.3,39.4,60.9,2.8,309.8,38.0,55.0,9.7,10.7,1.25,5.7
0.0,287.9,298.0,42.7,68.3,2.9,311.2,38.0,54.0,9.8,10.7,1.03,5.4
0.0,287.2,297.1,43.5,69.0,2.4,337.0,36.0,55.0,9.9,10.6,0.96,5.4
0.0,287.9,297.1,42.7,64.3,3.0,335.8,39.0,55.0,9.9,10.6,1.02,5.6
0.0,288.5,298.5,37.9,59.8,3.2,337.4,42.0,57.0,9.5,10.5,1.22,6.0
0.0,289.8,298.9,35.1,51.7,3.0,334.8,41.0,59.0,9.1,10.4,1.39,6.1
0.0,292.1,303.2,28.1,46.5,2.8,332.2,42.0,61.0,8.4,10.2,1.95,6.7
0.0,294.5,304.3,23.7,45.7,3.3,329.6,47.0,64.0,7.8,10.1,2.22,7.2
0.0,296.1,306.3,19.3,39.4,2.6,330.1,44.0,66.0,7.1,9.9,2.69,7.1
0.0,294.3,304.1,23.7,45.8,2.8,328.1,45.0,67.0,6.9,9.7,2.2,6.8
0.0,290.4,300.7,28.5,55.9,3.5,319.8,48.0,65.0,7.1,9.6,1.59,6.4
0.0,290.1,297.9,24.3,41.8,2.4,311.7,42.0,67.0,6.9,9.4,1.61,5.7
0.0,289.5,299.8,22.9,46.7,2.3,311.2,42.0,68.0,6.8,9.2,1.69,5.7
0.0,290.3,298.6,32.6,55.3,2.4,310.6,41.0,66.0,7.3,9.2,1.38,5.5
5.9,288.1,299.3,32.7,67.0,2.3,292.8,0.0,44.0,10.1,9.9,1.27,5.2
0.3,290.2,298.4,37.5,62.2,3.3,297.3,41.0,57.0,9.9,10.0,1.22,5.5
1.1,288.0,298.7,38.9,75.7,2.6,283.4,0.0,42.0,10.6,10.1,1.05,5.0
0.0,288.9,297.4,40.3,67.9,2.5,311.2,37.0,56.0,10.4,10.2,1.05,5.2
0.0,285.6,296.5,41.4,81.8,2.9,313.1,39.0,55.0,10.9,10.3,0.83,4.9
