pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.6,305.5,39.1,90.0,2.7,337.6,36.0,47.0,12.7,12.6,1.45,6.5
0.0,291.9,305.6,39.9,96.0,2.1,336.7,33.0,46.0,13.1,12.7,1.36,6.2
0.0,291.5,305.2,39.3,95.1,2.4,336.0,34.0,46.0,13.4,12.8,1.36,6.2
0.0,292.3,305.3,40.5,93.3,2.2,334.0,33.0,46.0,13.4,12.8,1.36,6.1
0.0,292.8,304.3,45.9,95.2,2.6,287.1,33.0,44.0,13.8,12.8,1.15,5.5
0.0,292.3,306.0,41.7,99.5,2.6,333.1,34.0,44.0,14.2,12.9,1.31,6.3
0.0,292.2,303.0,50.2,99.1,3.3,329.2,36.0,42.0,14.8,13.1,0.93,5.8
0.0,292.2,305.2,42.8,97.9,2.8,326.9,34.0,42.0,14.8,13.2,1.25,6.1
0.0,292.2,307.0,36.2,94.0,3.2,327.2,37.0,44.0,14.3,13.2,1.59,6.7
0.0,292.5,310.7,26.2,87.2,3.1,333.6,39.0,47.0,13.2,13.2,2.34,7.6
0.0,294.2,310.0,29.0,82.1,2.2,336.5,34.0,48.0,12.2,13.0,2.25,7.0
0.0,294.0,309.7,29.1,82.1,2.6,335.2,37.0,50.0,11.6,12.9,2.21,7.2
0.0,292.2,306.1,37.7,92.5,2.3,334.9,34.0,48.0,12.0,12.8,1.5,6.3
0.0,291.9,310.4,28.3,94.6,2.3,335.8,36.0,49.0,12.2,12.8,2.15,7.0
0.0,293.1,304.9,42.1,89.9,3.1,332.1,38.0,47.0,12.4,12.8,1.34,6.4
0.0,293.8,308.3,34.7,88.7,2.7,323.7,37.0,48.0,12.3,12.8,1.82,6.7
0.0,294.4,307.8,34.9,83.5,1.9,323.6,33.0,49.0,11.9,12.7,1.85,6.3
0.0,294.5,308.6,31.1,79.2,2.4,324.6,36.0,50.0,11.5,12.6,2.08,6.8
0.0,294.4,308.9,31.1,80.2,2.0,317.0,35.0,51.0,11.2,12.5,2.11,6.5
0.0,293.8,306.7,37.0,85.0,2.3,316.4,35.0,50.0,11.5,12.5,1.68,6.2
0.0,292.8,307.7,34.5,90.0,2.1,319.4,34.0,50.0,11.8,12.5,1.76,6.3
0.0,291.5,308.5,31.6,94.6,2.1,319.7,35.0,49.0,12.4,12.5,1.86,6.3
0.0,290.3,308.0,30.3,95.7,2.0,325.7,34.0,49.0,12.8,12.5,1.83,6.2
0.0,290.7,310.2,23.4,86.1,2.0,321.5,35.0,51.0,12.2,12.5,2.38,6.6
0.0,292.8,310.7,24.7,81.1,3.0,319.8,41.0,52.0,11.5,12.4,2.47,7.4
0.0,293.3,309.7,27.9,82.0,2.7,317.3,39.0,52.0,11.3,12.4,2.25,7.0
0.0,294.8,310.4,26.0,73.8,2.2,222.8,37.0,52.0,10.5,12.2,2.52,5.7
0.0,293.7,307.7,37.8,91.9,2.9,308.8,39.0,50.0,11.5,12.2,1.65,6.4
0.0,293.5,307.6,39.8,96.6,2.7,309.5,37.0,48.0,12.7,12.3,1.53,6.2
0.0,292.6,306.0,45.1,100.0,3.0,308.9,37.0,46.0,13.8,12.4,1.19,5.9
