pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.9,301.9,17.1,58.7,3.5,340.2,64.0,78.0,6.8,7.8,1.84,6.9
0.0,282.8,300.8,15.4,54.5,3.8,342.5,67.0,79.0,6.7,7.8,1.79,7.0
0.0,282.6,301.5,9.5,40.3,2.6,343.5,60.0,82.0,6.0,7.6,2.05,6.5
0.0,283.2,301.0,14.5,52.5,3.1,328.2,63.0,81.0,6.1,7.5,1.85,6.5
0.0,282.8,301.5,15.2,57.1,3.0,326.1,62.0,81.0,6.2,7.5,1.84,6.5
0.0,284.1,304.2,12.8,53.8,3.3,322.0,66.0,82.0,6.1,7.4,2.21,7.1
0.0,284.4,302.5,19.5,66.4,3.4,317.4,64.0,80.0,6.6,7.4,1.81,6.6
0.0,283.3,302.1,18.4,66.4,2.8,310.3,59.0,79.0,6.8,7.4,1.78,6.1
0.0,286.4,301.6,18.1,52.8,2.9,237.4,58.0,78.0,6.7,7.3,1.9,5.6
0.0,285.4,302.2,16.2,53.4,3.8,288.3,67.0,80.0,6.6,7.3,1.97,6.7
0.0,283.7,300.2,18.9,59.6,3.9,311.4,68.0,79.0,6.7,7.3,1.66,6.5
0.0,280.5,294.8,24.2,65.5,3.7,251.1,63.0,77.0,7.2,7.3,1.12,4.9
2.3,277.9,291.7,32.7,83.2,4.5,261.4,0.0,53.0,9.4,7.8,0.76,4.4
0.0,277.4,294.6,27.9,89.1,2.2,311.0,47.0,68.0,10.3,8.0,0.92,4.6
0.0,280.9,299.8,18.3,67.6,3.4,309.0,59.0,72.0,9.5,8.0,1.55,6.0
0.0,283.4,301.8,16.3,59.2,3.3,305.3,60.0,74.0,8.7,8.0,1.85,6.4
0.0,284.8,304.4,12.4,50.8,3.2,307.2,61.0,76.0,7.8,8.0,2.28,6.8
0.0,286.0,304.1,13.0,48.2,3.3,305.1,63.0,78.0,7.1,7.9,2.28,6.8
0.0,284.8,302.4,13.6,48.9,3.3,305.6,63.0,78.0,6.8,7.8,2.06,6.6
0.0,284.1,302.0,13.7,50.2,2.9,303.7,61.0,80.0,6.6,7.6,1.99,6.2
0.0,283.2,301.5,15.7,57.1,3.3,302.6,64.0,80.0,6.6,7.5,1.84,6.3
0.0,282.5,300.7,18.0,63.6,3.5,289.4,64.0,79.0,6.9,7.5,1.67,6.0
0.0,282.8,301.2,18.0,64.2,3.2,297.8,62.0,78.0,7.0,7.5,1.72,6.0
0.0,282.0,301.5,16.3,63.3,4.0,266.5,68.0,78.0,7.1,7.5,1.77,6.3
0.0,283.3,299.2,22.4,66.3,4.1,292.5,67.0,76.0,7.4,7.6,1.47,6.0
0.0,283.8,302.4,13.6,52.0,3.3,294.3,64.0,79.0,7.0,7.6,2.01,6.3
0.0,285.3,303.3,17.8,61.0,3.4,288.7,64.0,79.0,7.1,7.5,1.98,6.3
0.0,285.0,302.3,17.1,57.2,3.6,289.9,66.0,79.0,7.0,7.4,1.92,6.4
0.0,284.9,303.6,12.4,48.6,3.4,291.5,66.0,81.0,6.6,7.3,2.21,6.6
0.0,287.2,305.4,8.7,36.7,3.9,289.2,74.0,84.0,6.0,7.2,2.66,7.4
