pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,283.5,298.2,31.5,74.8,2.0,332.8,42.0,64.0,7.9,10.0,1.22,5.2
0.0,283.7,299.3,30.6,76.9,2.8,301.2,47.0,63.0,8.5,10.0,1.29,5.4
0.0,285.0,300.6,27.4,68.8,3.3,333.8,52.0,64.0,8.5,9.9,1.51,6.3
0.0,285.7,303.7,22.3,64.9,1.8,329.9,43.0,66.0,8.2,9.9,1.92,5.9
8.8,287.8,301.8,26.7,60.1,2.8,176.4,0.0,43.0,10.8,10.6,1.74,4.9
4.9,283.4,295.1,44.8,87.2,2.6,227.7,0.0,38.0,12.9,11.2,0.78,3.9
4.5,282.2,292.5,42.6,76.7,3.2,249.9,0.0,36.0,13.7,11.7,0.76,4.1
0.0,281.8,298.2,27.0,72.5,2.2,339.7,39.0,53.0,12.2,11.6,1.29,5.4
0.0,285.0,302.4,21.8,61.7,1.8,340.2,39.0,57.0,10.6,11.5,1.82,5.9
0.0,284.4,301.5,21.3,59.7,2.1,335.0,42.0,59.0,9.5,11.4,1.76,5.9
0.0,283.5,301.2,19.0,56.1,2.3,345.0,44.0,61.0,8.6,11.3,1.78,6.1
0.0,285.8,304.8,16.2,51.4,1.8,341.6,43.0,64.0,7.8,10.9,2.28,6.3
0.0,288.5,309.1,14.0,48.5,1.1,341.5,40.0,67.0,7.1,10.5,2.96,6.0
0.0,291.5,311.7,15.0,49.1,1.6,338.0,44.0,69.0,6.6,10.2,3.39,6.9
0.0,292.7,312.7,16.9,53.7,2.9,340.6,54.0,70.0,6.4,10.0,3.47,8.5
0.0,292.9,312.9,14.4,46.5,2.2,341.4,50.0,71.0,6.1,9.8,3.68,7.8
0.0,289.7,307.8,23.6,66.8,1.4,298.1,41.0,68.0,6.6,9.8,2.38,5.8
0.0,286.4,299.9,35.6,76.9,2.2,277.7,43.0,63.0,7.7,9.9,1.28,5.0
0.0,286.1,299.8,37.4,81.1,1.6,322.1,39.0,63.0,8.8,9.8,1.21,5.2
0.0,290.0,302.8,26.3,54.2,1.4,295.4,39.0,66.0,8.2,9.6,1.95,5.4
0.0,290.3,307.1,22.3,58.2,1.5,313.3,41.0,68.0,7.8,9.4,2.44,6.0
0.0,293.2,312.3,16.0,47.6,1.9,342.5,47.0,71.0,7.1,9.3,3.54,7.4
0.0,291.9,313.2,13.0,44.9,3.3,344.0,60.0,74.0,6.4,9.2,3.78,9.2
0.0,287.1,302.1,24.5,58.3,3.0,298.5,53.0,70.0,6.7,9.1,1.82,6.3
0.0,283.3,299.7,29.2,76.6,3.7,337.7,57.0,68.0,7.6,9.2,1.35,6.3
0.0,281.3,296.5,25.2,62.9,5.1,355.3,68.0,70.0,7.6,8.9,1.26,6.6
0.0,282.3,300.2,17.1,51.3,3.2,356.0,57.0,73.0,7.2,8.8,1.74,6.8
0.0,286.6,305.3,12.0,37.9,1.6,351.7,47.0,76.0,6.4,8.5,2.57,6.3
0.0,287.8,309.0,11.1,40.2,1.7,347.1,49.0,78.0,5.8,8.4,3.09,6.8
0.0,291.1,310.4,11.7,37.1,1.8,346.6,51.0,79.0,5.4,8.3,3.43,7.1
