pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,281.0,303.5,18.1,69.5,2.8,369.9,47.0,61.0,8.9,11.0,1.86,7.0
0.0,283.2,304.6,20.8,72.4,2.6,372.3,46.0,62.0,8.6,10.8,1.91,7.0
0.0,284.8,309.0,17.7,72.2,2.6,362.9,48.0,64.0,8.3,10.6,2.52,7.6
0.0,287.1,312.3,15.3,63.7,2.9,349.6,52.0,66.0,7.7,10.4,3.16,8.4
0.0,290.0,312.2,18.8,63.2,2.1,347.5,46.0,67.0,7.3,10.3,3.07,7.5
0.0,287.8,308.3,26.5,81.6,3.0,347.6,50.0,64.0,8.1,10.2,2.12,7.4
0.0,287.3,305.5,24.3,65.4,3.1,351.0,51.0,65.0,7.9,10.1,2.01,7.3
0.0,280.9,302.1,22.2,76.4,4.0,357.9,58.0,66.0,8.1,10.0,1.6,7.1
0.0,280.0,297.0,27.3,72.1,4.1,349.0,57.0,65.0,8.3,9.9,1.15,6.0
0.0,280.0,295.0,28.4,65.8,3.3,238.9,50.0,63.0,8.3,9.8,1.04,4.7
0.0,281.6,292.1,31.8,53.8,3.2,320.2,50.0,64.0,8.1,9.7,0.94,5.0
1.6,281.5,294.6,26.8,54.1,3.4,269.7,0.0,48.0,8.6,9.9,1.12,5.1
0.0,280.7,294.5,29.0,61.7,2.9,346.4,49.0,65.0,8.4,9.8,1.04,5.4
3.0,281.7,293.9,37.6,71.7,3.7,130.4,0.0,45.0,10.0,10.1,0.85,3.5
0.0,283.9,300.9,31.1,79.6,3.8,268.9,51.0,59.0,9.9,10.1,1.33,5.7
0.8,287.3,302.9,29.1,66.5,4.2,338.7,0.0,46.0,9.7,10.1,1.65,7.2
3.1,283.3,299.8,31.2,77.7,3.9,288.3,0.0,43.0,10.9,10.5,1.26,5.8
0.0,282.1,300.1,26.3,72.8,3.2,360.6,48.0,60.0,10.2,10.5,1.39,6.4
0.0,283.9,305.3,19.0,64.5,3.1,363.7,51.0,63.0,9.1,10.3,2.08,7.4
0.0,287.3,306.6,18.3,52.9,2.7,364.0,49.0,66.0,8.2,10.2,2.38,7.5
0.0,287.8,307.9,21.4,64.4,2.8,358.8,50.0,67.0,7.8,9.9,2.37,7.6
0.0,289.1,311.0,19.5,64.9,2.5,357.8,49.0,68.0,7.5,9.8,2.84,7.9
0.0,290.8,313.2,16.0,54.4,2.5,357.2,51.0,71.0,7.0,9.6,3.43,8.3
0.0,292.2,312.2,16.0,46.3,2.7,356.3,54.0,73.0,6.4,9.3,3.41,8.4
0.0,287.5,309.4,20.8,70.0,1.9,325.5,46.0,71.0,6.8,9.3,2.52,6.7
0.0,288.4,308.2,19.8,58.4,1.9,345.7,47.0,72.0,6.7,9.1,2.51,6.9
0.0,287.4,309.1,22.0,73.0,2.4,337.2,50.0,71.0,7.1,9.1,2.42,7.2
0.0,287.9,310.0,17.5,59.8,2.0,355.4,49.0,73.0,6.8,8.9,2.79,7.3
0.0,289.6,312.4,13.7,48.4,1.8,357.2,49.0,76.0,6.3,8.7,3.42,7.4
0.0,293.0,315.8,13.9,47.5,3.1,351.4,61.0,77.0,5.9,8.6,4.11,9.3
