pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.4,300.1,23.5,83.9,3.3,357.9,53.0,66.0,8.0,9.9,1.37,6.4
0.0,282.6,301.0,19.4,75.7,1.8,356.7,43.0,67.0,8.2,9.8,1.57,5.9
0.0,284.5,303.9,22.9,89.1,2.2,355.2,45.0,64.0,9.1,9.9,1.68,6.4
0.0,284.5,300.9,31.2,95.9,3.9,353.6,52.0,60.0,10.4,10.1,1.22,6.4
0.0,283.2,298.6,37.6,100.0,3.1,355.6,44.0,56.0,11.9,10.4,0.9,5.6
0.0,283.7,299.7,29.8,91.1,2.0,356.0,38.0,56.0,12.0,10.6,1.19,5.7
0.0,284.6,302.2,29.2,97.3,1.9,352.5,37.0,55.0,12.5,10.7,1.34,5.9
0.0,285.7,303.3,30.2,99.2,1.7,352.7,36.0,54.0,13.0,10.7,1.4,5.9
0.0,285.4,304.0,28.7,100.0,2.0,355.9,37.0,54.0,13.3,10.9,1.47,6.2
0.0,286.4,306.2,21.6,85.8,1.7,358.5,37.0,56.0,12.4,10.9,1.97,6.5
0.0,287.3,306.6,23.0,87.2,2.2,345.9,40.0,56.0,11.8,10.9,1.97,6.7
0.0,286.9,307.9,18.3,80.8,2.6,332.0,44.0,59.0,10.9,10.9,2.29,7.1
0.0,286.7,305.0,21.8,79.7,3.2,327.1,47.0,58.0,10.4,10.9,1.89,6.9
0.0,286.8,306.6,18.4,76.3,3.4,354.6,51.0,61.0,9.8,10.7,2.17,7.7
0.0,286.8,306.0,23.9,89.6,3.0,350.4,47.0,60.0,10.2,10.6,1.86,7.1
0.0,285.6,298.7,45.9,100.0,5.1,348.3,53.0,53.0,12.0,10.8,0.74,5.6
0.0,283.3,296.5,44.9,100.0,4.5,351.7,48.0,51.0,13.2,11.1,0.67,5.2
0.0,285.3,303.3,25.1,84.6,2.1,353.8,38.0,55.0,12.3,11.1,1.63,6.2
0.0,287.0,302.3,28.3,79.4,3.0,351.3,44.0,55.0,11.6,11.1,1.54,6.6
0.0,285.8,303.9,24.8,83.8,3.1,353.9,45.0,56.0,11.2,11.1,1.7,6.9
0.0,286.6,306.5,16.9,68.4,2.4,354.2,44.0,60.0,9.9,11.0,2.28,7.1
0.0,289.1,307.4,19.7,69.2,2.3,344.9,44.0,62.0,9.2,10.8,2.35,7.0
0.0,289.0,310.0,14.2,62.9,2.7,355.7,50.0,65.0,8.3,10.5,2.89,7.9
0.0,288.1,309.1,13.3,60.7,3.3,357.0,55.0,67.0,7.7,10.2,2.8,8.3
0.0,286.5,307.7,16.8,73.2,3.4,352.9,55.0,67.0,7.7,10.1,2.39,7.9
0.0,285.3,307.0,14.1,67.0,3.0,358.3,54.0,68.0,7.5,10.0,2.4,7.7
0.0,285.1,308.4,11.7,64.4,3.2,354.4,57.0,70.0,7.2,9.9,2.66,8.1
0.0,288.9,311.2,10.6,55.5,2.3,340.8,51.0,71.0,6.7,9.7,3.25,7.6
0.0,292.2,313.0,11.8,53.8,2.4,338.4,53.0,73.0,6.4,9.4,3.62,8.0
0.0,289.7,312.9,12.1,62.8,2.5,338.9,54.0,74.0,6.3,9.2,3.42,8.0
