pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.3,301.2,31.7,100.0,3.3,307.1,37.0,45.0,11.0,14.5,1.2,5.5
0.0,281.9,293.0,44.8,91.9,3.8,306.3,36.0,41.0,12.1,14.5,0.66,4.3
0.0,283.0,291.8,43.2,77.3,3.3,196.8,34.0,41.0,11.9,14.2,0.73,3.6
3.5,282.4,292.7,41.1,81.2,2.9,270.5,0.0,30.0,12.9,14.5,0.76,4.1
1.2,283.0,291.2,48.1,81.9,2.0,256.3,0.0,29.0,13.2,14.5,0.63,3.6
0.0,283.5,293.0,44.6,82.8,1.3,280.1,25.0,40.0,12.9,14.5,0.73,3.8
0.0,282.5,294.2,42.5,90.7,2.7,211.4,30.0,39.0,13.2,14.6,0.75,3.6
0.0,282.2,297.7,33.8,93.0,3.5,319.6,36.0,42.0,13.3,14.5,1.03,5.3
0.0,282.3,297.3,34.5,91.9,3.4,342.8,36.0,42.0,13.3,14.4,1.0,5.4
0.0,281.8,296.5,39.2,100.0,3.6,263.8,35.0,40.0,14.0,14.4,0.83,4.5
0.0,281.8,297.5,36.2,100.0,3.7,349.5,36.0,40.0,14.4,14.4,0.94,5.4
0.0,282.2,299.0,32.8,97.7,3.7,348.1,37.0,41.0,14.4,14.4,1.09,5.8
0.0,286.5,303.3,28.0,83.0,3.2,351.5,36.0,43.0,13.2,14.3,1.62,6.7
0.0,290.2,307.2,26.2,77.5,2.1,349.5,32.0,45.0,12.0,14.1,2.13,6.7
0.0,293.4,309.3,20.4,58.7,1.8,347.8,33.0,50.0,10.3,13.8,2.82,6.9
0.0,290.4,309.8,19.8,70.1,2.6,351.5,39.0,52.0,9.5,13.5,2.7,7.6
0.0,290.1,308.0,22.5,71.9,3.9,353.5,47.0,53.0,9.1,13.1,2.37,8.2
0.0,293.4,309.0,21.4,60.1,2.9,356.0,43.0,55.0,8.4,12.8,2.74,8.0
0.0,289.8,310.0,20.6,75.9,4.0,356.1,50.0,56.0,8.4,12.5,2.63,8.8
0.0,290.2,307.3,26.1,77.7,3.4,352.4,46.0,55.0,8.7,12.4,2.14,7.6
0.0,289.5,306.7,28.8,85.2,3.4,350.6,45.0,54.0,9.4,12.4,1.93,7.3
0.0,289.0,307.8,24.4,81.1,3.5,352.4,47.0,55.0,9.5,12.2,2.19,7.8
0.0,292.2,308.8,19.4,59.1,2.6,354.9,43.0,58.0,8.6,12.0,2.74,7.7
0.0,286.3,304.3,22.8,75.1,1.8,358.7,38.0,58.0,8.6,11.8,1.89,6.3
0.0,285.2,300.9,27.8,78.2,2.2,362.3,40.0,57.0,9.0,11.6,1.46,6.0
0.0,285.3,300.5,30.3,81.7,3.0,361.6,44.0,57.0,9.4,11.5,1.36,6.3
0.0,285.7,300.8,31.9,84.7,3.7,358.8,48.0,55.0,10.0,11.5,1.33,6.5
0.0,286.6,303.2,28.2,82.7,3.0,359.2,44.0,56.0,10.1,11.5,1.61,6.7
0.0,287.9,302.7,28.3,74.4,2.4,349.1,41.0,57.0,9.8,11.4,1.66,6.3
0.0,287.4,302.3,29.8,78.4,3.0,335.9,44.0,57.0,9.8,11.3,1.55,6.4
