pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
8.2,285.4,293.8,54.4,82.4,2.6,111.1,0.0,8.0,17.1,23.9,0.64,2.4
23.8,284.9,291.7,60.2,82.2,5.0,127.2,0.0,6.0,19.4,24.3,0.51,2.7
0.0,284.1,290.9,61.2,83.8,2.3,159.0,16.0,14.0,17.6,23.8,0.47,2.4
0.6,285.3,291.1,58.7,75.1,4.8,197.6,23.0,16.0,16.1,23.6,0.57,3.3
4.7,285.1,289.4,63.3,73.5,6.5,162.0,0.0,9.0,16.5,23.7,0.49,3.0
0.7,285.6,291.6,57.0,73.9,7.2,65.0,0.0,11.0,15.3,23.2,0.61,2.9
0.6,287.4,295.2,55.8,80.8,6.5,95.2,0.0,11.0,14.9,23.1,0.7,3.3
2.2,285.1,294.2,62.9,99.5,5.7,143.0,0.0,10.0,16.2,22.8,0.43,2.7
0.0,280.7,293.8,40.5,84.7,6.2,279.7,33.0,23.0,15.0,21.8,0.77,4.6
0.0,280.0,295.3,30.8,75.0,6.8,294.7,38.0,26.0,13.4,21.3,1.01,5.6
0.0,281.8,293.1,39.0,72.5,5.0,156.2,31.0,26.0,12.5,21.0,0.83,3.9
0.0,281.3,296.9,32.1,78.8,5.5,293.8,36.0,29.0,11.9,20.5,1.08,5.5
0.0,281.2,297.1,37.9,94.6,3.3,285.6,28.0,29.0,12.4,20.2,0.91,4.5
0.0,284.7,294.3,52.9,86.7,4.1,175.3,27.0,25.0,13.1,20.0,0.64,3.3
4.2,282.6,288.0,68.1,85.3,5.7,160.4,0.0,16.0,14.5,19.9,0.33,2.4
0.0,281.5,293.6,46.3,90.3,1.9,291.0,22.0,28.0,14.4,19.3,0.66,3.8
0.0,281.0,298.7,37.5,100.0,3.6,303.1,29.0,28.0,14.9,19.2,0.96,4.9
0.0,283.5,302.1,36.8,100.0,3.3,308.4,27.0,28.0,15.2,19.2,1.17,5.4
0.0,285.9,302.5,44.0,100.0,3.8,286.9,28.0,27.0,15.5,19.1,1.01,5.2
2.0,283.0,294.7,61.4,100.0,4.0,251.0,0.0,15.0,17.7,19.6,0.36,3.3
0.0,281.6,299.0,34.5,94.3,5.6,318.3,34.0,27.0,16.4,19.5,1.08,5.9
0.0,284.1,303.8,24.2,75.3,5.9,319.2,40.0,31.0,14.0,18.8,1.78,7.8
0.0,287.9,306.7,27.4,78.1,5.6,309.8,40.0,34.0,12.5,18.2,2.01,8.0
0.0,288.8,305.9,34.1,87.0,3.2,310.6,30.0,34.0,12.4,18.0,1.69,6.3
0.0,289.0,305.9,34.5,86.8,2.0,315.1,26.0,34.0,12.3,17.8,1.68,5.7
0.0,287.2,304.6,30.1,79.1,1.5,308.0,25.0,37.0,11.6,17.5,1.72,5.3
0.0,286.6,303.1,38.4,95.7,1.8,321.5,25.0,35.0,12.6,17.1,1.28,5.3
0.0,285.9,301.3,39.0,91.4,2.5,325.0,28.0,35.0,13.0,17.0,1.18,5.4
0.0,285.0,300.5,37.9,90.0,2.1,326.5,26.0,36.0,13.1,16.8,1.15,5.2
0.0,281.6,296.0,44.6,100.0,2.7,287.1,27.0,34.0,14.0,16.6,0.73,4.2
