pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,296.2,313.6,13.8,49.1,4.1,354.6,80.0,92.0,5.3,5.5,3.94,10.2
0.0,295.8,313.6,14.1,51.0,3.2,357.0,71.0,91.0,5.5,5.5,3.88,9.3
0.0,297.0,314.5,6.0,30.6,3.1,361.9,75.0,95.0,4.8,5.4,4.72,9.6
0.0,298.4,315.9,4.1,25.6,3.3,363.3,79.0,97.0,4.2,5.3,5.26,10.2
0.0,296.8,315.8,3.7,26.4,3.3,359.9,81.0,99.0,3.7,5.2,5.12,10.1
0.0,296.5,316.1,6.1,33.6,4.0,357.3,87.0,99.0,3.6,5.1,4.95,11.0
0.0,294.9,313.3,11.3,45.6,3.8,354.3,81.0,96.0,4.1,5.1,3.96,9.9
0.0,294.8,313.2,12.9,49.6,3.1,353.1,73.0,95.0,4.5,5.1,3.83,9.1
0.0,296.0,314.5,9.8,40.9,2.3,353.0,65.0,96.0,4.6,5.0,4.3,8.4
0.0,296.7,315.8,4.4,27.6,2.9,362.5,76.0,99.0,4.0,4.9,5.01,9.5
0.0,298.7,314.5,9.0,33.6,3.6,354.0,80.0,98.0,4.0,4.9,4.62,10.1
0.0,297.3,314.6,11.9,43.2,2.7,348.5,70.0,97.0,4.3,4.9,4.28,8.8
0.0,297.8,319.6,4.0,29.8,2.0,349.1,67.0,100.0,3.9,4.9,5.92,8.5
0.0,298.3,321.1,5.8,36.7,3.6,236.5,82.0,99.0,3.8,4.8,6.13,10.2
0.0,303.6,318.3,15.5,44.2,2.6,307.8,67.0,96.0,4.2,4.7,5.21,8.8
0.0,303.2,317.8,17.2,47.6,2.6,326.6,67.0,96.0,4.7,4.7,4.93,9.0
0.0,302.4,312.5,23.7,48.7,2.5,308.9,61.0,91.0,5.2,4.8,3.71,7.9
0.0,301.1,312.1,30.6,62.5,2.4,208.5,55.0,86.0,6.1,5.0,3.07,6.1
0.3,300.9,313.5,32.1,70.6,2.8,290.9,59.0,84.0,7.0,5.2,3.03,7.6
0.0,301.0,314.3,32.3,73.3,2.9,275.4,58.0,82.0,7.7,5.4,3.08,7.5
0.0,301.9,316.3,24.4,61.7,2.1,329.0,54.0,84.0,7.6,5.5,3.97,8.1
0.0,303.5,318.0,21.6,56.0,2.3,330.4,58.0,86.0,7.2,5.6,4.59,8.6
0.0,302.6,316.1,23.3,56.8,2.3,329.4,57.0,85.0,7.1,5.6,4.12,8.3
0.0,300.2,316.5,19.3,57.0,2.7,320.4,62.0,86.0,6.9,5.7,4.23,8.6
0.0,303.0,314.2,26.7,56.2,2.5,324.6,57.0,84.0,7.0,5.8,3.72,8.2
0.0,302.4,312.0,38.7,70.3,3.0,268.1,56.0,78.0,7.9,5.9,2.68,7.2
0.0,302.4,314.4,39.0,80.0,3.3,325.2,58.0,76.0,8.9,6.2,2.74,8.3
0.0,301.5,316.0,29.8,72.8,3.0,326.5,57.0,77.0,9.0,6.3,3.45,8.6
0.0,301.8,314.2,30.3,66.4,3.0,262.0,56.0,76.0,8.8,6.4,3.31,7.6
0.0,302.1,318.0,21.9,60.9,2.1,328.2,53.0,80.0,8.2,6.5,4.4,8.2
