pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.2,296.5,40.1,100.0,2.9,287.6,35.0,40.0,15.6,14.1,0.8,4.4
0.0,285.0,305.3,21.3,84.6,2.8,302.3,40.0,46.0,13.6,13.9,1.92,6.3
0.0,286.2,305.8,21.4,81.0,3.4,308.8,45.0,49.0,12.1,13.7,2.01,6.9
0.0,284.4,299.7,33.1,91.8,2.6,316.1,38.0,47.0,12.2,13.7,1.17,5.3
0.0,284.8,297.2,40.6,92.2,2.6,304.1,37.0,46.0,12.5,13.6,0.9,4.8
0.0,285.7,297.9,38.7,87.1,2.4,309.4,36.0,46.0,12.7,13.6,1.01,4.9
0.0,287.6,297.5,40.4,78.6,2.4,310.1,36.0,46.0,12.3,13.4,1.05,5.0
0.0,287.6,296.4,44.6,80.3,2.8,316.3,38.0,46.0,12.3,13.3,0.93,5.0
1.2,286.4,291.0,64.7,86.9,3.8,313.0,39.0,42.0,13.1,13.4,0.45,4.0
0.0,286.3,291.7,58.8,83.8,2.9,239.6,34.0,40.0,13.4,13.5,0.55,3.6
0.0,284.4,294.5,46.3,90.4,3.0,318.0,37.0,44.0,13.5,13.6,0.72,4.6
0.0,284.1,294.8,47.1,95.2,3.1,326.1,38.0,43.0,14.0,13.6,0.69,4.6
0.0,284.1,294.8,47.4,95.6,2.9,304.5,36.0,42.0,14.4,13.7,0.68,4.4
0.0,284.0,295.9,43.5,95.3,3.4,310.9,39.0,42.0,14.6,13.7,0.78,4.8
0.0,283.9,294.7,48.4,98.0,3.6,309.8,39.0,41.0,15.0,13.8,0.65,4.5
0.0,286.6,293.8,52.9,85.0,2.9,286.6,34.0,40.0,14.6,13.8,0.67,4.3
0.0,287.5,293.5,56.3,83.4,2.6,326.4,33.0,41.0,14.2,13.8,0.64,4.6
1.2,287.4,292.4,59.9,83.1,3.3,327.1,36.0,40.0,14.1,13.9,0.57,4.5
1.4,287.3,291.1,64.0,81.9,3.3,270.4,35.0,39.0,14.1,13.8,0.51,3.9
0.0,285.9,292.3,58.2,88.2,3.1,270.3,35.0,40.0,14.2,13.9,0.53,3.9
1.0,287.1,294.5,50.1,82.0,2.7,329.8,35.0,42.0,13.6,13.8,0.76,4.8
0.7,287.3,292.4,59.2,82.8,3.4,277.1,36.0,40.0,13.6,13.7,0.58,4.1
0.0,285.4,295.0,49.5,92.6,4.5,196.9,42.0,41.0,13.9,13.8,0.69,3.8
0.0,285.9,294.8,49.8,89.2,3.9,221.5,39.0,40.0,13.9,13.8,0.7,4.0
0.0,286.2,295.9,46.8,88.6,2.8,333.1,36.0,42.0,13.8,13.9,0.79,5.0
0.0,287.7,297.5,42.6,81.8,2.7,304.6,35.0,43.0,13.3,13.7,0.99,5.1
0.0,288.1,296.7,47.0,82.9,3.4,315.3,39.0,44.0,13.0,13.7,0.89,5.2
1.0,288.1,294.9,55.1,85.8,3.4,331.7,38.0,43.0,13.2,13.7,0.69,4.9
0.0,285.3,295.8,49.1,97.0,3.4,302.5,37.0,41.0,14.0,13.7,0.69,4.6
0.0,285.7,298.2,40.3,91.8,2.4,317.6,34.0,43.0,13.8,13.7,0.98,5.1
