pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.4,310.7,17.5,57.6,2.5,305.1,52.0,72.0,8.1,8.8,3.09,6.9
0.0,293.0,310.8,16.5,53.3,2.3,299.4,52.0,73.0,7.6,8.7,3.21,6.7
0.0,290.2,308.3,20.8,66.5,2.5,295.7,52.0,72.0,7.6,8.6,2.52,6.4
0.0,288.3,305.2,31.0,88.2,3.9,295.3,57.0,67.0,9.2,8.8,1.7,6.4
0.0,288.1,306.6,24.1,77.6,4.1,299.5,61.0,68.0,9.4,8.9,2.1,7.1
0.0,290.0,308.4,19.6,64.2,3.0,299.9,55.0,70.0,8.7,8.8,2.59,6.9
0.0,290.7,309.3,17.2,61.3,4.0,278.2,64.0,72.0,8.1,8.7,2.8,7.7
0.0,290.9,309.5,18.1,63.7,4.2,275.9,66.0,73.0,7.8,8.6,2.78,7.8
0.0,291.2,308.0,18.4,58.7,4.3,279.2,67.0,73.0,7.5,8.6,2.65,7.7
0.0,292.7,309.4,17.4,55.5,2.8,272.6,56.0,74.0,7.2,8.5,2.94,6.6
0.0,290.3,307.9,21.5,69.3,4.8,231.1,69.0,73.0,7.5,8.4,2.42,7.4
0.0,289.5,306.8,20.1,65.2,4.4,273.1,68.0,74.0,7.5,8.4,2.35,7.3
0.0,284.0,299.9,33.0,93.3,4.5,234.9,61.0,66.0,9.5,8.6,1.18,5.0
0.0,283.5,299.9,36.2,100.0,1.7,270.6,39.0,62.0,11.7,8.9,1.05,4.1
0.0,283.8,299.8,33.9,96.0,2.6,267.7,44.0,59.0,12.6,9.2,1.14,4.5
0.0,283.1,297.9,37.6,98.5,3.2,266.9,46.0,57.0,13.4,9.5,0.94,4.3
0.0,284.5,302.0,26.2,83.9,2.9,265.7,46.0,59.0,12.7,9.7,1.52,5.1
0.0,287.8,307.2,15.3,60.0,2.8,265.1,50.0,64.0,10.9,9.6,2.53,6.1
0.0,289.7,308.5,12.9,50.9,2.2,259.9,48.0,68.0,9.3,9.5,2.9,5.7
0.0,290.2,309.5,13.3,52.9,2.9,260.3,55.0,70.0,8.3,9.3,3.02,6.5
0.0,286.4,305.1,18.9,68.3,4.7,250.3,67.0,69.0,8.2,9.2,2.11,6.9
17.1,282.6,293.2,62.1,100.0,4.6,138.3,0.0,36.0,14.3,10.7,0.3,2.2
0.0,282.3,298.6,31.2,92.1,2.0,232.7,36.0,52.0,14.0,10.8,1.12,3.8
7.2,283.4,294.4,51.8,100.0,4.3,179.3,0.0,31.0,16.9,11.9,0.55,3.0
0.0,283.4,296.9,40.4,97.2,3.3,245.3,38.0,43.0,16.9,12.2,0.86,3.9
0.0,284.3,299.9,26.0,75.1,3.0,246.8,39.0,48.0,14.6,12.3,1.43,4.7
0.0,285.4,301.7,22.9,70.1,1.6,245.5,33.0,51.0,12.7,12.3,1.67,4.0
0.0,286.7,302.8,22.9,68.8,3.7,240.4,46.0,53.0,11.4,12.2,1.8,5.6
0.0,286.7,303.3,26.1,78.6,2.2,239.5,38.0,54.0,11.0,11.8,1.7,4.5
0.0,289.9,306.4,17.1,55.1,3.7,238.7,51.0,58.0,9.7,11.6,2.49,6.4
