pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.8,291.9,65.7,100.0,3.8,305.5,29.0,27.0,18.1,17.3,0.27,3.5
0.0,285.2,292.7,64.8,100.0,3.6,295.9,28.0,27.0,18.2,17.3,0.41,3.5
0.0,285.9,291.9,63.9,97.1,2.3,297.6,24.0,27.0,18.0,17.4,0.35,3.7
0.0,286.0,291.9,65.4,97.5,3.5,297.1,28.0,27.0,17.9,17.4,0.37,3.6
0.0,286.2,292.6,63.6,96.6,3.3,293.2,28.0,27.0,17.8,17.4,0.41,3.6
0.0,285.1,291.9,65.8,100.0,3.6,284.1,28.0,26.0,18.0,17.4,0.31,3.4
0.0,286.2,292.2,66.3,95.7,4.8,295.1,33.0,27.0,17.8,17.4,0.4,3.5
0.0,286.2,292.0,67.3,98.3,2.7,283.9,25.0,26.0,18.0,17.5,0.4,3.4
0.0,286.6,293.0,61.0,94.2,2.7,291.4,26.0,28.0,17.5,17.4,0.47,3.7
0.0,284.2,292.7,64.9,100.0,2.7,284.5,25.0,26.0,17.9,17.5,0.34,3.3
0.0,284.9,294.3,57.4,100.0,6.3,288.4,39.0,27.0,17.9,17.5,0.49,3.7
0.0,285.4,293.8,57.2,99.9,8.3,291.1,45.0,27.0,17.9,17.5,0.46,3.9
0.0,285.9,295.0,51.5,100.0,8.5,278.3,47.0,28.0,17.8,17.5,0.57,4.2
0.0,284.8,293.2,58.8,100.0,7.0,286.7,41.0,27.0,17.9,17.6,0.41,3.5
0.0,285.7,290.6,69.0,100.0,7.7,289.1,41.0,26.0,18.3,17.6,0.28,3.0
0.0,286.0,292.8,59.7,100.0,4.8,283.7,33.0,27.0,18.3,17.7,0.46,3.5
0.0,286.3,292.9,59.5,99.0,4.2,277.9,31.0,27.0,18.1,17.7,0.52,3.5
0.0,285.8,292.6,58.0,97.9,8.4,279.0,45.0,27.0,17.9,17.7,0.46,3.6
0.0,284.6,291.5,64.1,100.0,6.4,275.2,38.0,26.0,18.2,17.7,0.32,3.0
0.0,282.3,294.7,51.2,100.0,2.8,272.6,26.0,27.0,18.1,17.7,0.37,3.4
0.0,282.9,297.4,45.6,100.0,4.1,273.3,32.0,28.0,17.8,17.7,0.54,3.9
0.0,284.7,294.7,59.1,100.0,4.8,269.8,33.0,27.0,18.0,17.7,0.45,3.2
0.0,284.3,292.6,65.1,100.0,1.8,268.0,22.0,26.0,18.3,17.8,0.31,3.1
0.0,286.6,292.2,64.6,95.7,2.3,266.0,24.0,26.0,18.1,17.8,0.44,3.2
0.0,286.7,291.7,64.8,97.3,2.6,265.4,24.0,26.0,18.1,17.8,0.42,3.1
0.0,286.8,292.1,62.7,96.3,2.5,265.0,24.0,26.0,17.9,17.8,0.57,3.2
0.0,282.1,293.6,51.0,100.0,2.9,256.4,27.0,27.0,18.0,17.8,0.49,3.1
0.0,281.6,294.0,47.6,100.0,3.6,256.0,30.0,28.0,17.9,17.8,0.44,3.3
0.0,282.0,294.3,49.2,100.0,4.6,261.4,33.0,28.0,17.9,17.8,0.46,3.4
0.0,285.7,292.5,56.3,94.3,3.0,254.4,27.0,27.0,17.5,17.8,0.48,3.3
