pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,292.3,301.5,3.7,19.0,7.0,366.9,102.0,83.0,3.9,8.5,2.68,10.4
0.0,290.8,299.9,8.9,26.8,6.8,357.9,98.0,83.0,3.8,8.3,2.27,9.5
0.0,290.2,298.2,12.9,31.3,7.6,355.3,102.0,82.0,4.0,8.1,1.99,9.2
0.0,288.9,298.5,12.9,34.2,5.2,356.6,83.0,83.0,4.2,7.9,1.93,8.0
0.0,288.3,298.1,14.0,36.4,4.8,353.3,79.0,83.0,4.4,7.8,1.83,7.7
0.0,288.2,302.4,9.4,36.5,4.1,354.0,76.0,85.0,4.4,7.6,2.29,8.0
0.0,290.6,304.0,11.8,39.4,4.8,346.1,82.0,85.0,4.5,7.4,2.46,8.7
0.0,293.4,302.1,14.2,34.1,5.9,340.3,90.0,85.0,4.5,7.3,2.41,9.1
0.0,293.6,302.4,12.7,32.0,6.3,347.0,95.0,86.0,4.5,7.1,2.51,9.6
0.0,293.7,306.2,11.6,36.6,3.3,344.8,70.0,87.0,4.5,7.0,2.88,8.0
0.0,295.9,310.8,7.6,32.6,2.6,341.6,66.0,89.0,4.2,6.9,3.79,8.0
0.0,298.6,310.9,10.0,32.8,4.8,317.1,86.0,89.0,4.1,6.7,3.89,10.0
0.0,298.3,308.1,14.5,36.1,5.1,326.9,86.0,89.0,4.3,6.6,3.3,9.7
0.0,297.2,305.0,18.6,38.4,5.8,331.9,90.0,87.0,4.6,6.5,2.74,9.5
0.0,296.6,305.4,14.9,35.1,6.1,333.5,95.0,88.0,4.6,6.4,2.89,9.9
0.0,295.9,306.7,10.5,31.4,4.5,338.3,83.0,90.0,4.5,6.3,3.16,9.2
0.0,295.4,307.2,11.9,35.6,4.2,337.7,80.0,90.0,4.5,6.2,3.1,8.9
0.0,296.3,308.9,9.6,32.8,4.3,332.5,83.0,92.0,4.3,6.1,3.47,9.3
0.0,296.8,305.7,15.0,35.3,5.0,323.2,87.0,90.0,4.4,6.0,2.93,9.1
0.0,295.1,305.8,12.8,35.3,4.3,328.7,81.0,91.0,4.5,6.0,2.9,8.6
0.0,295.0,306.7,14.1,39.5,4.2,328.2,80.0,91.0,4.6,5.9,2.9,8.6
0.0,294.9,305.0,16.9,40.9,5.2,318.0,87.0,90.0,4.9,5.9,2.62,8.8
0.0,294.8,305.2,8.8,28.3,5.5,334.2,96.0,93.0,4.5,5.8,3.0,9.6
0.0,294.7,305.1,8.9,28.3,4.9,331.3,91.0,94.0,4.2,5.7,2.99,9.1
0.0,292.8,305.0,9.2,31.7,4.6,327.8,88.0,95.0,4.1,5.6,2.82,8.7
0.0,293.0,304.7,10.0,32.5,4.7,313.9,89.0,95.0,4.1,5.5,2.77,8.6
0.0,295.0,302.3,13.5,30.6,3.7,238.4,75.0,93.0,4.2,5.4,2.58,6.9
0.0,292.9,303.3,16.1,41.8,5.0,270.6,87.0,92.0,4.6,5.4,2.39,7.9
0.0,288.3,301.5,7.1,31.2,5.2,325.3,96.0,96.0,4.3,5.3,2.31,8.4
0.0,287.8,297.9,13.2,37.1,4.7,329.3,86.0,94.0,4.5,5.3,1.82,7.3
