pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.8,294.4,53.5,100.0,2.3,348.6,22.0,28.0,16.9,17.7,0.48,4.5
0.0,284.4,291.5,65.4,100.0,2.4,349.0,21.0,26.0,17.3,17.7,0.26,4.1
0.0,286.5,292.7,58.2,89.3,2.1,350.1,22.0,28.0,16.5,17.4,0.48,4.5
0.0,286.8,294.9,49.7,87.7,1.8,350.5,22.0,30.0,15.6,17.2,0.66,4.8
0.0,285.9,293.7,56.5,96.1,2.0,341.0,22.0,30.0,15.8,17.1,0.47,4.5
0.0,286.1,293.2,56.8,92.4,2.2,352.7,23.0,30.0,15.7,17.1,0.49,4.6
0.0,286.6,290.3,71.2,91.1,2.7,343.2,23.0,28.0,16.0,17.1,0.29,4.1
0.3,286.5,293.3,58.7,93.4,2.3,349.9,22.0,28.0,16.0,17.1,0.46,4.5
0.0,286.6,293.3,60.0,94.4,2.6,351.4,24.0,29.0,16.0,17.0,0.44,4.5
0.0,286.6,295.3,44.8,83.4,2.4,315.6,25.0,32.0,14.9,16.8,0.77,4.7
0.0,284.5,293.8,50.3,95.9,2.4,343.7,25.0,32.0,15.1,16.7,0.55,4.5
0.0,286.2,293.4,54.9,90.4,2.5,357.1,25.0,32.0,15.0,16.6,0.53,4.7
0.0,284.8,293.6,50.5,93.2,2.1,358.1,24.0,32.0,15.0,16.5,0.56,4.7
0.0,286.3,293.8,51.5,87.2,2.2,359.7,24.0,33.0,14.7,16.4,0.61,4.9
0.0,286.9,292.4,61.4,89.5,2.7,357.4,26.0,32.0,14.8,16.4,0.44,4.6
0.0,286.0,291.9,63.6,94.6,3.0,332.5,26.0,31.0,15.3,16.3,0.36,4.1
0.0,285.9,291.6,64.0,94.1,3.2,337.4,27.0,31.0,15.6,16.3,0.36,4.1
0.0,285.6,292.6,58.8,94.8,2.6,357.9,25.0,31.0,15.7,16.3,0.43,4.5
0.0,286.5,295.1,48.8,89.0,2.5,357.4,26.0,33.0,15.1,16.2,0.67,5.0
0.0,286.3,294.1,50.2,86.9,3.1,356.2,29.0,34.0,14.7,16.1,0.63,4.9
0.0,285.9,294.1,52.9,93.1,2.0,361.5,24.0,33.0,14.8,16.1,0.55,4.8
0.0,286.5,296.6,46.4,93.4,2.2,362.9,25.0,35.0,14.7,16.0,0.72,5.2
0.0,286.8,295.0,51.0,90.1,2.0,363.3,25.0,34.0,14.6,15.9,0.64,5.0
0.0,286.7,294.6,52.8,91.0,2.8,355.0,28.0,34.0,14.6,15.8,0.59,4.9
0.0,287.4,292.9,63.0,91.5,2.6,355.0,26.0,33.0,14.9,15.7,0.43,4.6
0.0,287.4,294.3,60.1,95.6,2.2,354.2,25.0,33.0,15.3,15.7,0.46,4.7
0.0,287.0,296.0,56.3,100.0,3.0,351.7,28.0,33.0,15.7,15.8,0.5,4.8
0.0,288.0,296.1,58.0,99.4,2.5,349.6,25.0,32.0,16.1,15.9,0.5,4.9
0.0,288.6,296.0,58.5,95.9,2.9,348.7,27.0,32.0,16.0,15.9,0.53,4.9
0.0,288.5,295.2,62.2,97.0,3.4,350.0,28.0,31.0,16.2,15.9,0.45,4.8
