pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,279.1,293.1,27.7,80.4,2.0,310.8,35.0,51.0,12.4,12.2,0.85,4.2
0.0,280.0,300.1,16.0,77.3,2.4,305.4,40.0,54.0,11.5,12.0,1.48,5.3
0.0,282.6,299.2,15.7,61.4,2.9,268.2,45.0,57.0,10.2,11.7,1.54,5.3
0.0,281.6,297.0,30.7,92.9,3.2,286.3,43.0,52.0,11.4,11.8,0.96,4.7
0.0,285.3,296.3,43.9,93.9,3.5,273.5,40.0,47.0,13.0,12.0,0.74,4.4
0.0,283.1,297.4,27.9,80.4,2.5,312.0,38.0,51.0,12.5,12.0,1.11,5.0
0.0,283.0,298.9,16.5,60.7,2.6,316.6,42.0,56.0,10.8,11.8,1.51,5.5
0.0,283.9,303.1,11.2,57.2,2.3,315.0,43.0,59.0,9.4,11.6,2.02,6.0
0.0,287.0,305.1,11.9,54.5,2.2,309.6,44.0,62.0,8.4,11.3,2.3,6.1
0.0,283.0,300.0,21.0,76.2,3.5,316.0,51.0,60.0,8.8,11.2,1.42,5.9
0.0,283.0,292.3,43.5,84.9,4.4,303.5,51.0,55.0,10.1,11.2,0.64,4.4
0.0,282.5,292.3,43.4,87.5,3.5,310.4,44.0,53.0,11.3,11.3,0.63,4.3
0.0,282.0,298.3,26.9,88.2,3.0,313.9,44.0,55.0,11.6,11.4,1.12,5.3
0.0,283.0,296.6,33.7,89.4,3.6,304.9,45.0,53.0,12.1,11.5,0.92,5.0
0.0,283.6,297.5,17.9,57.0,3.3,318.5,48.0,58.0,10.5,11.3,1.42,5.8
0.0,282.2,298.1,8.0,40.5,3.7,332.5,56.0,63.0,8.6,11.1,1.7,6.6
0.0,284.5,301.7,6.3,38.5,2.3,328.9,49.0,67.0,7.3,10.8,2.12,6.1
0.0,284.3,303.9,10.0,55.6,2.2,331.9,48.0,68.0,6.8,10.5,2.17,6.3
0.0,286.3,304.9,15.8,68.2,2.4,328.4,49.0,68.0,7.1,10.2,2.09,6.4
0.0,287.3,306.8,16.6,73.2,2.0,326.1,46.0,68.0,7.4,10.1,2.25,6.3
0.0,286.6,306.4,18.5,80.3,2.6,326.2,50.0,67.0,8.0,10.0,2.09,6.7
0.0,284.4,300.7,28.3,91.6,3.2,308.0,50.0,62.0,9.4,10.2,1.27,5.7
3.2,277.8,285.7,80.7,100.0,5.9,308.4,53.0,49.0,12.7,10.6,0.0,2.1
2.8,276.9,284.9,63.9,100.0,2.5,164.1,33.0,43.0,14.4,11.0,0.16,1.9
0.0,277.1,295.0,27.4,100.0,2.5,337.9,39.0,51.0,14.5,11.2,0.86,4.8
1.8,282.8,292.7,49.5,99.7,3.2,323.1,39.0,46.0,15.1,11.4,0.51,4.3
0.9,282.8,289.0,76.5,100.0,2.5,326.1,31.0,41.0,16.4,11.8,0.07,3.5
0.0,281.3,298.7,36.1,100.0,2.4,334.3,35.0,45.0,16.0,12.0,0.84,5.0
0.0,281.8,299.1,31.0,100.0,3.3,339.1,40.0,47.0,15.2,12.2,1.02,5.6
0.0,280.7,295.0,29.8,86.9,3.1,346.2,40.0,49.0,14.1,12.1,0.92,5.2
