pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,289.5,298.0,35.2,61.5,5.1,334.2,68.0,71.0,7.2,8.5,1.34,6.7
0.0,289.5,301.9,30.5,67.7,3.7,354.6,59.0,71.0,7.6,8.5,1.63,7.0
0.0,295.0,307.3,22.3,50.9,2.9,353.2,55.0,73.0,7.3,8.5,2.67,7.8
0.0,296.7,308.1,22.5,48.5,3.4,344.6,60.0,74.0,6.9,8.4,2.87,8.3
0.0,292.8,307.1,20.0,52.2,3.6,356.4,63.0,75.0,6.8,8.3,2.61,8.3
0.0,290.9,303.0,21.4,49.6,3.2,356.3,59.0,76.0,6.6,8.1,2.12,7.4
0.0,290.5,300.9,23.4,48.5,3.2,357.7,59.0,76.0,6.6,8.0,1.9,7.1
0.0,291.6,302.7,22.6,49.0,2.9,360.6,57.0,77.0,6.5,7.9,2.1,7.2
0.0,293.8,306.7,18.4,45.3,2.5,363.1,56.0,79.0,6.3,7.8,2.73,7.6
0.0,294.2,307.5,19.1,47.6,3.0,359.3,60.0,79.0,6.1,7.8,2.79,8.1
0.0,293.3,303.7,21.0,44.2,3.0,358.6,60.0,79.0,6.1,7.7,2.35,7.5
0.0,291.6,303.5,16.5,40.0,3.8,364.2,69.0,81.0,5.8,7.6,2.4,8.2
0.0,289.1,300.5,13.5,33.9,4.4,369.2,76.0,83.0,5.4,7.4,2.14,8.2
0.0,288.3,299.6,16.3,38.8,5.1,364.4,81.0,83.0,5.4,7.2,1.94,8.2
0.0,287.1,297.0,23.6,48.2,5.8,360.6,83.0,81.0,5.7,7.2,1.51,7.5
0.0,288.7,299.6,15.5,36.7,3.0,363.4,63.0,83.0,5.5,7.1,1.99,7.0
0.0,290.0,300.9,10.4,27.6,3.4,366.3,70.0,86.0,5.0,7.0,2.34,7.7
0.0,290.3,301.1,12.6,31.3,3.5,364.6,71.0,86.0,4.8,6.9,2.29,7.7
0.0,291.9,304.0,14.8,37.2,3.6,365.6,71.0,86.0,4.8,6.8,2.54,8.2
0.0,295.2,309.0,10.8,32.0,2.3,367.1,61.0,89.0,4.6,6.6,3.48,7.8
0.0,297.8,309.5,9.0,25.6,2.6,361.9,66.0,91.0,4.2,6.4,3.87,8.3
0.0,297.4,309.8,14.3,36.1,3.2,348.8,70.0,90.0,4.3,6.3,3.56,8.7
0.0,296.0,307.3,17.0,38.9,3.8,350.1,74.0,89.0,4.6,6.2,3.03,8.8
0.0,293.8,307.9,14.4,40.2,4.5,355.7,82.0,89.0,4.7,6.2,3.05,9.4
0.0,291.8,306.0,14.2,40.2,4.5,359.3,82.0,89.0,4.8,6.2,2.73,9.1
0.0,291.7,306.8,8.5,30.0,3.1,367.0,72.0,92.0,4.4,6.0,3.09,8.3
0.0,293.4,308.2,6.9,25.9,2.4,367.1,67.0,94.0,4.0,5.9,3.46,7.8
0.0,293.9,305.0,15.4,35.3,3.3,362.3,72.0,92.0,4.2,5.8,2.75,8.1
0.0,294.5,304.7,21.4,43.4,3.8,354.5,73.0,89.0,4.7,5.8,2.5,8.2
0.0,296.0,307.9,13.7,33.5,3.5,356.4,74.0,92.0,4.6,5.7,3.28,8.8
